time,loc,cat,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,time_end,CIR,time_diff,in15min,in60min,over60min,locName
2020-04-08 01:10:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,4500,0,0,1,PALACE HILLS
2020-04-08 01:15:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,4800,0,0,1,PALACE HILLS
2020-04-08 01:20:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,5100,0,0,1,PALACE HILLS
2020-04-08 01:25:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,5400,0,0,1,PALACE HILLS
2020-04-08 01:30:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,5700,0,0,1,PALACE HILLS
2020-04-08 01:35:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,6000,0,0,1,PALACE HILLS
2020-04-08 01:40:00,1,shake_intensity,0.53,0.53,0.36,0.76,0.35,0.68,0.39,0.63,0.48,0.6,1586303700,0.4,6300,0,0,1,PALACE HILLS
2020-04-08 01:45:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,0,1,0,0,PALACE HILLS
2020-04-08 01:50:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,300,1,0,0,PALACE HILLS
2020-04-08 01:55:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,600,1,0,0,PALACE HILLS
2020-04-08 02:00:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,900,1,0,0,PALACE HILLS
2020-04-08 02:05:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,1200,0,1,0,PALACE HILLS
2020-04-08 02:10:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,1500,0,1,0,PALACE HILLS
2020-04-08 02:15:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,1800,0,1,0,PALACE HILLS
2020-04-08 02:20:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,2100,0,1,0,PALACE HILLS
2020-04-08 02:25:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,2400,0,1,0,PALACE HILLS
2020-04-08 02:30:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,2700,0,1,0,PALACE HILLS
2020-04-08 02:35:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,3000,0,1,0,PALACE HILLS
2020-04-08 02:40:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,3300,0,1,0,PALACE HILLS
2020-04-08 02:45:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,3600,0,1,0,PALACE HILLS
2020-04-08 02:50:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,3900,0,0,1,PALACE HILLS
2020-04-08 02:55:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,4200,0,0,1,PALACE HILLS
2020-04-08 03:00:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,4500,0,0,1,PALACE HILLS
2020-04-08 03:05:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,4800,0,0,1,PALACE HILLS
2020-04-08 03:10:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,5100,0,0,1,PALACE HILLS
2020-04-08 03:15:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,5400,0,0,1,PALACE HILLS
2020-04-08 03:20:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,5700,0,0,1,PALACE HILLS
2020-04-08 03:25:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,6000,0,0,1,PALACE HILLS
2020-04-08 03:30:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,6300,0,0,1,PALACE HILLS
2020-04-08 03:35:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,6600,0,0,1,PALACE HILLS
2020-04-08 03:40:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,6900,0,0,1,PALACE HILLS
2020-04-08 03:45:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,7200,0,0,1,PALACE HILLS
2020-04-08 03:50:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,7500,0,0,1,PALACE HILLS
2020-04-08 03:55:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,7800,0,0,1,PALACE HILLS
2020-04-08 04:00:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,8100,0,0,1,PALACE HILLS
2020-04-08 04:05:00,1,shake_intensity,0.54,0.59,0.32,0.74,0.34,0.69,0.38,0.66,0.46,0.62,1586310300,0.42,8400,0,0,1,PALACE HILLS
2020-04-08 04:10:00,1,shake_intensity,0.52,0.54,0.32,0.73,0.35,0.72,0.37,0.67,0.38,0.55,1586319000,0.41,0,1,0,0,PALACE HILLS
2020-04-08 04:15:00,1,shake_intensity,0.52,0.54,0.32,0.73,0.35,0.72,0.37,0.67,0.38,0.55,1586319000,0.41,300,1,0,0,PALACE HILLS
2020-04-08 04:20:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,0,1,0,0,PALACE HILLS
2020-04-08 04:25:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,300,1,0,0,PALACE HILLS
2020-04-08 04:30:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,600,1,0,0,PALACE HILLS
2020-04-08 04:35:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,900,1,0,0,PALACE HILLS
2020-04-08 04:40:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,1200,0,1,0,PALACE HILLS
2020-04-08 04:45:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,1500,0,1,0,PALACE HILLS
2020-04-08 04:50:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,1800,0,1,0,PALACE HILLS
2020-04-08 04:55:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,2100,0,1,0,PALACE HILLS
2020-04-08 05:00:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,2400,0,1,0,PALACE HILLS
2020-04-08 05:05:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,2700,0,1,0,PALACE HILLS
2020-04-08 05:10:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,3000,0,1,0,PALACE HILLS
2020-04-08 05:15:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,3300,0,1,0,PALACE HILLS
2020-04-08 05:20:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,3600,0,1,0,PALACE HILLS
2020-04-08 05:25:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,3900,0,0,1,PALACE HILLS
2020-04-08 05:30:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,4200,0,0,1,PALACE HILLS
2020-04-08 05:35:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,4500,0,0,1,PALACE HILLS
2020-04-08 05:40:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,4800,0,0,1,PALACE HILLS
2020-04-08 05:45:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,5100,0,0,1,PALACE HILLS
2020-04-08 05:50:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,5400,0,0,1,PALACE HILLS
2020-04-08 05:55:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,5700,0,0,1,PALACE HILLS
2020-04-08 06:00:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,6000,0,0,1,PALACE HILLS
2020-04-08 06:05:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,6300,0,0,1,PALACE HILLS
2020-04-08 06:10:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,6600,0,0,1,PALACE HILLS
2020-04-08 06:15:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,6900,0,0,1,PALACE HILLS
2020-04-08 06:20:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,7200,0,0,1,PALACE HILLS
2020-04-08 06:25:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,7500,0,0,1,PALACE HILLS
2020-04-08 06:30:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,7800,0,0,1,PALACE HILLS
2020-04-08 06:35:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,8100,0,0,1,PALACE HILLS
2020-04-08 06:40:00,1,shake_intensity,0.51,0.44,0.27,0.72,0.35,0.72,0.37,0.64,0.41,0.55,1586319600,0.45,8400,0,0,1,PALACE HILLS
2020-04-08 06:45:00,1,shake_intensity,0.5,0.41,0.3,0.72,0.32,0.68,0.34,0.63,0.33,0.49,1586328300,0.43,0,1,0,0,PALACE HILLS
2020-04-08 06:50:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,0,1,0,0,PALACE HILLS
2020-04-08 06:55:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,300,1,0,0,PALACE HILLS
2020-04-08 07:00:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,600,1,0,0,PALACE HILLS
2020-04-08 07:05:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,900,1,0,0,PALACE HILLS
2020-04-08 07:10:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,1200,0,1,0,PALACE HILLS
2020-04-08 07:15:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,1500,0,1,0,PALACE HILLS
2020-04-08 07:20:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,1800,0,1,0,PALACE HILLS
2020-04-08 07:25:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,2100,0,1,0,PALACE HILLS
2020-04-08 07:30:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,2400,0,1,0,PALACE HILLS
2020-04-08 07:35:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,2700,0,1,0,PALACE HILLS
2020-04-08 07:40:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,3000,0,1,0,PALACE HILLS
2020-04-08 07:45:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,3300,0,1,0,PALACE HILLS
2020-04-08 07:50:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,3600,0,1,0,PALACE HILLS
2020-04-08 07:55:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,3900,0,0,1,PALACE HILLS
2020-04-08 08:00:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,4200,0,0,1,PALACE HILLS
2020-04-08 08:05:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,4500,0,0,1,PALACE HILLS
2020-04-08 08:10:00,1,shake_intensity,0.52,0.49,0.35,0.74,0.36,0.68,0.41,0.67,0.42,0.55,1586328600,0.39,4800,0,0,1,PALACE HILLS
2020-04-08 08:15:00,1,shake_intensity,0.51,0.5,0.34,0.68,0.34,0.64,0.37,0.61,0.41,0.54,1586333700,0.34,0,1,0,0,PALACE HILLS
2020-04-08 08:20:00,1,shake_intensity,0.51,0.5,0.34,0.68,0.34,0.64,0.37,0.61,0.41,0.54,1586333700,0.34,300,1,0,0,PALACE HILLS
2020-04-08 08:25:00,1,shake_intensity,0.51,0.5,0.34,0.68,0.34,0.64,0.37,0.61,0.41,0.54,1586333700,0.34,600,1,0,0,PALACE HILLS
2020-04-08 08:30:00,1,shake_intensity,0.51,0.5,0.34,0.68,0.34,0.64,0.37,0.61,0.41,0.54,1586333700,0.34,900,1,0,0,PALACE HILLS
2020-04-08 08:35:00,1,shake_intensity,0.49,0.47,0.27,0.68,0.33,0.67,0.37,0.62,0.37,0.5,1586334900,0.41,0,1,0,0,PALACE HILLS
2020-04-08 08:40:00,1,shake_intensity,0.6,0.57,0.4,0.84,0.42,0.78,0.44,0.72,0.5,0.63,1586335200,0.45,0,1,0,0,PALACE HILLS
2020-04-08 08:45:00,1,shake_intensity,0.82,0.77,0.6,1.05,0.62,1,0.69,0.97,0.72,0.87,1586335500,0.46,0,1,0,0,PALACE HILLS
2020-04-08 08:50:00,1,shake_intensity,0.82,0.79,0.66,1.01,0.68,0.96,0.69,0.9,0.75,0.86,1586335800,0.34,0,1,0,0,PALACE HILLS
2020-04-08 08:55:00,1,shake_intensity,0.88,0.9,0.69,1.09,0.7,1.03,0.73,0.98,0.83,0.95,1586336100,0.4,0,1,0,0,PALACE HILLS
2020-04-08 09:00:00,1,shake_intensity,0.84,0.84,0.7,1.06,0.7,0.99,0.71,0.93,0.77,0.89,1586336400,0.36,0,1,0,0,PALACE HILLS
2020-04-08 09:05:00,1,shake_intensity,0.9,0.88,0.74,1.04,0.77,1.03,0.81,0.99,0.84,0.94,1586336700,0.3,0,1,0,0,PALACE HILLS
2020-04-08 09:10:00,1,shake_intensity,0.94,0.93,0.78,1.1,0.78,1.03,0.83,1.03,0.88,0.99,1586337000,0.32,0,1,0,0,PALACE HILLS
2020-04-08 09:15:00,1,shake_intensity,0.95,0.94,0.8,1.1,0.81,1.06,0.87,1.04,0.9,0.99,1586337300,0.29,0,1,0,0,PALACE HILLS
2020-04-08 09:20:00,1,shake_intensity,0.96,0.95,0.8,1.1,0.85,1.09,0.85,1.05,0.91,1,1586337600,0.3,0,1,0,0,PALACE HILLS
2020-04-08 09:25:00,1,shake_intensity,0.95,0.92,0.81,1.11,0.83,1.09,0.86,1.06,0.87,0.96,1586337900,0.3,0,1,0,0,PALACE HILLS
2020-04-08 09:30:00,1,shake_intensity,0.91,0.87,0.8,1.04,0.81,1.01,0.82,0.98,0.82,0.91,1586338200,0.24,0,1,0,0,PALACE HILLS
2020-04-08 09:35:00,1,shake_intensity,0.91,0.92,0.78,1.03,0.8,1.02,0.84,1.02,0.89,0.98,1586338500,0.26,0,1,0,0,PALACE HILLS
2020-04-08 09:40:00,1,shake_intensity,0.97,0.99,0.81,1.12,0.84,1.1,0.88,1.09,0.91,1.02,1586338800,0.31,0,1,0,0,PALACE HILLS
2020-04-08 09:45:00,1,shake_intensity,0.92,0.93,0.8,1.04,0.8,1,0.84,0.99,0.88,0.95,1586339100,0.24,0,1,0,0,PALACE HILLS
2020-04-08 09:50:00,1,shake_intensity,0.93,0.92,0.82,1.03,0.83,1.02,0.85,1,0.88,0.95,1586339400,0.22,0,1,0,0,PALACE HILLS
2020-04-08 09:55:00,1,shake_intensity,0.98,0.95,0.85,1.13,0.86,1.08,0.88,1.05,0.92,1,1586339700,0.28,0,1,0,0,PALACE HILLS
2020-04-08 10:00:00,1,shake_intensity,0.99,0.97,0.85,1.16,0.86,1.13,0.88,1.1,0.91,1.01,1586340000,0.31,0,1,0,0,PALACE HILLS
2020-04-08 10:05:00,1,shake_intensity,0.95,0.95,0.85,1.04,0.88,1.04,0.89,1.01,0.91,0.98,1586340300,0.19,0,1,0,0,PALACE HILLS
2020-04-08 10:10:00,1,shake_intensity,0.98,0.97,0.84,1.15,0.85,1.12,0.86,1.06,0.92,1.02,1586340600,0.31,0,1,0,0,PALACE HILLS
2020-04-08 10:15:00,1,shake_intensity,0.98,0.98,0.87,1.12,0.87,1.08,0.91,1.08,0.92,1,1586340900,0.25,0,1,0,0,PALACE HILLS
2020-04-08 10:20:00,1,shake_intensity,0.98,1,0.83,1.14,0.84,1.12,0.85,1.07,0.9,1.02,1586341200,0.31,0,1,0,0,PALACE HILLS
2020-04-08 10:25:00,1,shake_intensity,0.95,0.91,0.81,1.11,0.84,1.09,0.86,1.04,0.88,0.98,1586341500,0.3,0,1,0,0,PALACE HILLS
2020-04-08 10:30:00,1,shake_intensity,0.93,0.94,0.84,1.04,0.85,1.02,0.85,0.99,0.9,0.97,1586341800,0.2,0,1,0,0,PALACE HILLS
2020-04-08 10:35:00,1,shake_intensity,0.93,0.92,0.81,1.06,0.82,1.04,0.85,1.01,0.87,0.96,1586342100,0.25,0,1,0,0,PALACE HILLS
2020-04-08 10:40:00,1,shake_intensity,0.94,0.94,0.85,1.06,0.85,1.04,0.87,1.02,0.89,0.97,1586342400,0.22,0,1,0,0,PALACE HILLS
2020-04-08 10:45:00,1,shake_intensity,0.91,0.91,0.81,1.01,0.81,0.99,0.83,0.97,0.87,0.95,1586342700,0.21,0,1,0,0,PALACE HILLS
2020-04-08 10:50:00,1,shake_intensity,0.9,0.89,0.82,1.02,0.82,0.99,0.83,0.96,0.84,0.91,1586343000,0.2,0,1,0,0,PALACE HILLS
2020-04-08 10:55:00,1,shake_intensity,0.89,0.9,0.77,1.01,0.77,0.98,0.8,0.96,0.84,0.92,1586343300,0.25,0,1,0,0,PALACE HILLS
2020-04-08 11:00:00,1,shake_intensity,0.9,0.89,0.74,1.02,0.79,1.02,0.82,1,0.85,0.94,1586343600,0.28,0,1,0,0,PALACE HILLS
2020-04-08 11:05:00,1,shake_intensity,0.88,0.87,0.8,0.98,0.81,0.96,0.84,0.95,0.84,0.9,1586343900,0.18,0,1,0,0,PALACE HILLS
2020-04-08 11:10:00,1,shake_intensity,0.9,0.92,0.78,1.01,0.81,1.01,0.82,0.97,0.87,0.95,1586344200,0.23,0,1,0,0,PALACE HILLS
2020-04-08 11:15:00,1,shake_intensity,0.88,0.89,0.79,0.98,0.8,0.95,0.82,0.93,0.85,0.91,1586344500,0.19,0,1,0,0,PALACE HILLS
2020-04-08 11:20:00,1,shake_intensity,0.87,0.88,0.75,0.99,0.77,0.97,0.79,0.94,0.82,0.89,1586344800,0.24,0,1,0,0,PALACE HILLS
2020-04-08 11:25:00,1,shake_intensity,0.89,0.89,0.8,0.98,0.81,0.96,0.83,0.94,0.87,0.93,1586345100,0.18,0,1,0,0,PALACE HILLS
2020-04-08 11:30:00,1,shake_intensity,0.89,0.88,0.79,0.97,0.82,0.96,0.82,0.94,0.85,0.91,1586345400,0.18,0,1,0,0,PALACE HILLS
2020-04-08 11:35:00,1,shake_intensity,0.86,0.85,0.72,0.99,0.75,0.98,0.78,0.95,0.82,0.9,1586345700,0.27,0,1,0,0,PALACE HILLS
2020-04-08 11:40:00,1,shake_intensity,0.88,0.88,0.78,0.98,0.78,0.97,0.8,0.94,0.83,0.9,1586346000,0.2,0,1,0,0,PALACE HILLS
2020-04-08 11:45:00,1,shake_intensity,0.84,0.85,0.71,0.96,0.75,0.96,0.75,0.91,0.81,0.89,1586346300,0.24,0,1,0,0,PALACE HILLS
2020-04-08 11:50:00,1,shake_intensity,0.86,0.87,0.75,0.98,0.77,0.96,0.77,0.93,0.81,0.89,1586346600,0.23,0,1,0,0,PALACE HILLS
2020-04-08 11:55:00,1,shake_intensity,0.86,0.88,0.73,0.98,0.76,0.98,0.78,0.96,0.81,0.9,1586346900,0.25,0,1,0,0,PALACE HILLS
2020-04-08 12:00:00,1,shake_intensity,0.86,0.87,0.76,0.95,0.79,0.94,0.8,0.92,0.84,0.9,1586347200,0.19,0,1,0,0,PALACE HILLS
2020-04-08 12:05:00,1,shake_intensity,0.84,0.86,0.72,0.97,0.73,0.93,0.75,0.91,0.79,0.88,1586347500,0.25,0,1,0,0,PALACE HILLS
2020-04-08 12:10:00,1,shake_intensity,0.85,0.84,0.71,1,0.74,0.96,0.75,0.91,0.79,0.88,1586347800,0.29,0,1,0,0,PALACE HILLS
2020-04-08 12:15:00,1,shake_intensity,0.87,0.84,0.79,0.98,0.79,0.94,0.82,0.94,0.84,0.9,1586348100,0.19,0,1,0,0,PALACE HILLS
2020-04-08 12:20:00,1,shake_intensity,0.86,0.86,0.73,0.96,0.76,0.95,0.77,0.92,0.84,0.92,1586348400,0.23,0,1,0,0,PALACE HILLS
2020-04-08 12:25:00,1,shake_intensity,0.86,0.86,0.73,0.96,0.76,0.95,0.77,0.92,0.84,0.92,1586348400,0.23,300,1,0,0,PALACE HILLS
2020-04-08 12:30:00,1,shake_intensity,0.85,0.86,0.71,0.99,0.74,0.97,0.76,0.94,0.81,0.9,1586349000,0.27,0,1,0,0,PALACE HILLS
2020-04-08 12:35:00,1,shake_intensity,0.84,0.84,0.64,1.02,0.68,1,0.73,0.97,0.76,0.88,1586349300,0.38,0,1,0,0,PALACE HILLS
2020-04-08 12:40:00,1,shake_intensity,0.88,0.9,0.76,0.97,0.79,0.96,0.8,0.93,0.86,0.93,1586349600,0.21,0,1,0,0,PALACE HILLS
2020-04-08 12:45:00,1,shake_intensity,0.83,0.83,0.65,0.97,0.71,0.96,0.73,0.92,0.79,0.87,1586349900,0.32,0,1,0,0,PALACE HILLS
2020-04-08 12:50:00,1,shake_intensity,0.81,0.81,0.7,0.9,0.7,0.87,0.74,0.87,0.79,0.86,1586350200,0.2,0,1,0,0,PALACE HILLS
