location,cat,time,rating,count
3,sewer_and_water,2020-04-08 09:00:00,6,230
3,buildings,2020-04-08 08:45:00,5,228
3,medical,2020-04-08 09:05:00,7,227
3,power,2020-04-08 09:05:00,8,227
3,buildings,2020-04-08 09:05:00,5,225
3,roads_and_bridges,2020-04-08 09:00:00,6,224
3,buildings,2020-04-08 09:00:00,5,223
3,sewer_and_water,2020-04-08 09:05:00,6,216
3,medical,2020-04-08 09:10:00,7,215
3,roads_and_bridges,2020-04-08 09:10:00,6,214
3,buildings,2020-04-08 09:10:00,5,211
3,sewer_and_water,2020-04-08 09:10:00,6,210
3,shake_intensity,2020-04-08 09:05:00,6,208
3,power,2020-04-08 09:10:00,8,201
3,shake_intensity,2020-04-08 09:10:00,6,201
3,medical,2020-04-08 09:15:00,7,197
3,roads_and_bridges,2020-04-08 09:15:00,6,184
3,shake_intensity,2020-04-08 09:15:00,6,182
3,buildings,2020-04-08 09:15:00,5,180
3,power,2020-04-08 09:15:00,8,175
3,sewer_and_water,2020-04-08 09:15:00,6,175
3,buildings,2020-04-08 08:45:00,6,137
3,power,2020-04-09 15:00:00,10,137
3,sewer_and_water,2020-04-08 08:40:00,7,135
3,sewer_and_water,2020-04-09 15:00:00,10,133
3,roads_and_bridges,2020-04-09 15:00:00,10,132
3,medical,2020-04-08 08:35:00,7,130
3,buildings,2020-04-08 08:40:00,6,128
3,sewer_and_water,2020-04-08 08:45:00,5,126
3,shake_intensity,2020-04-08 08:40:00,7,125
3,roads_and_bridges,2020-04-08 08:45:00,5,123
3,power,2020-04-08 08:40:00,7,122
3,sewer_and_water,2020-04-08 08:55:00,7,120
3,shake_intensity,2020-04-08 08:45:00,7,119
3,buildings,2020-04-08 08:45:00,4,118
3,medical,2020-04-08 08:40:00,6,118
3,power,2020-04-08 08:45:00,7,117
3,roads_and_bridges,2020-04-08 08:35:00,6,117
3,sewer_and_water,2020-04-08 08:35:00,6,116
3,shake_intensity,2020-04-08 08:55:00,5,116
3,shake_intensity,2020-04-08 09:05:00,5,116
3,shake_intensity,2020-04-08 08:45:00,5,115
3,buildings,2020-04-08 08:55:00,4,114
3,power,2020-04-08 08:40:00,9,114
3,roads_and_bridges,2020-04-08 08:50:00,5,114
3,sewer_and_water,2020-04-08 09:05:00,7,114
3,roads_and_bridges,2020-04-08 08:40:00,7,113
3,shake_intensity,2020-04-08 08:35:00,6,113
3,power,2020-04-08 08:55:00,9,112
3,medical,2020-04-09 15:00:00,7,111
3,roads_and_bridges,2020-04-08 08:55:00,5,111
3,shake_intensity,2020-04-08 09:10:00,7,111
3,medical,2020-04-08 08:45:00,6,110
3,power,2020-04-08 09:05:00,9,110
3,buildings,2020-04-08 08:35:00,5,109
3,medical,2020-04-08 08:50:00,8,109
3,buildings,2020-04-08 08:40:00,4,108
3,roads_and_bridges,2020-04-08 08:45:00,7,108
3,buildings,2020-04-08 08:55:00,6,107
3,medical,2020-04-08 08:40:00,8,107
3,medical,2020-04-08 08:45:00,8,107
3,power,2020-04-08 08:45:00,9,107
3,shake_intensity,2020-04-08 08:40:00,5,107
3,power,2020-04-08 08:50:00,7,106
3,sewer_and_water,2020-04-08 08:50:00,7,106
3,medical,2020-04-08 09:05:00,8,105
3,power,2020-04-08 08:35:00,8,105
3,roads_and_bridges,2020-04-08 08:50:00,7,105
3,sewer_and_water,2020-04-08 08:40:00,5,105
3,buildings,2020-04-08 08:50:00,6,104
3,buildings,2020-04-08 09:05:00,6,104
3,medical,2020-04-08 08:55:00,8,104
3,power,2020-04-08 09:10:00,7,104
3,sewer_and_water,2020-04-08 09:15:00,7,104
3,shake_intensity,2020-04-08 08:50:00,7,104
3,sewer_and_water,2020-04-08 09:00:00,5,103
3,buildings,2020-04-08 09:00:00,6,102
3,medical,2020-04-08 08:50:00,6,101
3,sewer_and_water,2020-04-08 08:50:00,5,101
3,shake_intensity,2020-04-08 08:55:00,7,101
3,shake_intensity,2020-04-08 09:00:00,7,101
3,roads_and_bridges,2020-04-08 09:00:00,7,100
3,roads_and_bridges,2020-04-08 09:15:00,7,100
3,shake_intensity,2020-04-08 08:50:00,5,100
3,sewer_and_water,2020-04-08 08:45:00,7,99
3,power,2020-04-08 09:15:00,9,98
3,roads_and_bridges,2020-04-08 08:55:00,7,98
3,buildings,2020-04-08 09:00:00,4,97
3,buildings,2020-04-08 09:15:00,6,97
3,buildings,2020-04-08 08:50:00,4,96
3,buildings,2020-04-09 15:00:00,7,96
3,buildings,2020-04-08 09:10:00,4,95
3,sewer_and_water,2020-04-08 09:10:00,7,95
3,shake_intensity,2020-04-08 09:05:00,7,95
3,medical,2020-04-08 08:55:00,6,94
3,medical,2020-04-08 09:10:00,8,94
3,power,2020-04-08 08:55:00,7,93
3,roads_and_bridges,2020-04-08 09:05:00,5,93
3,sewer_and_water,2020-04-08 08:55:00,5,93
3,power,2020-04-08 08:50:00,9,92
3,roads_and_bridges,2020-04-08 09:00:00,5,92
3,roads_and_bridges,2020-04-08 09:05:00,7,92
3,buildings,2020-04-08 09:05:00,4,91
3,power,2020-04-08 09:00:00,7,91
3,roads_and_bridges,2020-04-08 08:40:00,5,91
3,roads_and_bridges,2020-04-08 09:10:00,5,91
3,medical,2020-04-08 09:00:00,6,90
3,power,2020-04-08 09:00:00,9,90
3,power,2020-04-08 09:15:00,7,90
3,sewer_and_water,2020-04-08 09:05:00,5,90
3,buildings,2020-04-08 09:10:00,6,89
3,roads_and_bridges,2020-04-08 09:10:00,7,89
3,sewer_and_water,2020-04-08 09:10:00,5,89
3,shake_intensity,2020-04-08 09:00:00,5,89
3,shake_intensity,2020-04-09 15:00:00,5,89
3,medical,2020-04-08 09:00:00,8,88
3,medical,2020-04-08 09:05:00,6,88
3,sewer_and_water,2020-04-08 09:00:00,7,88
3,power,2020-04-08 09:05:00,7,85
3,shake_intensity,2020-04-08 09:10:00,5,85
3,buildings,2020-04-08 09:15:00,4,84
3,medical,2020-04-08 09:10:00,6,84
3,shake_intensity,2020-04-08 09:15:00,7,84
3,medical,2020-04-08 09:15:00,6,83
3,sewer_and_water,2020-04-08 09:15:00,5,83
3,power,2020-04-08 09:10:00,9,82
3,shake_intensity,2020-04-08 09:15:00,5,81
3,medical,2020-04-08 09:15:00,8,79
3,roads_and_bridges,2020-04-08 09:15:00,5,77
2,sewer_and_water,2020-04-08 09:15:00,3,71
2,sewer_and_water,2020-04-08 09:25:00,3,71
2,shake_intensity,2020-04-08 09:25:00,2,69
2,power,2020-04-08 09:15:00,4,68
2,buildings,2020-04-08 09:15:00,1,67
2,buildings,2020-04-08 09:25:00,1,67
3,power,2020-04-08 09:15:00,10,64
2,power,2020-04-08 09:25:00,4,62
2,roads_and_bridges,2020-04-08 08:55:00,5,62
2,roads_and_bridges,2020-04-08 09:25:00,5,62
2,roads_and_bridges,2020-04-08 09:15:00,5,60
2,shake_intensity,2020-04-08 09:30:00,2,59
3,power,2020-04-08 08:35:00,7,59
2,roads_and_bridges,2020-04-08 09:00:00,5,58
2,shake_intensity,2020-04-08 09:15:00,2,58
3,buildings,2020-04-08 08:35:00,6,58
2,buildings,2020-04-08 08:55:00,1,57
2,power,2020-04-08 09:00:00,4,57
3,roads_and_bridges,2020-04-08 08:35:00,7,56
2,roads_and_bridges,2020-04-08 09:30:00,5,55
2,sewer_and_water,2020-04-08 09:00:00,3,55
2,roads_and_bridges,2020-04-08 09:35:00,5,54
3,buildings,2020-04-08 08:35:00,4,54
2,power,2020-04-08 09:35:00,4,53
2,roads_and_bridges,2020-04-08 09:20:00,5,53
2,shake_intensity,2020-04-08 09:20:00,2,53
3,power,2020-04-08 08:35:00,9,53
3,shake_intensity,2020-04-08 08:35:00,5,53
3,shake_intensity,2020-04-08 08:35:00,7,53
2,buildings,2020-04-08 09:50:00,1,52
2,sewer_and_water,2020-04-08 09:35:00,3,52
3,buildings,2020-04-09 01:00:00,3,52
3,sewer_and_water,2020-04-09 01:00:00,10,52
2,roads_and_bridges,2020-04-08 09:10:00,5,51
2,roads_and_bridges,2020-04-08 09:40:00,5,51
2,shake_intensity,2020-04-08 09:35:00,2,51
3,sewer_and_water,2020-04-08 08:35:00,7,51
2,buildings,2020-04-08 09:05:00,1,50
2,power,2020-04-08 08:55:00,4,50
2,power,2020-04-08 09:10:00,4,50
2,roads_and_bridges,2020-04-08 09:50:00,5,50
2,sewer_and_water,2020-04-08 09:50:00,3,50
3,roads_and_bridges,2020-04-09 15:00:00,9,50
3,sewer_and_water,2020-04-08 08:35:00,5,50
2,buildings,2020-04-08 08:50:00,1,49
2,buildings,2020-04-08 09:30:00,1,49
2,buildings,2020-04-08 10:00:00,1,49
2,power,2020-04-08 09:05:00,4,49
2,sewer_and_water,2020-04-08 09:10:00,3,49
2,sewer_and_water,2020-04-08 09:30:00,3,49
2,power,2020-04-08 09:30:00,4,48
2,sewer_and_water,2020-04-08 09:05:00,3,48
2,shake_intensity,2020-04-08 09:05:00,2,48
3,shake_intensity,2020-04-09 01:00:00,4,48
3,shake_intensity,2020-04-09 15:00:00,4,48
2,buildings,2020-04-08 09:10:00,1,47
2,roads_and_bridges,2020-04-08 10:00:00,5,47
2,shake_intensity,2020-04-08 09:00:00,2,47
3,medical,2020-04-08 08:35:00,8,47
3,power,2020-04-09 01:00:00,6,47
3,roads_and_bridges,2020-04-08 08:35:00,5,47
3,sewer_and_water,2020-04-08 09:15:00,8,47
3,sewer_and_water,2020-04-09 15:00:00,9,47
2,buildings,2020-04-08 09:00:00,1,46
2,buildings,2020-04-08 09:20:00,1,46
2,power,2020-04-08 09:20:00,4,46
2,power,2020-04-08 09:50:00,4,46
2,power,2020-04-08 10:00:00,4,46
2,buildings,2020-04-08 09:40:00,1,45
2,buildings,2020-04-08 10:20:00,1,45
2,power,2020-04-08 08:45:00,4,45
2,sewer_and_water,2020-04-08 10:00:00,3,45
2,shake_intensity,2020-04-08 09:45:00,2,45
3,medical,2020-04-08 08:35:00,6,45
3,power,2020-04-09 15:00:00,9,45
3,roads_and_bridges,2020-04-09 01:00:00,4,45
3,shake_intensity,2020-04-08 09:15:00,2,45
2,buildings,2020-04-08 09:35:00,1,44
2,power,2020-04-08 09:45:00,4,44
2,roads_and_bridges,2020-04-08 09:05:00,5,44
2,sewer_and_water,2020-04-08 09:20:00,3,44
2,shake_intensity,2020-04-08 08:55:00,2,44
2,shake_intensity,2020-04-08 09:50:00,2,44
3,buildings,2020-04-08 09:15:00,7,44
2,power,2020-04-08 08:40:00,4,43
2,sewer_and_water,2020-04-08 08:55:00,3,43
2,shake_intensity,2020-04-08 08:40:00,2,43
2,shake_intensity,2020-04-08 09:10:00,2,43
2,shake_intensity,2020-04-08 10:00:00,2,43
3,medical,2020-04-09 01:00:00,5,43
3,sewer_and_water,2020-04-09 01:00:00,4,43
2,buildings,2020-04-08 09:45:00,1,42
2,roads_and_bridges,2020-04-08 08:50:00,5,42
2,power,2020-04-08 10:25:00,4,41
2,roads_and_bridges,2020-04-08 10:30:00,5,41
2,sewer_and_water,2020-04-08 09:45:00,3,41
3,buildings,2020-04-09 15:00:00,8,41
3,medical,2020-04-08 09:15:00,9,41
3,shake_intensity,2020-04-09 15:00:00,6,41
2,power,2020-04-08 10:30:00,4,40
2,roads_and_bridges,2020-04-08 09:45:00,5,40
2,sewer_and_water,2020-04-08 09:40:00,3,40
2,sewer_and_water,2020-04-08 10:20:00,3,40
3,buildings,2020-04-09 15:00:00,6,40
2,power,2020-04-08 09:40:00,4,39
2,power,2020-04-08 10:20:00,4,39
2,sewer_and_water,2020-04-08 08:45:00,3,39
2,shake_intensity,2020-04-08 09:40:00,2,39
3,roads_and_bridges,2020-04-08 09:15:00,8,39
3,roads_and_bridges,2020-04-09 01:00:00,10,39
2,power,2020-04-08 08:50:00,4,38
2,roads_and_bridges,2020-04-08 08:40:00,5,38
2,roads_and_bridges,2020-04-08 08:45:00,5,38
2,sewer_and_water,2020-04-08 10:30:00,3,38
2,shake_intensity,2020-04-08 09:00:00,3,38
3,shake_intensity,2020-04-09 01:00:00,8,38
2,power,2020-04-08 10:35:00,4,37
2,roads_and_bridges,2020-04-08 10:05:00,5,37
2,roads_and_bridges,2020-04-08 10:20:00,5,37
2,sewer_and_water,2020-04-08 08:50:00,3,37
2,shake_intensity,2020-04-08 10:20:00,2,37
1,buildings,2020-04-08 08:45:00,8,36
1,power,2020-04-08 08:45:00,9,36
1,sewer_and_water,2020-04-08 08:45:00,8,36
2,power,2020-04-09 15:20:00,5,36
2,roads_and_bridges,2020-04-08 10:25:00,5,36
2,sewer_and_water,2020-04-08 10:15:00,3,36
2,sewer_and_water,2020-04-08 10:40:00,3,36
2,shake_intensity,2020-04-08 08:45:00,2,36
2,shake_intensity,2020-04-08 10:10:00,2,36
3,medical,2020-04-09 15:00:00,6,36
2,buildings,2020-04-08 08:40:00,1,35
2,buildings,2020-04-08 10:10:00,1,35
2,buildings,2020-04-08 10:35:00,1,35
2,buildings,2020-04-08 10:05:00,1,34
2,buildings,2020-04-08 10:30:00,1,34
2,buildings,2020-04-08 11:10:00,1,34
2,power,2020-04-08 11:00:00,4,34
2,roads_and_bridges,2020-04-08 10:40:00,5,34
2,sewer_and_water,2020-04-08 10:05:00,3,34
1,medical,2020-04-08 08:45:00,7,33
2,buildings,2020-04-08 09:15:00,0,33
2,buildings,2020-04-08 10:40:00,1,33
2,buildings,2020-04-08 11:00:00,1,33
2,buildings,2020-04-09 15:15:00,1,33
2,power,2020-04-08 09:25:00,3,33
2,power,2020-04-08 10:05:00,4,33
2,sewer_and_water,2020-04-08 08:55:00,2,33
2,sewer_and_water,2020-04-08 09:55:00,3,33
2,sewer_and_water,2020-04-08 11:10:00,3,33
2,shake_intensity,2020-04-08 09:15:00,3,33
2,shake_intensity,2020-04-08 10:05:00,2,33
3,buildings,2020-04-09 01:00:00,9,33
2,buildings,2020-04-08 10:55:00,1,32
2,buildings,2020-04-08 11:05:00,1,32
2,power,2020-04-08 10:40:00,4,32
2,roads_and_bridges,2020-04-08 10:10:00,5,32
2,roads_and_bridges,2020-04-08 10:45:00,5,32
2,roads_and_bridges,2020-04-08 11:00:00,5,32
2,sewer_and_water,2020-04-08 08:40:00,3,32
2,shake_intensity,2020-04-08 08:50:00,2,32
2,shake_intensity,2020-04-08 10:25:00,2,32
1,roads_and_bridges,2020-04-08 08:45:00,6,31
2,buildings,2020-04-08 08:45:00,1,31
2,buildings,2020-04-08 09:55:00,1,31
2,buildings,2020-04-08 10:25:00,1,31
2,buildings,2020-04-08 10:45:00,1,31
2,power,2020-04-08 11:10:00,4,31
2,roads_and_bridges,2020-04-08 09:15:00,4,31
2,sewer_and_water,2020-04-08 10:25:00,3,31
2,sewer_and_water,2020-04-08 10:55:00,3,31
2,shake_intensity,2020-04-08 10:30:00,2,31
1,power,2020-04-08 08:40:00,9,30
2,buildings,2020-04-08 09:00:00,2,30
2,buildings,2020-04-08 09:35:00,0,30
2,power,2020-04-08 10:55:00,4,30
2,roads_and_bridges,2020-04-08 09:15:00,6,30
2,roads_and_bridges,2020-04-08 10:15:00,5,30
2,roads_and_bridges,2020-04-08 10:35:00,5,30
2,roads_and_bridges,2020-04-08 10:50:00,5,30
2,roads_and_bridges,2020-04-09 15:10:00,4,30
2,sewer_and_water,2020-04-08 10:35:00,3,30
2,sewer_and_water,2020-04-08 11:00:00,3,30
2,sewer_and_water,2020-04-08 11:25:00,3,30
2,shake_intensity,2020-04-08 09:15:00,1,30
2,shake_intensity,2020-04-08 10:15:00,2,30
2,shake_intensity,2020-04-09 15:10:00,1,30
2,shake_intensity,2020-04-09 15:15:00,1,30
2,power,2020-04-08 09:20:00,3,29
2,power,2020-04-08 10:10:00,4,29
2,power,2020-04-08 10:50:00,4,29
2,power,2020-04-09 15:05:00,5,29
2,power,2020-04-09 15:25:00,5,29
2,roads_and_bridges,2020-04-08 09:25:00,6,29
2,roads_and_bridges,2020-04-08 10:55:00,5,29
2,roads_and_bridges,2020-04-08 11:10:00,5,29
2,sewer_and_water,2020-04-08 10:10:00,3,29
2,sewer_and_water,2020-04-09 15:05:00,3,29
2,shake_intensity,2020-04-08 08:55:00,1,29
2,shake_intensity,2020-04-09 15:20:00,1,29
3,medical,2020-04-09 15:00:00,8,29
2,buildings,2020-04-09 15:10:00,1,28
2,buildings,2020-04-09 15:20:00,1,28
2,power,2020-04-08 10:15:00,4,28
2,power,2020-04-08 10:45:00,4,28
2,roads_and_bridges,2020-04-08 09:20:00,6,28
2,roads_and_bridges,2020-04-09 15:05:00,4,28
2,sewer_and_water,2020-04-08 10:45:00,3,28
2,sewer_and_water,2020-04-09 15:20:00,3,28
1,buildings,2020-04-08 08:55:00,8,27
1,roads_and_bridges,2020-04-08 08:50:00,6,27
1,sewer_and_water,2020-04-08 08:55:00,8,27
2,buildings,2020-04-08 09:20:00,0,27
2,buildings,2020-04-08 10:50:00,1,27
2,buildings,2020-04-09 15:05:00,1,27
2,power,2020-04-08 09:00:00,5,27
2,power,2020-04-08 09:15:00,5,27
2,power,2020-04-08 09:40:00,5,27
2,power,2020-04-08 11:20:00,4,27
2,sewer_and_water,2020-04-08 09:15:00,4,27
2,sewer_and_water,2020-04-08 10:50:00,3,27
2,shake_intensity,2020-04-08 08:50:00,3,27
3,medical,2020-04-08 09:15:00,10,27
4,power,2020-04-09 15:25:00,5,27
4,roads_and_bridges,2020-04-09 15:25:00,5,27
4,shake_intensity,2020-04-09 15:25:00,5,27
2,buildings,2020-04-08 09:25:00,2,26
2,buildings,2020-04-08 10:15:00,1,26
2,power,2020-04-08 11:40:00,4,26
2,roads_and_bridges,2020-04-08 11:05:00,5,26
2,roads_and_bridges,2020-04-09 15:15:00,4,26
2,sewer_and_water,2020-04-08 11:35:00,3,26
2,shake_intensity,2020-04-08 09:50:00,3,26
2,shake_intensity,2020-04-08 10:35:00,1,26
4,sewer_and_water,2020-04-09 15:25:00,7,26
2,buildings,2020-04-08 09:00:00,0,25
2,buildings,2020-04-08 10:30:00,0,25
2,buildings,2020-04-08 11:25:00,1,25
2,buildings,2020-04-09 15:35:00,1,25
2,power,2020-04-08 09:15:00,3,25
2,power,2020-04-09 15:10:00,5,25
2,roads_and_bridges,2020-04-09 15:20:00,4,25
2,sewer_and_water,2020-04-08 09:25:00,2,25
2,sewer_and_water,2020-04-08 09:50:00,4,25
2,sewer_and_water,2020-04-08 11:05:00,3,25
2,shake_intensity,2020-04-08 08:55:00,3,25
2,shake_intensity,2020-04-08 09:10:00,1,25
2,shake_intensity,2020-04-08 10:40:00,2,25
2,shake_intensity,2020-04-09 15:05:00,1,25
4,shake_intensity,2020-04-09 16:05:00,5,25
1,power,2020-04-08 08:50:00,9,24
1,power,2020-04-08 08:55:00,9,24
1,roads_and_bridges,2020-04-08 09:00:00,6,24
2,buildings,2020-04-08 09:20:00,2,24
2,buildings,2020-04-08 09:25:00,0,24
2,buildings,2020-04-08 09:30:00,0,24
2,buildings,2020-04-08 11:20:00,1,24
2,buildings,2020-04-08 11:35:00,1,24
2,buildings,2020-04-09 15:25:00,1,24
2,power,2020-04-08 09:45:00,3,24
2,power,2020-04-08 11:25:00,4,24
2,power,2020-04-09 15:35:00,5,24
2,roads_and_bridges,2020-04-08 09:35:00,6,24
2,roads_and_bridges,2020-04-08 10:20:00,4,24
2,roads_and_bridges,2020-04-08 11:20:00,5,24
2,sewer_and_water,2020-04-08 09:20:00,4,24
2,sewer_and_water,2020-04-08 09:30:00,2,24
2,sewer_and_water,2020-04-08 09:35:00,2,24
2,sewer_and_water,2020-04-08 09:45:00,2,24
2,sewer_and_water,2020-04-08 11:15:00,3,24
2,sewer_and_water,2020-04-09 15:25:00,3,24
2,shake_intensity,2020-04-08 11:00:00,2,24
2,shake_intensity,2020-04-09 15:25:00,1,24
4,sewer_and_water,2020-04-09 15:10:00,7,24
4,sewer_and_water,2020-04-09 15:40:00,7,24
1,buildings,2020-04-08 08:50:00,8,23
1,medical,2020-04-08 08:40:00,7,23
1,roads_and_bridges,2020-04-08 08:40:00,6,23
2,buildings,2020-04-08 09:45:00,2,23
2,buildings,2020-04-08 11:30:00,1,23
2,buildings,2020-04-08 11:40:00,1,23
2,power,2020-04-08 08:55:00,3,23
2,power,2020-04-08 09:05:00,5,23
2,power,2020-04-08 09:30:00,3,23
2,power,2020-04-08 09:35:00,5,23
2,power,2020-04-08 09:55:00,4,23
2,power,2020-04-09 15:15:00,5,23
2,roads_and_bridges,2020-04-08 09:00:00,6,23
2,roads_and_bridges,2020-04-08 09:30:00,4,23
2,sewer_and_water,2020-04-08 09:00:00,2,23
2,sewer_and_water,2020-04-08 09:00:00,4,23
2,sewer_and_water,2020-04-08 09:05:00,2,23
2,sewer_and_water,2020-04-08 10:35:00,4,23
2,sewer_and_water,2020-04-08 11:20:00,3,23
2,shake_intensity,2020-04-08 09:25:00,3,23
2,shake_intensity,2020-04-08 09:40:00,1,23
2,shake_intensity,2020-04-08 09:55:00,2,23
2,shake_intensity,2020-04-08 11:10:00,2,23
2,shake_intensity,2020-04-09 15:35:00,1,23
4,buildings,2020-04-09 16:05:00,5,23
4,power,2020-04-09 15:20:00,5,23
4,shake_intensity,2020-04-09 15:15:00,5,23
1,buildings,2020-04-08 09:00:00,8,22
1,sewer_and_water,2020-04-08 08:40:00,8,22
2,buildings,2020-04-08 08:45:00,2,22
2,buildings,2020-04-08 08:55:00,2,22
2,buildings,2020-04-08 09:05:00,0,22
2,buildings,2020-04-08 09:10:00,0,22
2,buildings,2020-04-08 09:30:00,2,22
2,roads_and_bridges,2020-04-08 08:45:00,6,22
2,roads_and_bridges,2020-04-08 11:25:00,5,22
2,roads_and_bridges,2020-04-09 15:30:00,4,22
2,roads_and_bridges,2020-04-09 15:35:00,4,22
2,sewer_and_water,2020-04-08 09:20:00,2,22
2,sewer_and_water,2020-04-09 15:15:00,3,22
2,shake_intensity,2020-04-08 09:05:00,3,22
2,shake_intensity,2020-04-08 09:10:00,3,22
2,shake_intensity,2020-04-08 09:35:00,3,22
2,shake_intensity,2020-04-08 10:00:00,3,22
3,roads_and_bridges,2020-04-08 09:15:00,9,22
4,buildings,2020-04-08 09:25:00,2,22
4,buildings,2020-04-09 15:20:00,5,22
4,buildings,2020-04-09 15:50:00,5,22
4,power,2020-04-09 15:30:00,5,22
4,sewer_and_water,2020-04-09 16:05:00,7,22
4,shake_intensity,2020-04-08 10:15:00,6,22
4,shake_intensity,2020-04-09 15:20:00,5,22
1,medical,2020-04-08 08:50:00,7,21
1,medical,2020-04-08 09:00:00,7,21
1,roads_and_bridges,2020-04-08 09:10:00,6,21
1,sewer_and_water,2020-04-08 09:00:00,8,21
1,sewer_and_water,2020-04-08 09:10:00,8,21
2,buildings,2020-04-08 08:50:00,2,21
2,buildings,2020-04-08 09:15:00,2,21
2,buildings,2020-04-08 09:40:00,0,21
2,buildings,2020-04-08 09:45:00,0,21
2,buildings,2020-04-08 11:15:00,1,21
2,power,2020-04-08 08:55:00,5,21
2,power,2020-04-08 09:30:00,5,21
2,power,2020-04-08 10:00:00,3,21
2,power,2020-04-08 11:05:00,4,21
2,power,2020-04-09 15:10:00,6,21
2,roads_and_bridges,2020-04-08 09:00:00,4,21
2,roads_and_bridges,2020-04-08 09:05:00,6,21
2,roads_and_bridges,2020-04-08 09:25:00,4,21
2,roads_and_bridges,2020-04-08 09:55:00,5,21
2,roads_and_bridges,2020-04-08 11:15:00,5,21
2,roads_and_bridges,2020-04-08 11:35:00,5,21
2,roads_and_bridges,2020-04-08 11:45:00,5,21
2,roads_and_bridges,2020-04-09 15:25:00,4,21
2,sewer_and_water,2020-04-08 09:10:00,4,21
2,sewer_and_water,2020-04-08 09:15:00,2,21
2,sewer_and_water,2020-04-08 09:30:00,4,21
2,sewer_and_water,2020-04-08 11:40:00,3,21
2,sewer_and_water,2020-04-09 15:35:00,3,21
2,sewer_and_water,2020-04-09 15:50:00,3,21
2,shake_intensity,2020-04-08 09:20:00,3,21
2,shake_intensity,2020-04-08 09:45:00,3,21
2,shake_intensity,2020-04-08 10:50:00,2,21
4,buildings,2020-04-09 15:05:00,5,21
4,power,2020-04-09 15:10:00,5,21
4,power,2020-04-09 15:45:00,5,21
4,roads_and_bridges,2020-04-08 09:25:00,5,21
4,roads_and_bridges,2020-04-08 10:15:00,3,21
4,roads_and_bridges,2020-04-09 15:50:00,5,21
4,roads_and_bridges,2020-04-09 16:05:00,5,21
4,sewer_and_water,2020-04-08 09:25:00,6,21
4,sewer_and_water,2020-04-09 15:20:00,7,21
4,shake_intensity,2020-04-08 09:25:00,3,21
4,shake_intensity,2020-04-09 15:30:00,5,21
1,power,2020-04-08 09:00:00,9,20
1,roads_and_bridges,2020-04-08 08:45:00,5,20
1,roads_and_bridges,2020-04-08 08:55:00,6,20
2,buildings,2020-04-08 08:45:00,0,20
2,buildings,2020-04-08 08:55:00,0,20
2,buildings,2020-04-08 09:50:00,2,20
