cat,loc,time,mean,mode,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
shake_intensity,1,2020-04-06 18:05:00,0.5413357,0.4108855,0.3454617,0.7994835,0.3525486,0.7250172,0.4033444,0.7075856,0.4398577,0.6017580,0.2821393,0.3451732,0.3716625,0.3824252,0.3939504,0.4103524,0.4176557,0.4253205,0.4338184,0.4425264,0.4497989,0.4578411,0.4681181,0.4725429,0.4839247,0.4923847,0.5014019,0.5096705,0.5130424,0.5203308,0.5260875,0.5375701,0.5493085,0.5612245,0.5701990,0.5748823,0.5836632,0.5911658,0.5966453,0.6080208,0.6192376,0.6300822,0.6387032,0.6712709,0.6856785,0.6949123,0.7024363,0.7135204,0.7469823,0.7993223,0.8334813,2020-04-06 18:05:00
shake_intensity,1,2020-04-06 15:10:00,0.8112883,0.4510614,0.4147095,1.2392639,0.4510602,1.1776496,0.4982376,1.0333394,0.5824132,0.8709736,0.4147095,0.4509322,0.4949178,0.5222713,0.5340391,0.5691055,0.5873559,0.5962684,0.6099130,0.6271250,0.6465519,0.6543677,0.6675636,0.6720664,0.6828732,0.6977293,0.7079607,0.7341129,0.7601281,0.7682287,0.7783296,0.7910755,0.8098508,0.8213334,0.8516072,0.8696793,0.8850115,0.9135645,0.9310662,0.9439376,0.9578752,0.9831236,0.9973812,1.0115956,1.0318071,1.0858717,1.1495290,1.1770575,1.2375980,1.2851376,1.6642550,2020-04-06 15:10:00
shake_intensity,1,2020-04-08 09:55:00,0.975283,0.9486789,0.8453288,1.1293810,0.8585268,1.0823561,0.8779802,1.0471082,0.9163222,1.0005552,0.8154367,0.8585549,0.8730701,0.8818771,0.8959484,0.8994254,0.9079099,0.9143238,0.9178678,0.9206979,0.9272051,0.9299583,0.9338585,0.9370146,0.9416142,0.9451338,0.9485713,0.9527830,0.9580511,0.9616950,0.9671457,0.9727410,0.9774145,0.9812490,0.9856048,0.9895142,0.9956747,0.9994320,1.0029270,1.0084767,1.0138902,1.0197108,1.0271896,1.0371231,1.0435454,1.0537975,1.0706550,1.0833179,1.1107216,1.1457123,1.1964349,2020-04-08 09:55:00
shake_intensity,1,2020-04-06 19:05:00,0.5378168,0.5624517,0.3676225,0.7167505,0.3833545,0.7045190,0.3694523,0.6199517,0.4886197,0.6132345,0.3444416,0.3694066,0.3830490,0.3866554,0.4005786,0.4129533,0.4339256,0.4409159,0.4500335,0.4564083,0.4631314,0.4689225,0.4844928,0.4948498,0.4999162,0.5064634,0.5121941,0.5170005,0.5254929,0.5297518,0.5370366,0.5487025,0.5532593,0.5586193,0.5624499,0.5721069,0.5802637,0.5834439,0.5908283,0.5983787,0.6018282,0.6058506,0.6103251,0.6198903,0.6444319,0.6679431,0.6793992,0.6946534,0.7027092,0.7169014,0.7624330,2020-04-06 19:05:00
shake_intensity,1,2020-04-06 15:40:00,0.8193747,0.8030675,0.4617059,1.3256767,0.4864411,1.2169045,0.5146996,1.0667813,0.5586658,0.8191577,0.3999919,0.4862772,0.5299760,0.5385819,0.5584156,0.5686879,0.5767530,0.5921222,0.6065475,0.6125905,0.6319594,0.6525849,0.6734173,0.6878749,0.6959665,0.7088229,0.7174189,0.7250153,0.7428065,0.7576610,0.7715679,0.7830155,0.8030672,0.8141202,0.8184044,0.8344801,0.8459662,0.8714136,0.9089283,0.9449845,0.9585537,0.9709811,1.0097955,1.0375195,1.0693981,1.1147872,1.1844807,1.2163031,1.2843535,1.4092855,1.6851477,2020-04-06 15:40:00
shake_intensity,1,2020-04-08 11:55:00,0.8640863,0.8354469,0.7298498,0.9834853,0.7603525,0.9834853,0.7848409,0.9604656,0.8110296,0.9030022,0.6747873,0.7297559,0.7373644,0.7599172,0.7769657,0.7842349,0.7901873,0.7940619,0.8068668,0.8134793,0.8158562,0.8186486,0.8251254,0.8318801,0.8362709,0.8435679,0.8494560,0.8565128,0.8597970,0.8659713,0.8672297,0.8706033,0.8758747,0.8859087,0.8892958,0.8917348,0.8948590,0.8986651,0.9024469,0.9054616,0.9106080,0.9160493,0.9221481,0.9283093,0.9333515,0.9470155,0.9536021,0.9602952,0.9723967,0.9817454,1.0401436,2020-04-08 11:55:00
shake_intensity,1,2020-04-07 23:55:00,0.5341927,0.543588,0.3643675,0.7645746,0.3536094,0.6766962,0.3920908,0.6310564,0.4796579,0.5978392,0.3133303,0.3641333,0.3883351,0.3954655,0.4010644,0.4086068,0.4196603,0.4315112,0.4490223,0.4608344,0.4676210,0.4762311,0.4822919,0.4885653,0.4972658,0.5007658,0.5053251,0.5095371,0.5150474,0.5197572,0.5263416,0.5343192,0.5435875,0.5475662,0.5569540,0.5611156,0.5665916,0.5706944,0.5772703,0.5820466,0.5871248,0.5963933,0.6011568,0.6203085,0.6276190,0.6397923,0.6560294,0.6837272,0.7247748,0.7584710,0.9313033,2020-04-07 23:55:00
shake_intensity,1,2020-04-06 19:45:00,0.5844725,0.6167102,0.4063804,0.7658693,0.4524223,0.7569037,0.4723065,0.7103350,0.4760026,0.6169420,0.3187380,0.4061049,0.4344931,0.4533065,0.4650901,0.4762679,0.4844243,0.4884471,0.4930921,0.4971280,0.5091693,0.5214522,0.5273062,0.5356282,0.5405330,0.5492426,0.5592695,0.5652268,0.5710935,0.5759324,0.5838968,0.5881174,0.5946264,0.6058937,0.6133838,0.6182623,0.6261370,0.6309823,0.6413105,0.6531708,0.6619640,0.6656899,0.6750111,0.6823180,0.6877131,0.6921471,0.7047467,0.7246791,0.7362981,0.7571279,0.8576518,2020-04-06 19:45:00
shake_intensity,1,2020-04-06 16:00:00,0.7260478,0.8045313,0.3628483,1.1151175,0.4386601,1.0291056,0.4663621,0.9113736,0.5205899,0.7441833,0.3628483,0.4380093,0.4556079,0.4828762,0.5135920,0.5235956,0.5470817,0.5530014,0.5584259,0.5744992,0.5915148,0.6060610,0.6177724,0.6285906,0.6440000,0.6525515,0.6559776,0.6707420,0.6851104,0.6919231,0.7025430,0.7098539,0.7158322,0.7348313,0.7400890,0.7628312,0.7749237,0.7899819,0.8007935,0.8058406,0.8274901,0.8459815,0.8673935,0.8984967,0.9047554,0.9430409,0.9769231,1.0127635,1.1023965,1.1824778,1.3667912,2020-04-06 16:00:00
shake_intensity,1,2020-04-08 14:15:00,0.7667466,0.8259392,0.6395255,0.8959517,0.6572543,0.8848683,0.6808644,0.8544465,0.7177594,0.8090391,0.6172163,0.6435193,0.6604585,0.6720053,0.6818019,0.6887834,0.6909641,0.7008710,0.7037065,0.7077516,0.7163276,0.7205097,0.7265438,0.7330823,0.7373497,0.7414429,0.7452311,0.7532449,0.7592968,0.7633084,0.7651994,0.7671149,0.7708233,0.7775969,0.7815592,0.7873048,0.7912355,0.7963271,0.7996484,0.8034095,0.8083661,0.8136538,0.8261160,0.8326400,0.8395517,0.8460315,0.8597144,0.8786974,0.8894532,0.8961323,0.9427521,2020-04-08 14:15:00
shake_intensity,1,2020-04-06 16:05:00,0.6839615,0.6687001,0.4374087,1.0177445,0.4310126,0.9295661,0.4699427,0.8646778,0.6133658,0.8050119,0.3531401,0.4308110,0.4563165,0.4697742,0.4852602,0.4919195,0.5072230,0.5280662,0.5412618,0.5518671,0.5735622,0.5931611,0.6136261,0.6205018,0.6293633,0.6370803,0.6438302,0.6539582,0.6623686,0.6687991,0.6733409,0.6807804,0.6858009,0.6929185,0.7072244,0.7139448,0.7236940,0.7408452,0.7517661,0.7587572,0.7801985,0.7883005,0.8056251,0.8226762,0.8515199,0.8644448,0.8890010,0.9228723,0.9847969,1.0083971,1.1890998,2020-04-06 16:05:00
shake_intensity,1,2020-04-06 20:45:00,0.4605496,0.4180135,0.2270816,0.7047100,0.2545519,0.6755157,0.2702973,0.5782938,0.3272793,0.4621282,0.1829340,0.2541208,0.2739730,0.2970512,0.3264589,0.3334267,0.3473133,0.3522162,0.3622351,0.3690076,0.3773041,0.3875289,0.3920861,0.3992049,0.4077312,0.4131945,0.4177746,0.4221657,0.4285522,0.4318487,0.4363019,0.4443534,0.4481304,0.4517402,0.4613145,0.4820435,0.4953513,0.5040105,0.5115916,0.5247513,0.5317661,0.5402754,0.5541675,0.5667927,0.5788915,0.6118321,0.6460876,0.6749727,0.6934623,0.7339120,0.8785327,2020-04-06 20:45:00
shake_intensity,1,2020-04-06 16:10:00,0.6925202,0.7042462,0.3740476,1.0072938,0.4490762,0.9721117,0.5026607,0.8850586,0.5693479,0.7423757,0.3250897,0.4236535,0.4665447,0.5015932,0.5121612,0.5296772,0.5452003,0.5590965,0.5703198,0.5773917,0.5880273,0.5924764,0.6057678,0.6106305,0.6158595,0.6202550,0.6242686,0.6355899,0.6383236,0.6470760,0.6542358,0.6642066,0.6772538,0.6901128,0.7042453,0.7126458,0.7230971,0.7347233,0.7487028,0.7643056,0.7919689,0.7968700,0.8271005,0.8468693,0.8599855,0.8799519,0.9078338,0.9632320,1.0028971,1.0612657,1.2619283,2020-04-06 16:10:00
shake_intensity,1,2020-04-08 10:00:00,0.991116,0.9344234,0.8498078,1.1593749,0.8634443,1.1271774,0.8827473,1.0955179,0.9061703,1.0089795,0.8249638,0.8629959,0.8761815,0.8835229,0.8909796,0.9006948,0.9068845,0.9105180,0.9155877,0.9246819,0.9336433,0.9372934,0.9426865,0.9477975,0.9509113,0.9540634,0.9576606,0.9642497,0.9681494,0.9769999,0.9824810,0.9903854,0.9941678,0.9949684,0.9991570,1.0041364,1.0093621,1.0157897,1.0242103,1.0329633,1.0395040,1.0457449,1.0609211,1.0808316,1.0920555,1.0964267,1.1069518,1.1234326,1.1445894,1.1779359,1.2076502,2020-04-08 10:00:00
shake_intensity,1,2020-04-09 15:00:00,0.7023243,0.7281298,0.3875144,1.0023208,0.4756673,0.9564502,0.5353132,0.9399619,0.5464986,0.7553222,0.3875144,0.4284210,0.4771259,0.4872417,0.5129263,0.5230104,0.5452544,0.5531259,0.5636019,0.5694396,0.5788734,0.5935540,0.6036683,0.6115524,0.6175322,0.6259752,0.6379867,0.6487728,0.6723175,0.6832182,0.6911754,0.7006910,0.7094221,0.7235581,0.7289538,0.7420588,0.7526125,0.7689951,0.7821577,0.7904074,0.7994438,0.8103291,0.8445375,0.8684331,0.8921804,0.9049214,0.9181067,0.9325120,0.9587437,1.0575774,1.1525669,2020-04-09 15:00:00
shake_intensity,1,2020-04-06 21:45:00,0.5423648,0.536855,0.3608309,0.7176113,0.4110023,0.7150352,0.4269367,0.6456766,0.4800692,0.5916164,0.3320718,0.3673009,0.4024445,0.4177322,0.4286243,0.4379827,0.4466789,0.4528442,0.4683517,0.4746633,0.4818703,0.4892345,0.4936592,0.4964793,0.5066172,0.5109477,0.5171144,0.5229628,0.5300445,0.5368557,0.5412144,0.5484765,0.5562468,0.5612733,0.5658137,0.5714555,0.5784025,0.5823328,0.5864242,0.5890478,0.5934668,0.6006790,0.6081232,0.6160495,0.6290300,0.6410427,0.6643782,0.6820321,0.7114921,0.7326836,0.7970759,2020-04-06 21:45:00
shake_intensity,1,2020-04-08 01:45:00,0.5396616,0.6032648,0.3228629,0.7427750,0.3371272,0.6891271,0.3794081,0.6602439,0.4633590,0.6208202,0.3228629,0.3432943,0.3600226,0.3805717,0.3857689,0.4007905,0.4094837,0.4287916,0.4354349,0.4438163,0.4531433,0.4571554,0.4684987,0.4808949,0.4900627,0.4939269,0.5052505,0.5181855,0.5276391,0.5354781,0.5454388,0.5537688,0.5603386,0.5640325,0.5684853,0.5844730,0.5940182,0.5994216,0.6046514,0.6104559,0.6123959,0.6197769,0.6285356,0.6406912,0.6489120,0.6606250,0.6860203,0.7007068,0.7400460,0.7722667,0.8264021,2020-04-08 01:45:00
shake_intensity,1,2020-04-06 16:15:00,0.6206737,0.4756208,0.2292770,0.9937119,0.3736704,0.9769041,0.3736704,0.8480551,0.4525006,0.6634120,0.2292770,0.3117326,0.3804113,0.3939524,0.4089356,0.4226827,0.4415143,0.4564036,0.4623616,0.4694582,0.4761122,0.4865395,0.5012726,0.5119529,0.5196056,0.5251968,0.5285607,0.5422273,0.5566517,0.5653706,0.5778258,0.5841140,0.5959528,0.6141056,0.6249107,0.6361193,0.6539355,0.6729990,0.6936579,0.7069953,0.7277794,0.7378954,0.7778356,0.8094685,0.8513132,0.8865202,0.9160634,0.9509841,0.9777445,1.0978748,1.2845725,2020-04-06 16:15:00
shake_intensity,1,2020-04-09 17:00:00,0.1802917,0.1381339,0.1167810,0.2910636,0.1167810,0.2528717,0.1239400,0.2279707,0.1376798,0.1879324,0.09196611,0.11735460,0.12175216,0.12549049,0.13002134,0.13544111,0.13816505,0.14072039,0.14293098,0.14593064,0.14875111,0.14991554,0.15321765,0.15487953,0.15590053,0.15680366,0.15889742,0.16183253,0.16350627,0.16469685,0.16850394,0.17176009,0.17546556,0.17924050,0.18278899,0.18583393,0.18980400,0.19636140,0.19971340,0.20319093,0.20741303,0.21289029,0.21671037,0.22154469,0.22778275,0.23420110,0.23899545,0.25305900,0.27633739,0.29112162,0.34150043,2020-04-09 17:00:00
shake_intensity,1,2020-04-08 12:00:00,0.8638331,0.9120622,0.7621194,0.9527366,0.7878885,0.9415571,0.7988004,0.9158542,0.8387265,0.9015576,0.7437774,0.7626506,0.7877331,0.7938946,0.8012353,0.8070243,0.8147611,0.8186372,0.8225118,0.8238857,0.8296258,0.8336549,0.8402390,0.8417796,0.8462724,0.8505381,0.8533666,0.8577018,0.8612452,0.8649171,0.8662260,0.8681454,0.8694731,0.8724626,0.8760340,0.8782412,0.8829081,0.8887440,0.8901832,0.8924929,0.8962365,0.8999226,0.9032300,0.9083103,0.9116330,0.9146244,0.9194361,0.9246282,0.9410840,0.9533270,1.0082296,2020-04-08 12:00:00
shake_intensity,1,2020-04-06 16:20:00,0.7112364,0.8141868,0.4947229,0.9553313,0.4947229,0.9030657,0.5424431,0.8448893,0.6167369,0.7648237,0.4321250,0.5075389,0.5263819,0.5458094,0.5522409,0.5678136,0.5799402,0.5934931,0.6067324,0.6221747,0.6295807,0.6343672,0.6400815,0.6466828,0.6539639,0.6596253,0.6752096,0.6809498,0.6911262,0.6948184,0.6999779,0.7043634,0.7127457,0.7184680,0.7290404,0.7356266,0.7430498,0.7474554,0.7600618,0.7742019,0.7793664,0.7869204,0.7981329,0.8141823,0.8307039,0.8617452,0.8888721,0.9187213,0.9347018,1.0042095,1.1211752,2020-04-06 16:20:00
shake_intensity,1,2020-04-06 22:00:00,0.5252445,0.3513515,0.3330718,0.7130896,0.3461980,0.6708066,0.4087855,0.6609407,0.4479814,0.5811709,0.3041680,0.3461747,0.3619553,0.3914258,0.4084755,0.4158681,0.4258507,0.4361272,0.4415529,0.4485339,0.4550280,0.4596334,0.4651501,0.4752342,0.4836284,0.4886526,0.4965265,0.5002483,0.5053477,0.5131972,0.5217924,0.5277080,0.5375781,0.5411124,0.5466509,0.5565743,0.5663550,0.5703589,0.5757692,0.5819867,0.5891333,0.5949840,0.6075713,0.6141366,0.6249023,0.6420271,0.6591821,0.6702232,0.6917143,0.7289963,0.7962090,2020-04-06 22:00:00
shake_intensity,1,2020-04-06 16:25:00,0.6504775,0.6754667,0.4010004,1.0048815,0.4010004,0.8924818,0.4379218,0.8081104,0.4760212,0.6833190,0.3359391,0.4109931,0.4266978,0.4409266,0.4613874,0.4758924,0.4893725,0.5028752,0.5112285,0.5175727,0.5273359,0.5443227,0.5545432,0.5578131,0.5665878,0.5764338,0.5866909,0.5981748,0.6044866,0.6106419,0.6215485,0.6401852,0.6592635,0.6659990,0.6766368,0.6827773,0.7070063,0.7210278,0.7299254,0.7393165,0.7558433,0.7650521,0.7776327,0.7871526,0.8019913,0.8270783,0.8645193,0.9037199,0.9292275,1.0422336,1.1846029,2020-04-06 16:25:00
shake_intensity,1,2020-04-08 14:25:00,0.7244876,0.6382926,0.5443950,0.9279261,0.5680425,0.8812549,0.5741982,0.8209340,0.706393,0.820934,0.4699659,0.5341874,0.5679432,0.5752198,0.5914867,0.6069251,0.6174291,0.6272392,0.6380633,0.6459477,0.6591287,0.6713017,0.6766855,0.6861135,0.6965241,0.7065065,0.7108821,0.7166618,0.7237216,0.7318988,0.7374835,0.7423460,0.7483720,0.7512524,0.7560019,0.7576323,0.7608479,0.7663011,0.7727919,0.7781445,0.7872976,0.7928421,0.7998206,0.8061215,0.8168210,0.8216042,0.8453827,0.8602229,0.8798533,0.9181298,0.9653685,2020-04-08 14:25:00
shake_intensity,1,2020-04-07,0.4934103,0.4523539,0.3211773,0.6823876,0.3304106,0.6546384,0.3500318,0.6159320,0.4523263,0.5881854,0.2543815,0.2968180,0.3323282,0.3475749,0.3561061,0.3730679,0.3817949,0.3951254,0.4082540,0.4151812,0.4196872,0.4298708,0.4352549,0.4523431,0.4576476,0.4630491,0.4653408,0.4701528,0.4781263,0.4832256,0.4888481,0.4958058,0.5039062,0.5108696,0.5176917,0.5249719,0.5378650,0.5480999,0.5564212,0.5612813,0.5654448,0.5733928,0.5774598,0.5888247,0.6076749,0.6139244,0.6263415,0.6390042,0.6549520,0.6748064,0.7672620,2020-04-07
shake_intensity,1,2020-04-06 16:30:00,0.5349199,0.5168743,0.2574286,0.7857610,0.2657181,0.7583226,0.3910813,0.7766999,0.4370534,0.6186420,0.2425264,0.2672792,0.2809448,0.3039305,0.3194053,0.3605203,0.3916615,0.4079269,0.4163873,0.4373574,0.4423935,0.4493246,0.4591345,0.4634674,0.4724279,0.4927318,0.4969596,0.5042107,0.5134878,0.5162721,0.5210180,0.5266117,0.5382138,0.5444827,0.5554654,0.5659210,0.5857745,0.5967508,0.6075816,0.6187972,0.6320276,0.6570093,0.6623943,0.6709129,0.7005774,0.7246127,0.7354528,0.7586107,0.7781973,0.7996030,1.0297993,2020-04-06 16:30:00
shake_intensity,1,2020-04-08 04:10:00,0.5235167,0.6233353,0.3230151,0.7315769,0.3539172,0.7205088,0.3722155,0.6735740,0.3794124,0.5549836,0.2872400,0.3247267,0.3521923,0.3661339,0.3757291,0.3818537,0.3942140,0.3985056,0.4073937,0.4123482,0.4257929,0.4312534,0.4408941,0.4514341,0.4623544,0.4738241,0.4887487,0.4998567,0.5095654,0.5179332,0.5237386,0.5300233,0.5358918,0.5433944,0.5524487,0.5642903,0.5751895,0.5834259,0.5918351,0.5968326,0.6117835,0.6239846,0.6311240,0.6453328,0.6574127,0.6676316,0.6895149,0.7117900,0.7168330,0.7320444,0.8104385,2020-04-08 04:10:00
shake_intensity,1,2020-04-08 10:05:00,0.9536812,0.9545235,0.8490175,1.0400860,0.8751573,1.0358488,0.8908147,1.0137266,0.9134452,0.9759758,0.8417659,0.8574082,0.8755702,0.8799768,0.8927759,0.8966628,0.9002504,0.9071508,0.9132627,0.9153736,0.9200513,0.9238263,0.9257825,0.9301309,0.9325675,0.9345514,0.9369305,0.9417948,0.9455220,0.9484055,0.9498580,0.9558945,0.9609570,0.9637493,0.9656384,0.9677890,0.9710162,0.9742087,0.9759125,0.9820502,0.9855296,0.9884796,0.9943100,0.9991301,1.0084937,1.0111380,1.0197578,1.0279736,1.0360223,1.0631478,1.1173125,2020-04-08 10:05:00
shake_intensity,1,2020-04-06 16:35:00,0.5945738,0.5978745,0.3049269,0.9441535,0.3049269,0.7493287,0.4252641,0.7215199,0.4952463,0.6714482,0.2287085,0.3244286,0.3760892,0.4241796,0.4371971,0.4504496,0.4648883,0.4712394,0.4753785,0.4881646,0.4973260,0.4987386,0.5135378,0.5173027,0.5251848,0.5336469,0.5421591,0.5531486,0.5604072,0.5723609,0.5837640,0.5911333,0.5992907,0.6095228,0.6200726,0.6308108,0.6399010,0.6555474,0.6612036,0.6679254,0.6736539,0.6901643,0.6971625,0.7069233,0.7130942,0.7208526,0.7460334,0.7798801,0.8872829,0.9846746,1.1093601,2020-04-06 16:35:00
