cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,time_end
buildings,1,2020-04-06 11:40:00,6.317744,6.367604,4.794369,7.552741,5.234347,7.386273,5.480104,7.069805,5.975291,6.757690,2020-04-06 11:40:00
buildings,1,2020-04-06 17:50:00,1.822861,1.224152,0.1265396,4.2717134,0.2089662,3.1134547,0.4456931,2.5705751,0.6737399,1.6906635,2020-04-06 17:50:00
buildings,1,2020-04-07 09:50:00,4.793192,4.059955,2.502016,7.245907,2.734818,6.473936,3.063103,5.999710,3.422361,5.191942,2020-04-07 09:50:00
buildings,1,2020-04-08 22:35:00,6.912397,6.220172,4.112355,9.494197,4.561940,9.284935,4.995383,8.625026,5.506732,7.563609,2020-04-08 22:35:00
buildings,1,2020-04-06 11:45:00,5.970737,5.928545,5.037386,6.976327,5.360140,6.976327,5.367167,6.581532,5.616978,6.214479,2020-04-06 11:45:00
buildings,1,2020-04-06 12:00:00,5.326743,5.340435,3.577458,6.971989,3.577458,6.422258,4.046211,6.294716,5.012131,6.158265,2020-04-06 12:00:00
buildings,1,2020-04-06 17:55:00,5.720467,5.029618,2.525492,9.924672,2.525492,8.477646,3.225627,7.663710,3.329064,5.699513,2020-04-06 17:55:00
buildings,1,2020-04-08 06:50:00,6.49012,5.97467,4.246363,9.828970,4.680925,8.849245,4.735671,7.677874,5.502999,6.951501,2020-04-08 06:50:00
buildings,1,2020-04-09 15:30:00,2.128738,2.056027,1.569001,2.819781,1.569001,2.599776,1.674013,2.479469,1.832762,2.242690,2020-04-09 15:30:00
buildings,1,2020-04-06 12:15:00,5.943331,5.502846,3.572392,8.386290,4.022304,8.098517,4.304915,7.287310,4.987616,6.514495,2020-04-06 12:15:00
buildings,1,2020-04-06 18:05:00,0.9188549,0.5708092,0.1357914,2.0772551,0.1886765,1.8417691,0.150636,1.363874,0.2999902,0.9215255,2020-04-06 18:05:00
buildings,1,2020-04-07 09:55:00,3.18778,3.010332,1.117814,5.871152,1.086177,4.810095,1.500471,4.554980,2.409781,3.958201,2020-04-07 09:55:00
buildings,1,2020-04-06 13:15:00,6.891196,6.189832, 3.864378,10.416275,4.621529,9.393838,4.817183,8.233510,5.856664,7.573432,2020-04-06 13:15:00
buildings,1,2020-04-06 14:05:00,4.898541,3.910441,2.614949,7.942294,2.730046,7.076394,3.277761,6.717556,3.468432,5.273022,2020-04-06 14:05:00
buildings,1,2020-04-06 19:05:00,8.840029,8.142503, 3.686937,14.550649, 5.017467,13.545191, 5.126639,11.239110,6.630065,9.929601,2020-04-06 19:05:00
buildings,1,2020-04-06 14:10:00,2.25117,1.677042,0.7799447,4.2895452,0.7953442,3.7418754,1.034875,3.570100,1.034875,2.264424,2020-04-06 14:10:00
buildings,1,2020-04-08 12:40:00,2.055184,1.938662,1.283427,2.945396,1.354502,2.762225,1.537749,2.628325,1.862798,2.421665,2020-04-08 12:40:00
buildings,1,2020-04-10 03:30:00,6.778611,5.336084, 3.539523,11.351417, 3.729242,10.263184,4.172589,9.273163,4.472520,6.781825,2020-04-10 03:30:00
buildings,1,2020-04-07 10:00:00,3.353258,2.865519,1.406457,5.678918,1.323629,5.039141,1.888825,4.807431,1.888825,3.467968,2020-04-07 10:00:00
buildings,1,2020-04-06 19:15:00,4.796044,4.33342,1.694379,9.105586,1.875838,8.102921,2.333430,6.853306,3.408188,5.602835,2020-04-06 19:15:00
buildings,1,2020-04-08 07:00:00,4.614967,4.592161,2.983342,6.506574,2.983342,6.160946,3.098312,5.660918,3.527395,4.983535,2020-04-08 07:00:00
buildings,1,2020-04-06 14:15:00,5.506565,5.498095,4.382760,6.816103,4.519295,6.555108,4.749876,6.220739,5.192382,5.919178,2020-04-06 14:15:00
buildings,1,2020-04-08 22:45:00,7.862609,7.658945, 5.104835,10.863920, 5.593495,10.563529,5.740702,9.587447,6.581400,8.622236,2020-04-08 22:45:00
buildings,1,2020-04-06 19:20:00,2.614534,1.979961,0.6026231,4.6873321,0.9362278,4.3375128,1.025061,3.768621,0.9565227,2.4238202,2020-04-06 19:20:00
buildings,1,2020-04-06 14:25:00,4.581099,4.382954,2.985675,6.232828,3.219279,5.873351,3.658329,5.785411,3.783816,4.921827,2020-04-06 14:25:00
buildings,1,2020-04-09 15:35:00,2.681481,2.451285,1.943518,3.549495,2.158974,3.564375,2.158974,3.224374,2.181219,2.736931,2020-04-09 15:35:00
buildings,1,2020-04-07 10:45:00,6.19482,5.408507,2.837808,9.632655,3.020127,8.678280,4.037817,8.371250,4.943553,7.176114,2020-04-07 10:45:00
buildings,1,2020-04-06 19:30:00,3.120793,2.547844,0.9863907,6.0376341,1.109743,5.388632,1.343972,4.448821,1.484378,2.908224,2020-04-06 19:30:00
buildings,1,2020-04-06 14:35:00,3.31836,3.667366,1.395313,5.289635,1.599274,4.810255,1.683442,4.213237,2.760120,3.950856,2020-04-06 14:35:00
buildings,1,2020-04-06 19:45:00,3.51068,3.389458,1.429708,5.308811,2.191659,5.308811,2.191659,4.635738,2.505206,3.616408,2020-04-06 19:45:00
buildings,1,2020-04-06 14:45:00,2.868559,2.432386,1.790660,4.964441,1.790660,4.301066,1.790660,3.693807,2.171347,3.109272,2020-04-06 14:45:00
buildings,1,2020-04-08 07:10:00,5.292031,5.050002,3.185390,7.858083,3.377750,7.248624,3.488816,6.435983,4.135085,5.702138,2020-04-08 07:10:00
buildings,1,2020-04-06 14:50:00,1.748232,1.616643,0.8720457,2.7627835,0.9601565,2.5774455,0.9601565,2.3308918,1.357306,2.041513,2020-04-06 14:50:00
buildings,1,2020-04-08 12:45:00,1.983734,1.932847,1.482463,2.741574,1.454838,2.506505,1.544482,2.336850,1.704057,2.133808,2020-04-08 12:45:00
buildings,1,2020-04-06 20:35:00,9.682758,8.701151, 2.74324,15.83878, 5.844675,15.838783, 5.844675,12.800154, 7.098487,10.222680,2020-04-06 20:35:00
buildings,1,2020-04-07 10:50:00,4.771572,4.372513,1.986116,7.555329,2.183666,6.732717,2.612514,6.117789,3.808534,5.506774,2020-04-07 10:50:00
buildings,1,2020-04-06 15:10:00,1.288435,0.9938675,0.3564128,2.7746772,0.3673787,2.1896642,0.3673787,1.7873074,0.614147,1.307417,2020-04-06 15:10:00
buildings,1,2020-04-06 20:45:00,1.930667,0.9190668,0.2159518,5.0968614,0.2366918,3.7810899,0.2159518,2.7371990,0.4874216,1.7086576,2020-04-06 20:45:00
buildings,1,2020-04-10 03:45:00,8.731464,8.487727, 4.087573,12.765865, 5.824677,12.765865, 5.933527,10.740728,7.194210,9.634506,2020-04-10 03:45:00
buildings,1,2020-04-06 15:30:00,1.745888,1.413589,0.5786321,3.1744559,0.5173124,2.6926706,0.6933228,2.3952251,1.043105,1.947401,2020-04-06 15:30:00
buildings,1,2020-04-07 11:05:00,4.961806,4.1716,2.398945,8.277856,2.483742,6.967076,2.696006,6.418489,3.722185,5.861001,2020-04-07 11:05:00
buildings,1,2020-04-08 22:55:00,5.933561,5.987801,4.197873,7.891729,4.206253,7.242604,4.716825,7.085883,5.391930,6.678774,2020-04-08 22:55:00
buildings,1,2020-04-06 15:40:00,1.611678,1.276974,0.679277,2.930701,0.679277,2.529491,0.7644186,2.1944579,0.936571,1.726868,2020-04-06 15:40:00
buildings,1,2020-04-08 07:25:00,5.84123,4.494939,3.093137,9.027025,3.586773,8.703400,3.940011,8.041365,3.989654,6.095636,2020-04-08 07:25:00
buildings,1,2020-04-06 21:35:00,3.777723,3.48516,0.6167113,7.4452867,0.6167113,6.1793233,1.034892,5.246535,2.138067,4.175057,2020-04-06 21:35:00
buildings,1,2020-04-06 15:45:00,2.320803,2.024162,1.254952,3.937285,1.304844,3.306146,1.386508,2.997406,1.664509,2.481298,2020-04-06 15:45:00
buildings,1,2020-04-06 21:45:00,8.612833,7.150621, 4.040851,14.097714, 4.859456,12.553343, 5.442112,11.627981,5.716533,9.162940,2020-04-06 21:45:00
buildings,1,2020-04-07 11:10:00,7.420178,7.385905, 3.707436,11.709953, 4.611805,10.799731,4.738005,9.348032,5.604698,8.112470,2020-04-07 11:10:00
buildings,1,2020-04-06 15:50:00,5.240581,4.259358,3.345066,7.780610,3.529418,7.274331,3.663075,6.386984,3.701960,5.309796,2020-04-06 15:50:00
buildings,1,2020-04-08 12:50:00,2.296633,2.180399,1.536152,3.122495,1.625932,2.892944,1.742358,2.759677,2.072547,2.601609,2020-04-08 12:50:00
buildings,1,2020-04-08 07:40:00,7.244953,6.770915, 3.936176,11.183175,4.565463,9.983564,4.565463,8.959017,5.797790,7.881856,2020-04-08 07:40:00
buildings,1,2020-04-09 15:40:00,3.003792,2.961534,2.226607,3.895827,2.226607,3.583152,2.344355,3.435550,2.667876,3.264132,2020-04-09 15:40:00
buildings,1,2020-04-06 22:00:00,6.035711,6.354916,2.699974,8.827669,3.605296,8.827669,3.904829,7.893393,5.154332,7.223873,2020-04-06 22:00:00
buildings,1,2020-04-06 15:55:00,3.844103,3.578102,1.968966,5.992329,2.387193,5.488760,2.575739,4.669410,3.301268,4.404953,2020-04-06 15:55:00
buildings,1,2020-04-06 16:00:00,2.110003,2.232894,0.6095955,3.4155269,0.8264704,3.1903108,1.263224,3.004841,1.712938,2.571489,2020-04-06 16:00:00
buildings,1,2020-04-06 22:15:00,9.681599,8.83972, 4.630509,15.436784, 5.174698,14.362916, 5.174698,11.685864, 6.708209,10.050942,2020-04-06 22:15:00
buildings,1,2020-04-08 23:05:00,4.57566,4.154686,2.682496,6.973254,2.78249,6.45413,2.981970,5.866169,3.402013,4.842147,2020-04-08 23:05:00
buildings,1,2020-04-06 16:05:00,2.073173,2.119033,0.9484128,3.3075504,1.325335,3.068510,1.475646,2.683632,1.878371,2.470098,2020-04-06 16:05:00
buildings,1,2020-04-07 11:30:00,8.294553,7.825846, 4.329511,13.006085, 4.908896,12.327840, 5.193039,10.573435,5.929057,8.674203,2020-04-07 11:30:00
buildings,1,2020-04-06 22:20:00,9.883389,9.111476, 5.69106,14.53773, 6.102909,13.819141, 7.044118,12.821207, 7.455203,10.383909,2020-04-06 22:20:00
buildings,1,2020-04-06 16:10:00,1.469164,1.138154,0.3811509,2.6734129,0.474693,2.426456,0.474693,2.012174,0.6268502,1.4450757,2020-04-06 16:10:00
buildings,1,2020-04-08 07:55:00,5.397746,4.825687,3.168379,7.976224,3.623388,7.484146,3.655505,6.654539,4.251118,5.742775,2020-04-08 07:55:00
buildings,1,2020-04-10 03:55:00,8.880116,8.899963, 5.528997,12.705203, 5.528997,11.232344, 6.483872,10.971121,7.516698,9.654885,2020-04-10 03:55:00
buildings,1,2020-04-06 16:15:00,1.689985,1.539248,0.8270688,2.8486269,0.9376617,2.5291424,1.072761,2.277932,1.103750,1.684522,2020-04-06 16:15:00
buildings,1,2020-04-08 12:55:00,2.011069,1.857386,1.125559,2.760870,1.362817,2.760870,1.390087,2.398945,1.682549,2.185717,2020-04-08 12:55:00
buildings,1,2020-04-06 22:25:00,6.375624,5.894105, 2.97455,10.45532,3.076540,9.447905,3.653822,8.399465,4.935440,7.471382,2020-04-06 22:25:00
buildings,1,2020-04-07 11:40:00,4.827683,4.909066,2.445335,7.063685,2.751011,6.624621,3.097593,6.087686,4.352366,5.837297,2020-04-07 11:40:00
buildings,1,2020-04-06 16:20:00,1.57991,1.416351,0.5401061,2.5086258,0.7164491,2.4229024,0.8931454,2.2911113,1.078871,1.805528,2020-04-06 16:20:00
buildings,1,2020-04-06 22:45:00,5.964332,5.308236, 2.490066,10.180201,3.040102,9.251143,3.628335,8.299910,4.095720,6.400754,2020-04-06 22:45:00
buildings,1,2020-04-07 11:50:00,6.425862,6.123939,4.38453,9.53910,4.384530,8.368416,4.623358,7.782545,5.331136,6.833880,2020-04-07 11:50:00
buildings,1,2020-04-06 23:35:00,5.570195,4.791392,1.938653,9.733775,2.420323,9.121617,2.720990,8.016611,3.797067,6.661253,2020-04-06 23:35:00
buildings,1,2020-04-09 00:20:00,7.718166,6.649699, 3.149317,12.175455, 4.540656,12.042989,4.284425,9.718223,6.045819,8.938960,2020-04-09 00:20:00
buildings,1,2020-04-09 15:45:00,2.575385,2.308225,1.645958,3.421792,1.928291,3.327701,1.978077,3.075886,2.197434,2.777679,2020-04-09 15:45:00
buildings,1,2020-04-08 08:15:00,6.447082,5.930455,4.053077,9.225475,4.005132,8.489505,4.231119,7.549328,5.035397,6.646770,2020-04-08 08:15:00
buildings,1,2020-04-06 23:40:00,5.674354,5.622289, 1.847615,10.299365,2.233492,9.133634,2.233492,7.349370,4.022230,6.192394,2020-04-06 23:40:00
buildings,1,2020-04-08 13:00:00,1.904383,1.749594,1.265955,2.768179,1.265955,2.518370,1.309759,2.334810,1.529513,1.999331,2020-04-08 13:00:00
buildings,1,2020-04-07 12:10:00,7.373119,6.944112, 4.827408,10.339149,4.803689,9.536077,5.444634,9.228244,5.611951,7.588996,2020-04-07 12:10:00
buildings,1,2020-04-07,2.102578,0.9633593,0.253716,4.944032,0.253716,3.893926,0.3518149,3.0305009,1.144044,2.719606,2020-04-07
buildings,1,2020-04-07 12:50:00,5.01291,4.101468,1.90862,8.12162,2.487652,7.737235,2.757364,6.869010,3.013101,5.221668,2020-04-07 12:50:00
buildings,1,2020-04-08 08:35:00,7.305445,7.128093,6.335962,8.261681,6.459810,8.038623,6.547049,7.800354,6.856918,7.535610,2020-04-08 08:35:00
buildings,1,2020-04-10 04:35:00,4.534782,4.450372,2.144533,6.704905,2.727681,6.658789,2.727681,5.740085,3.586466,5.138893,2020-04-10 04:35:00
buildings,1,2020-04-07 00:55:00,4.739116,3.969271,1.08212,9.52869,1.355247,8.567234,1.451275,6.569713,3.059563,5.591557,2020-04-07 00:55:00
buildings,1,2020-04-07 01:05:00,5.582188,5.283702,2.288117,9.556315,2.448757,8.705272,3.101912,7.932300,3.555756,6.050560,2020-04-07 01:05:00
buildings,1,2020-04-07 13:25:00,5.328485,4.924575,2.902895,8.471404,2.902895,7.302253,3.527278,6.882560,4.467644,6.176760,2020-04-07 13:25:00
buildings,1,2020-04-09 00:35:00,7.926665,6.965108, 4.861971,11.142437, 5.378496,10.590404, 5.955557,10.344423,6.389075,8.861229,2020-04-09 00:35:00
buildings,1,2020-04-08 13:05:00,1.799181,1.65578,1.239023,2.485494,1.239023,2.282800,1.380538,2.169530,1.518071,1.959364,2020-04-08 13:05:00
buildings,1,2020-04-07 01:10:00,3.295163,3.313595,1.276495,5.563557,1.386992,5.102370,1.567389,4.479185,2.524067,4.002089,2020-04-07 01:10:00
buildings,1,2020-04-09 15:50:00,2.421026,2.379045,1.632713,3.387576,1.632713,3.143883,1.777769,2.939310,1.941449,2.492547,2020-04-09 15:50:00
buildings,1,2020-04-08 08:40:00,6.907241,6.945152,6.352744,7.551197,6.36815,7.43629,6.361867,7.193948,6.719887,7.112634,2020-04-08 08:40:00
buildings,1,2020-04-07 13:50:00,6.78774,6.454526,3.323084,9.972523,3.813025,9.578997,4.584304,9.055120,5.376001,7.488992,2020-04-07 13:50:00
buildings,1,2020-04-07 01:15:00,7.757947,6.698927, 3.110564,12.587794, 3.691648,11.381564, 4.91482,10.96325,5.544618,8.318266,2020-04-07 01:15:00
buildings,1,2020-04-07 14:10:00,5.647462,4.969342,3.091470,9.423616,3.221491,8.442329,3.241788,7.349936,4.510324,6.584594,2020-04-07 14:10:00
buildings,1,2020-04-07 01:35:00,8.367388,7.391697, 4.228928,12.719462, 4.889085,12.430949, 4.889085,10.905758,6.506072,9.343434,2020-04-07 01:35:00
buildings,1,2020-04-10 05:35:00,4.390893,4.350012,1.983865,7.312687,2.222449,6.574581,2.511520,5.867431,3.293009,5.017339,2020-04-10 05:35:00
buildings,1,2020-04-08 08:45:00,6.890979,7.041693,6.490852,7.430463,6.490852,7.226982,6.570109,7.188964,6.695359,7.069261,2020-04-08 08:45:00
buildings,1,2020-04-08 13:10:00,2.612135,2.584386,1.841321,3.549726,1.841321,3.383141,1.898891,3.088105,2.361560,3.014916,2020-04-08 13:10:00
buildings,1,2020-04-07 01:50:00,9.255822,8.548362, 4.803886,14.097383, 5.565712,13.073516, 6.335212,12.395914, 7.246351,10.130658,2020-04-07 01:50:00
buildings,1,2020-04-09 00:45:00,8.711497,8.706534, 5.413283,12.307678, 5.878105,11.941478, 5.890275,10.620180,7.219313,9.610442,2020-04-09 00:45:00
buildings,1,2020-04-07 14:15:00,3.568926,3.145868,1.873289,5.767712,1.840240,5.032621,2.191529,4.827401,2.842263,4.260724,2020-04-07 14:15:00
buildings,1,2020-04-07 02:00:00,3.494115,2.473719,1.059673,6.473772,1.299909,6.060756,1.299909,4.863789,1.745563,3.538570,2020-04-07 02:00:00
buildings,1,2020-04-07 14:25:00,5.452469,5.238023,3.500055,8.021252,3.500055,7.309792,3.851514,6.696475,4.300098,5.822274,2020-04-07 14:25:00
buildings,1,2020-04-08 08:50:00,6.173057,5.990693,5.649564,6.643216,5.737789,6.587980,5.858364,6.508265,5.918741,6.285507,2020-04-08 08:50:00
buildings,1,2020-04-07 02:45:00,6.528898,5.543852, 2.988441,11.237703, 2.988441,10.068262,3.717697,8.920759,4.641295,7.028311,2020-04-07 02:45:00
buildings,1,2020-04-09 15:55:00,2.2862,2.118493,1.820535,3.042280,1.767199,2.785330,1.894679,2.681014,2.058290,2.479774,2020-04-09 15:55:00
buildings,1,2020-04-08 13:15:00,2.079532,1.969036,1.473735,2.813070,1.451546,2.605170,1.501074,2.454661,1.730902,2.210179,2020-04-08 13:15:00
buildings,1,2020-04-07 02:50:00,8.617776,8.361806, 4.32096,12.63131, 5.141238,11.681697, 5.62584,10.83850,6.750088,9.380152,2020-04-07 02:50:00
buildings,1,2020-04-07 15:20:00,3.895049,3.205619,1.910632,6.442678,1.910632,5.802256,2.001577,4.974620,2.501473,4.028313,2020-04-07 15:20:00
buildings,1,2020-04-07 02:55:00,4.47853,4.242358,1.651670,7.276185,1.877353,6.830517,2.495395,6.601336,3.508826,5.530366,2020-04-07 02:55:00
buildings,1,2020-04-09 01:25:00,5.583574,5.144592,2.979562,8.918697,3.117881,7.808528,3.731150,7.229018,4.094960,5.864425,2020-04-09 01:25:00
buildings,1,2020-04-08 08:55:00,6.541865,6.472882,6.054031,7.096041,6.057424,6.974024,6.200002,6.949280,6.390956,6.812045,2020-04-08 08:55:00
buildings,1,2020-04-07 16:00:00,7.12535,6.230363, 3.759102,11.491394,3.759102,9.855315,4.295112,9.072109,4.923830,7.495776,2020-04-07 16:00:00
buildings,1,2020-04-07 03:15:00,4.549012,4.216966,1.189094,8.105496,1.433570,7.129578,2.258444,6.676326,2.929347,5.114417,2020-04-07 03:15:00
buildings,1,2020-04-10 05:45:00,5.131436,5.096736,3.052928,7.692848,3.399320,7.124507,3.436448,6.222426,4.140546,5.661523,2020-04-10 05:45:00
