loc,cat,dateHour,maxMAP,maxCIR,CIRatMaxMAP
4,shake_intensity,2020-04-08 19:00:00,3.65,3.16,3.04
4,shake_intensity,2020-04-08 22:00:00,2.34,3.29,3.29
4,shake_intensity,2020-04-08 23:00:00,1.24,2.6,2.6
4,shake_intensity,2020-04-09 06:00:00,0.92,2.34,2.34
4,shake_intensity,2020-04-09 08:00:00,0.75,1.87,1.87
4,shake_intensity,2020-04-09 10:00:00,0.59,1.46,1.46
4,shake_intensity,2020-04-09 12:00:00,0.47,1.6,1.6
4,shake_intensity,2020-04-09 15:00:00,5.2,2.55,1
4,shake_intensity,2020-04-09 16:00:00,5.21,1.56,1.27
4,shake_intensity,2020-04-09 17:00:00,5.35,1.84,1.51
4,shake_intensity,2020-04-09 18:00:00,5.44,2.19,1.47
4,shake_intensity,2020-04-09 19:00:00,5.02,2.21,2.14
4,shake_intensity,2020-04-09 20:00:00,4.98,2.94,2.94
4,shake_intensity,2020-04-09 21:00:00,5.09,3.75,3.41
4,shake_intensity,2020-04-09 22:00:00,4.88,4.21,4.21
4,shake_intensity,2020-04-09 23:00:00,4.34,2.51,2.51
4,shake_intensity,2020-04-10 00:00:00,4.56,3.48,3.48
4,shake_intensity,2020-04-10 03:00:00,2.11,2.98,2.98
4,shake_intensity,2020-04-10 15:00:00,0.85,1.16,1.16
4,shake_intensity,2020-04-10 18:00:00,0.67,1.52,1.52
4,shake_intensity,2020-04-10 23:00:00,0.52,1.42,1.42
5,shake_intensity,2020-04-06 14:00:00,0.89,0.9,0.9
5,shake_intensity,2020-04-06 15:00:00,0.74,0.79,0.62
5,shake_intensity,2020-04-06 16:00:00,0.55,0.59,0.43
5,shake_intensity,2020-04-06 17:00:00,0.47,0.39,0.18
5,shake_intensity,2020-04-06 18:00:00,0.4,0.28,0.255
5,shake_intensity,2020-04-06 19:00:00,0.44,0.25,0.24
5,shake_intensity,2020-04-06 20:00:00,0.43,0.36,0.17
5,shake_intensity,2020-04-06 21:00:00,0.43,0.25,0.25
5,shake_intensity,2020-04-06 22:00:00,0.4,0.23,0.225
5,shake_intensity,2020-04-07 00:00:00,0.43,0.24,0.24
5,shake_intensity,2020-04-07 01:00:00,0.41,0.2,0.2
5,shake_intensity,2020-04-07 03:00:00,0.43,0.29,0.29
5,shake_intensity,2020-04-07 05:00:00,0.4,0.21,0.205
5,shake_intensity,2020-04-07 07:00:00,0.4,0.22,0.22
5,shake_intensity,2020-04-07 08:00:00,0.37,0.28,0.28
5,shake_intensity,2020-04-07 09:00:00,0.43,0.35,0.35
5,shake_intensity,2020-04-07 13:00:00,0.4,0.21,0.21
5,shake_intensity,2020-04-07 15:00:00,0.45,0.41,0.41
5,shake_intensity,2020-04-07 17:00:00,0.41,0.22,0.22
5,shake_intensity,2020-04-07 20:00:00,0.43,0.28,0.28
5,shake_intensity,2020-04-07 23:00:00,0.44,0.29,0.29
5,shake_intensity,2020-04-08 00:00:00,0.4,0.31,0.275
5,shake_intensity,2020-04-08 01:00:00,0.4,0.24,0.24
5,shake_intensity,2020-04-08 04:00:00,0.4,0.26,0.26
5,shake_intensity,2020-04-08 05:00:00,0.43,0.27,0.27
5,shake_intensity,2020-04-08 06:00:00,0.38,0.26,0.26
5,shake_intensity,2020-04-08 08:00:00,0.94,0.4,0.31
5,shake_intensity,2020-04-08 09:00:00,1,0.36,0.36
5,shake_intensity,2020-04-08 10:00:00,0.96,0.26,0.25
5,shake_intensity,2020-04-08 11:00:00,0.83,0.32,0.18
5,shake_intensity,2020-04-08 12:00:00,0.79,0.38,0.25
5,shake_intensity,2020-04-08 13:00:00,0.78,0.34,0.25
5,shake_intensity,2020-04-08 14:00:00,0.72,0.49,0.295
5,shake_intensity,2020-04-08 15:00:00,0.66,0.41,0.41
5,shake_intensity,2020-04-08 16:00:00,0.71,0.48,0.3
5,shake_intensity,2020-04-08 17:00:00,0.6,0.43,0.43
5,shake_intensity,2020-04-08 19:00:00,0.64,0.45,0.41
5,shake_intensity,2020-04-08 20:00:00,0.51,0.63,0.63
5,shake_intensity,2020-04-09 01:00:00,0.58,0.69,0.69
5,shake_intensity,2020-04-09 05:00:00,0.62,0.67,0.61
5,shake_intensity,2020-04-09 11:00:00,0.56,0.89,0.89
5,shake_intensity,2020-04-09 14:00:00,0.61,0.69,0.69
5,shake_intensity,2020-04-09 15:00:00,0.51,0.76,0.76
5,shake_intensity,2020-04-09 16:00:00,0.39,0.24,0.225
5,shake_intensity,2020-04-09 17:00:00,0.39,0.23,0.19
5,shake_intensity,2020-04-09 18:00:00,0.33,0.25,0.25
5,shake_intensity,2020-04-09 19:00:00,0.3,0.26,0.225
5,shake_intensity,2020-04-09 20:00:00,0.31,0.27,0.27
5,shake_intensity,2020-04-09 21:00:00,0.28,0.3,0.3
5,shake_intensity,2020-04-09 22:00:00,0.3,0.31,0.31
5,shake_intensity,2020-04-10 00:00:00,0.31,0.28,0.26
5,shake_intensity,2020-04-10 01:00:00,0.29,0.4,0.4
5,shake_intensity,2020-04-10 02:00:00,0.33,0.35,0.35
5,shake_intensity,2020-04-10 03:00:00,0.36,0.34,0.34
5,shake_intensity,2020-04-10 05:00:00,0.32,0.38,0.38
5,shake_intensity,2020-04-10 07:00:00,0.37,0.49,0.49
5,shake_intensity,2020-04-10 08:00:00,0.38,0.61,0.42
5,shake_intensity,2020-04-10 09:00:00,0.32,0.47,0.47
5,shake_intensity,2020-04-10 10:00:00,0.37,0.53,0.53
5,shake_intensity,2020-04-10 11:00:00,0.39,0.39,0.39
5,shake_intensity,2020-04-10 12:00:00,0.32,0.46,0.46
5,shake_intensity,2020-04-10 15:00:00,0.37,0.48,0.48
5,shake_intensity,2020-04-10 16:00:00,0.35,0.36,0.36
5,shake_intensity,2020-04-10 20:00:00,0.39,0.38,0.38
5,shake_intensity,2020-04-10 21:00:00,0.32,0.57,0.57
5,shake_intensity,2020-04-10 22:00:00,0.37,0.55,0.52
5,shake_intensity,2020-04-10 23:00:00,0.34,0.41,0.41
6,shake_intensity,2020-04-06 02:00:00,1,0.94,0.94
6,shake_intensity,2020-04-06 03:00:00,0.8,1.12,1.12
6,shake_intensity,2020-04-06 04:00:00,0.66,1.34,1.34
6,shake_intensity,2020-04-06 05:00:00,0.84,1.13,1.05
6,shake_intensity,2020-04-06 06:00:00,0.83,0.83,0.77
6,shake_intensity,2020-04-06 07:00:00,0.72,0.83,0.83
6,shake_intensity,2020-04-06 08:00:00,0.65,0.72,0.72
6,shake_intensity,2020-04-06 09:00:00,0.69,0.53,0.53
6,shake_intensity,2020-04-06 11:00:00,0.71,0.56,0.56
6,shake_intensity,2020-04-06 12:00:00,0.76,0.67,0.57
6,shake_intensity,2020-04-06 13:00:00,0.71,0.56,0.56
6,shake_intensity,2020-04-06 14:00:00,0.69,0.54,0.35
6,shake_intensity,2020-04-06 15:00:00,0.71,0.51,0.51
6,shake_intensity,2020-04-06 16:00:00,0.53,0.32,0.24
6,shake_intensity,2020-04-06 17:00:00,0.34,0.26,0.183333333333333
6,shake_intensity,2020-04-06 18:00:00,0.37,0.27,0.19
6,shake_intensity,2020-04-06 19:00:00,0.32,0.21,0.176666666666667
6,shake_intensity,2020-04-06 20:00:00,0.34,0.15,0.14
6,shake_intensity,2020-04-06 21:00:00,0.31,0.21,0.17
6,shake_intensity,2020-04-06 22:00:00,0.33,0.32,0.11
6,shake_intensity,2020-04-07 00:00:00,0.35,0.33,0.16
6,shake_intensity,2020-04-07 01:00:00,0.3,0.36,0.175
6,shake_intensity,2020-04-07 02:00:00,0.32,0.1,0.1
6,shake_intensity,2020-04-07 03:00:00,0.3,0.39,0.18
6,shake_intensity,2020-04-07 04:00:00,0.25,0.38,0.38
6,shake_intensity,2020-04-07 07:00:00,0.31,0.14,0.14
6,shake_intensity,2020-04-07 08:00:00,0.29,0.38,0.38
6,shake_intensity,2020-04-07 09:00:00,0.35,0.32,0.26
6,shake_intensity,2020-04-07 11:00:00,0.34,0.25,0.25
6,shake_intensity,2020-04-07 12:00:00,0.36,0.28,0.225
6,shake_intensity,2020-04-07 13:00:00,0.42,0.61,0.61
6,shake_intensity,2020-04-07 14:00:00,0.47,0.76,0.76
6,shake_intensity,2020-04-07 15:00:00,0.37,0.15,0.15
6,shake_intensity,2020-04-07 16:00:00,0.4,0.64,0.64
6,shake_intensity,2020-04-07 17:00:00,0.44,0.27,0.27
6,shake_intensity,2020-04-07 19:00:00,0.41,0.49,0.49
6,shake_intensity,2020-04-07 20:00:00,0.45,0.49,0.49
6,shake_intensity,2020-04-07 23:00:00,0.42,0.32,0.32
6,shake_intensity,2020-04-08 00:00:00,0.44,0.36,0.33
6,shake_intensity,2020-04-08 02:00:00,0.39,0.22,0.22
6,shake_intensity,2020-04-08 03:00:00,0.57,0.54,0.54
6,shake_intensity,2020-04-08 05:00:00,0.41,0.3,0.3
6,shake_intensity,2020-04-08 06:00:00,0.46,0.44,0.44
6,shake_intensity,2020-04-08 08:00:00,2.01,1.27,0.48
6,shake_intensity,2020-04-08 09:00:00,2.26,0.62,0.62
6,shake_intensity,2020-04-08 10:00:00,2.04,0.68,0.59
6,shake_intensity,2020-04-08 11:00:00,1.25,0.6,0.55
6,shake_intensity,2020-04-08 12:00:00,1.16,0.68,0.55
6,shake_intensity,2020-04-08 13:00:00,1.11,0.66,0.57
6,shake_intensity,2020-04-08 14:00:00,1.07,0.92,0.81
6,shake_intensity,2020-04-08 15:00:00,1.27,1.12,1.12
6,shake_intensity,2020-04-08 16:00:00,1.08,0.99,0.985
6,shake_intensity,2020-04-08 17:00:00,1.05,1.15,1.15
6,shake_intensity,2020-04-08 18:00:00,0.77,1.14,0.94
6,shake_intensity,2020-04-08 19:00:00,0.65,0.96,0.96
6,shake_intensity,2020-04-08 20:00:00,0.68,1.07,1.07
6,shake_intensity,2020-04-08 21:00:00,0.69,0.84,0.72
6,shake_intensity,2020-04-08 22:00:00,0.49,0.73,0.61
6,shake_intensity,2020-04-08 23:00:00,0.48,0.74,0.74
6,shake_intensity,2020-04-09 00:00:00,0.45,0.82,0.82
6,shake_intensity,2020-04-09 01:00:00,0.4,1.02,0.61
6,shake_intensity,2020-04-09 02:00:00,0.55,0.87,0.87
6,shake_intensity,2020-04-09 03:00:00,0.54,1.1,0.78
6,shake_intensity,2020-04-09 05:00:00,0.55,1.06,1.06
6,shake_intensity,2020-04-09 06:00:00,0.6,1.12,1.12
6,shake_intensity,2020-04-09 08:00:00,0.55,0.91,0.91
6,shake_intensity,2020-04-09 09:00:00,0.58,0.84,0.7
6,shake_intensity,2020-04-09 10:00:00,0.52,0.87,0.87
6,shake_intensity,2020-04-09 11:00:00,0.37,0.81,0.81
6,shake_intensity,2020-04-09 12:00:00,0.66,0.98,0.87
6,shake_intensity,2020-04-09 13:00:00,0.53,0.88,0.88
6,shake_intensity,2020-04-09 14:00:00,0.53,0.94,0.8
6,shake_intensity,2020-04-09 15:00:00,1.1,0.8,0.64
6,shake_intensity,2020-04-09 16:00:00,1,0.43,0.32
6,shake_intensity,2020-04-09 17:00:00,1.03,0.53,0.49
6,shake_intensity,2020-04-09 18:00:00,1.02,0.66,0.565
6,shake_intensity,2020-04-09 19:00:00,1,0.78,0.59
