cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,time_end
medical,1,2020-04-06 10:25:00,5.63227,5.698696,3.569146,7.531534,4.395334,7.531534,4.460092,6.711470,4.980907,6.199365,2020-04-06 10:25:00
medical,1,2020-04-10 02:40:00,3.225782,3.121876,1.738804,4.536830,1.983589,4.301043,2.100876,3.964361,2.825214,3.821164,2020-04-10 02:40:00
medical,1,2020-04-06 17:30:00,1.067703,0.7864877,0.2616457,1.9320265,0.4456539,1.8256435,0.4635548,1.4896956,0.4616621,1.0030597,2020-04-06 17:30:00
medical,1,2020-04-06 10:45:00,5.509839,5.701043,3.041984,7.662459,3.557724,7.454960,3.557724,6.798327,4.663069,6.553479,2020-04-06 10:45:00
medical,1,2020-04-06 11:15:00,6.315055,6.222291,4.358358,9.397425,4.513022,8.520325,4.819715,7.730601,5.158950,6.497988,2020-04-06 11:15:00
medical,1,2020-04-07 09:20:00,6.57483,5.909018, 3.795716,10.334989,3.795716,9.191617,4.401673,8.668032,4.988173,7.160981,2020-04-07 09:20:00
medical,1,2020-04-08 12:35:00,2.830392,2.807383,2.120954,3.519063,2.279543,3.467298,2.334357,3.250585,2.534439,2.994585,2020-04-08 12:35:00
medical,1,2020-04-06 17:40:00,1.81507,1.516828,0.802761,3.179921,0.987852,2.992823,0.987852,2.430766,1.095964,1.815648,2020-04-06 17:40:00
medical,1,2020-04-08 06:45:00,5.510008,5.239355,3.556332,7.372267,3.866036,7.188657,3.754114,6.473668,4.737953,6.044131,2020-04-08 06:45:00
medical,1,2020-04-06 11:30:00,5.237178,5.000014,3.933252,7.115763,3.873344,6.308421,4.182834,6.133206,4.782690,5.668175,2020-04-06 11:30:00
medical,1,2020-04-09 09:30:00,6.682631,6.424855,3.757711,9.761593,4.294518,9.200061,4.312929,8.207234,5.262503,7.332979,2020-04-09 09:30:00
medical,1,2020-04-06 17:45:00,6.255747,4.298654, 2.581709,11.009583,2.581709,9.761475,3.008557,8.470228,3.936929,6.855458,2020-04-06 17:45:00
medical,1,2020-04-08 22:35:00,4.667611,4.460443,2.939671,5.937797,3.396983,5.937797,3.799796,5.807966,4.129592,5.141145,2020-04-08 22:35:00
medical,1,2020-04-06 11:40:00,5.725216,5.401489,4.214436,7.481839,4.391582,7.014021,4.736890,6.784228,5.134494,6.222320,2020-04-06 11:40:00
medical,1,2020-04-06 17:50:00,3.092626,2.896552,1.356464,5.109083,1.463039,4.652450,1.551806,4.007396,2.173944,3.509047,2020-04-06 17:50:00
medical,1,2020-04-07 09:50:00,9.194911,7.798453, 4.349496,15.215219, 5.077848,14.336007, 5.811704,12.897821,6.506338,9.384737,2020-04-07 09:50:00
medical,1,2020-04-06 11:45:00,4.334809,4.292302,2.509917,6.676559,2.509917,5.944332,2.714301,5.397553,3.153559,4.589507,2020-04-06 11:45:00
medical,1,2020-04-06 12:00:00,5.19714,5.049604,3.641846,6.880383,3.641846,6.263867,4.058238,6.101045,4.419649,5.470384,2020-04-06 12:00:00
medical,1,2020-04-06 17:55:00,1.840428,1.368647,0.1095383,3.6294592,0.2023171,3.1854230,0.7518145,3.1854230,0.7817406,2.1245441,2020-04-06 17:55:00
medical,11,2020-04-06 02:05:00,3.935424,3.33273,1.218444,6.350722,1.729312,6.060495,2.034189,5.601381,2.371077,4.317448,2020-04-06 02:05:00
medical,1,2020-04-10 14:20:00,5.685529,4.723329,3.099727,8.985520,3.407745,8.338691,3.305220,7.020768,4.304463,6.334122,2020-04-10 14:20:00
medical,11,2020-04-06 02:25:00,6.335897,6.723517,3.898859,8.548454,4.05128,7.91413,4.775785,7.838771,5.516179,7.167398,2020-04-06 02:25:00
medical,1,2020-04-08 06:50:00,5.481493,5.223223,3.480294,7.558074,3.626763,6.978681,4.184596,6.830845,4.458827,5.821135,2020-04-08 06:50:00
medical,1,2020-04-06 12:15:00,5.702232,5.549865,4.193469,7.121437,4.311922,6.848933,4.732931,6.690734,5.047485,6.025718,2020-04-06 12:15:00
medical,11,2020-04-06 02:45:00,7.816445,7.043597, 4.495097,12.160990, 4.740448,10.409594,5.644433,9.670403,6.488458,8.330598,2020-04-06 02:45:00
medical,11,2020-04-06 02:50:00,5.48906,5.574712,2.676783,7.840672,3.370559,7.840672,3.370559,7.009928,4.731851,6.611300,2020-04-06 02:50:00
medical,1,2020-04-07 09:55:00,7.074395,7.540722, 4.391192,10.353171,4.621033,9.754083,4.894981,8.757995,5.500263,7.714924,2020-04-07 09:55:00
medical,11,2020-04-06 02:55:00,5.945371,6.3122,3.917462,8.055077,4.412551,7.630310,4.826548,7.327518,5.770978,7.055566,2020-04-06 02:55:00
medical,1,2020-04-06 18:05:00,1.164475,1.100188,0.08477045,2.31772565,0.08477045,1.92577494,0.1447651,1.6892956,0.8014107,1.5816547,2020-04-06 18:05:00
medical,11,2020-04-06 03:00:00,4.740081,4.752562,2.275700,7.068859,2.924916,7.068859,3.062060,6.180876,3.894698,5.306610,2020-04-06 03:00:00
medical,1,2020-04-09 15:30:00,3.483258,3.604991,2.563416,4.160214,2.760948,4.094441,2.996305,4.058922,3.334993,3.899157,2020-04-09 15:30:00
medical,11,2020-04-06 04:00:00,5.537128,5.563646,2.845885,8.201235,2.993742,7.504557,3.834391,6.902144,4.141222,5.817689,2020-04-06 04:00:00
medical,1,2020-04-06 13:15:00,5.968459,5.877682,4.679583,7.300374,5.119250,7.286951,5.168243,6.696126,5.525904,6.271557,2020-04-06 13:15:00
medical,11,2020-04-06 18:05:00,2.929856,3.048577,2.126538,3.803542,2.126538,3.518216,2.399926,3.433497,2.813907,3.433497,2020-04-06 18:05:00
medical,11,2020-04-06 05:25:00,3.22702,2.664629,0.7955704,5.9562594,0.7955704,5.2510226,1.098893,4.724384,1.292799,3.238048,2020-04-06 05:25:00
medical,1,2020-04-08 12:40:00,2.832767,2.79646,1.918156,3.747673,2.091150,3.682456,2.098280,3.382462,2.426084,3.046135,2020-04-08 12:40:00
medical,1,2020-04-09 18:15:00,3.363866,3.328887,2.105637,4.500022,2.439102,4.383417,2.494243,4.065665,2.942619,3.684075,2020-04-09 18:15:00
medical,11,2020-04-06 06:10:00,5.255826,5.183993,3.011208,7.806633,3.263012,7.223343,3.488168,6.453596,4.476952,5.852758,2020-04-06 06:10:00
medical,1,2020-04-06 14:05:00,6.88871,6.149833, 4.181145,10.164435,4.701090,9.689735,4.922127,8.732794,5.416300,7.231092,2020-04-06 14:05:00
medical,1,2020-04-06 19:05:00,4.160401,3.046624,1.479909,7.754451,1.309415,6.804753,1.525410,5.661307,2.400763,4.602742,2020-04-06 19:05:00
medical,11,2020-04-06 07:25:00,3.594115,3.604967,2.076010,5.897618,2.076010,5.249675,2.07601,4.58833,2.703344,4.133092,2020-04-06 07:25:00
medical,11,2020-04-06 18:10:00,2.935909,2.786068,2.137793,3.893634,2.139301,3.629008,2.309040,3.516276,2.425984,3.016553,2020-04-06 18:10:00
medical,11,2020-04-06 08:15:00,5.639253,5.311457,3.061008,8.024031,3.924050,7.877381,3.924050,6.968999,4.606044,6.267926,2020-04-06 08:15:00
medical,1,2020-04-07 10:00:00,7.54847,6.825092, 4.544511,11.197110, 4.65615,10.10906,5.580962,9.444279,5.991499,7.842176,2020-04-07 10:00:00
medical,1,2020-04-06 14:10:00,6.448401,6.314391,4.036773,8.213175,4.697055,8.213175,4.946538,7.796488,5.576868,7.014851,2020-04-06 14:10:00
medical,11,2020-04-07 12:25:00,3.540622,3.340677,1.815440,5.598313,1.996404,5.037840,1.869532,4.350150,2.621081,3.762732,2020-04-07 12:25:00
medical,1,2020-04-06 19:15:00,7.320261,6.85879, 3.757291,12.763504, 3.972605,10.868864,3.757291,9.267439,5.588704,8.517440,2020-04-06 19:15:00
medical,11,2020-04-06 09:10:00,2.640999,2.19342,0.2667663,4.9969570,0.3771594,4.4964014,1.001057,4.452267,1.636282,3.416208,2020-04-06 09:10:00
medical,1,2020-04-08 22:45:00,5.77444,5.609379,4.365240,7.617629,4.322057,7.013766,4.757314,6.750395,5.272135,6.300520,2020-04-08 22:45:00
medical,1,2020-04-10 03:30:00,3.777717,3.749434,2.127558,5.489214,2.206448,5.064702,2.587022,4.724175,2.872743,4.026532,2020-04-10 03:30:00
medical,11,2020-04-06 18:25:00,2.726702,2.771596,1.758392,3.759501,1.878923,3.575341,2.147473,3.532475,2.171928,2.882018,2020-04-06 18:25:00
medical,1,2020-04-06 14:15:00,6.406171,6.681613,4.924933,7.967560,4.924933,7.463676,5.154044,7.089590,6.028266,7.076485,2020-04-06 14:15:00
medical,11,2020-04-06 11:00:00,4.261212,3.817237,1.937962,6.819861,2.187665,6.309030,2.544074,5.715779,3.032537,4.603247,2020-04-06 11:00:00
medical,1,2020-04-08 07:00:00,5.732595,5.546426,3.423404,7.908190,3.732817,7.301695,4.533031,7.136011,4.808540,6.097924,2020-04-08 07:00:00
medical,1,2020-04-09 09:45:00,5.93852,5.366159,4.020458,8.057938,4.123979,7.550990,4.630083,7.411344,4.676121,6.278129,2020-04-09 09:45:00
medical,1,2020-04-06 19:20:00,7.050897,6.712415, 3.338617,11.782069, 3.338617,10.326641,4.104727,9.541730,5.032883,7.739178,2020-04-06 19:20:00
medical,1,2020-04-06 14:25:00,5.845761,5.691329,4.289423,7.936656,4.430107,7.451537,4.460148,6.751313,5.090478,6.302528,2020-04-06 14:25:00
medical,11,2020-04-06 13:30:00,3.928714,3.436196,1.374396,7.107231,1.40824,6.16604,1.821470,5.454165,2.561947,4.439247,2020-04-06 13:30:00
medical,11,2020-04-06 18:35:00,2.601653,2.52996,1.651198,3.632093,1.668040,3.316356,1.864146,3.101431,2.098165,2.721466,2020-04-06 18:35:00
medical,11,2020-04-08 09:05:00,4.094527,4.067846,3.799228,4.365065,3.854697,4.365065,3.875209,4.302729,3.970781,4.194529,2020-04-08 09:05:00
medical,1,2020-04-07 10:45:00,4.745612,4.295301,1.582769,8.760068,1.865361,6.931445,2.487684,6.393155,3.335706,5.382614,2020-04-07 10:45:00
medical,11,2020-04-07 12:35:00,2.918949,2.532768,1.642727,4.392014,1.712707,4.171190,1.753303,3.762524,2.158772,3.018003,2020-04-07 12:35:00
medical,1,2020-04-06 14:35:00,5.1711,5.359974,3.766845,6.641905,3.766845,6.210657,4.174178,6.118449,4.673523,5.597374,2020-04-06 14:35:00
medical,11,2020-04-06 13:55:00,5.762014,5.926542,3.09776,8.46232,3.326962,7.614257,3.747668,7.019284,4.880008,6.497219,2020-04-06 13:55:00
medical,1,2020-04-06 19:30:00,8.169678,6.579485, 3.775614,13.852366, 4.290009,12.764037, 4.22813,10.93617,5.964299,9.501836,2020-04-06 19:30:00
medical,11,2020-04-06 18:45:00,2.479634,2.219087,1.243534,3.572488,1.451600,3.314387,1.818882,3.314387,1.818882,2.604052,2020-04-06 18:45:00
medical,1,2020-04-06 14:45:00,4.23451,4.289314,2.728247,6.022792,2.960949,5.918424,2.960949,5.229846,3.363489,4.619576,2020-04-06 14:45:00
medical,11,2020-04-06 14:50:00,4.593026,4.411996,1.791705,7.312958,2.593531,7.111027,2.626011,5.877650,3.461696,5.081281,2020-04-06 14:50:00
medical,1,2020-04-08 12:45:00,2.949323,2.702498,2.216553,3.780015,2.372694,3.690366,2.372472,3.410025,2.546496,3.016798,2020-04-08 12:45:00
medical,1,2020-04-06 19:45:00,5.510885,4.67955,2.956664,8.844071,2.916281,7.639036,3.736125,7.583721,3.976244,5.880761,2020-04-06 19:45:00
medical,11,2020-04-06 19:05:00,2.305355,2.158259,1.515506,3.260695,1.559253,3.023116,1.722092,2.886292,1.958159,2.613549,2020-04-06 19:05:00
medical,1,2020-04-07 10:50:00,6.51107,5.76493,3.401566,9.680539,4.212260,9.306818,4.240717,8.060625,4.710603,6.540707,2020-04-07 10:50:00
medical,11,2020-04-06 15:05:00,5.070569,4.532719,2.838058,8.098929,3.080382,7.419330,3.138467,6.406727,3.775793,5.413335,2020-04-06 15:05:00
medical,11,2020-04-08 14:55:00,3.957176,3.857029,3.323261,4.811711,3.412232,4.667825,3.474383,4.466637,3.702201,4.171280,2020-04-08 14:55:00
medical,1,2020-04-06 14:50:00,3.098165,2.828694,1.554266,5.125666,1.733803,4.469526,1.989959,3.959902,2.495392,3.444027,2020-04-06 14:50:00
medical,1,2020-04-08 07:10:00,6.670132,6.127974,4.822222,9.471896,4.986725,8.957181,5.048746,8.072170,5.478554,7.054748,2020-04-08 07:10:00
medical,11,2020-04-07 13:35:00,2.367726,2.492346,1.139068,3.838427,1.139068,3.357392,1.139068,2.976703,1.862679,2.849553,2020-04-07 13:35:00
medical,1,2020-04-09 15:35:00,3.741978,3.802233,3.016037,4.489270,3.150822,4.385630,3.321404,4.324318,3.379140,3.918038,2020-04-09 15:35:00
medical,1,2020-04-06 20:35:00,6.755899,5.420185, 3.526437,11.363032,3.800466,9.975981,3.607293,8.580169,4.25829,6.71194,2020-04-06 20:35:00
medical,11,2020-04-06 15:10:00,4.888004,4.931067,3.041728,6.679942,3.442992,6.396860,3.776797,5.974830,4.266192,5.437292,2020-04-06 15:10:00
medical,11,2020-04-09 04:30:00,6.592811,6.571499,4.802953,9.210129,4.802953,8.403769,5.207532,8.084442,5.599549,6.948478,2020-04-09 04:30:00
medical,11,2020-04-06 19:30:00,2.479504,2.396799,1.414195,3.850332,1.438083,3.326445,1.648455,3.162427,2.195782,2.866124,2020-04-06 19:30:00
medical,1,2020-04-06 15:10:00,3.317108,3.114259,1.976593,4.621714,1.976593,4.238638,2.341269,4.226008,2.730240,3.703418,2020-04-06 15:10:00
medical,1,2020-04-10 15:05:00,7.084553,6.849658, 3.945666,10.432540,3.983484,9.642504,4.713975,9.100701,5.965823,8.138278,2020-04-10 15:05:00
medical,1,2020-04-09 18:25:00,3.114237,2.988189,2.126748,4.109607,2.230066,3.891454,2.518032,3.803958,2.610588,3.315732,2020-04-09 18:25:00
medical,11,2020-04-06 15:45:00,3.834537,3.410125,1.833608,6.027530,2.030544,5.589773,2.232152,5.030386,2.530362,3.972693,2020-04-06 15:45:00
medical,1,2020-04-08 22:55:00,6.095325,5.963653,4.267294,8.023928,4.570423,7.755841,5.01524,7.48808,5.26225,6.40973,2020-04-08 22:55:00
medical,1,2020-04-06 15:30:00,4.583347,4.795413,2.749973,6.461267,3.097452,6.018238,3.367333,5.621854,3.843205,5.115771,2020-04-06 15:30:00
medical,11,2020-04-08 09:10:00,4.012058,3.968851,3.724713,4.293959,3.804540,4.293722,3.80454,4.18839,3.912359,4.084024,2020-04-08 09:10:00
medical,11,2020-04-09 16:40:00,3.024093,2.976983,2.558184,3.481961,2.607468,3.385219,2.728623,3.329801,2.843751,3.155839,2020-04-09 16:40:00
medical,1,2020-04-06 20:45:00,2.336176,2.053212,0.2374252,4.9782962,0.2374252,4.0059680,0.9111533,3.8222233,1.297208,2.743565,2020-04-06 20:45:00
medical,1,2020-04-07 11:05:00,8.989943,9.704426, 4.661637,13.939143, 4.661637,12.422811, 4.661637,10.793328,6.734009,9.877726,2020-04-07 11:05:00
medical,11,2020-04-06 20:20:00,2.105067,1.77298,0.6657352,3.8163195,0.965774,3.655534,0.8672665,2.8890723,1.334419,2.237801,2020-04-06 20:20:00
medical,11,2020-04-06 15:55:00,4.048547,3.663415,2.509997,5.665218,2.979493,5.653734,2.979493,4.904704,3.565232,4.551253,2020-04-06 15:55:00
medical,11,2020-04-07 14:05:00,3.081676,2.827577,1.407083,4.854112,1.607597,4.369409,1.857928,3.913110,2.231830,3.327856,2020-04-07 14:05:00
medical,11,2020-04-09 23:50:00,4.344227,4.442178,2.873860,5.817512,3.111593,5.394462,3.451494,5.133430,3.590491,4.501576,2020-04-09 23:50:00
medical,1,2020-04-06 15:40:00,3.925888,3.674625,2.284548,5.547942,2.284548,5.037974,2.858824,4.954774,3.036755,4.124341,2020-04-06 15:40:00
medical,1,2020-04-06 21:35:00,6.55781,5.988093, 2.43574,10.95934, 2.901379,10.116331,2.901379,8.478761,3.883083,6.779682,2020-04-06 21:35:00
medical,11,2020-04-06 20:50:00,1.810879,1.335671,0.5473945,3.1923615,0.6770238,2.8608715,1.059966,2.699104,1.121613,2.019752,2020-04-06 20:50:00
medical,1,2020-04-09 09:50:00,5.056369,4.817403,3.234743,6.610518,3.612213,6.539200,3.878089,6.138488,4.509609,5.670129,2020-04-09 09:50:00
medical,11,2020-04-06 16:00:00,4.004055,3.647967,2.583454,5.698841,2.735848,5.388461,3.070171,5.064309,3.166242,4.189389,2020-04-06 16:00:00
medical,1,2020-04-08 07:25:00,6.214303,5.776,3.810082,9.308580,3.563189,8.113314,4.079379,7.521352,5.595611,7.331872,2020-04-08 07:25:00
medical,1,2020-04-10 03:45:00,5.188163,4.594174,2.922408,7.542718,3.454678,7.436045,3.454678,6.365031,4.135116,5.468286,2020-04-10 03:45:00
medical,1,2020-04-06 15:45:00,4.368387,4.270449,3.278410,5.352049,3.395174,5.222208,3.715057,5.186512,3.980695,4.758959,2020-04-06 15:45:00
medical,1,2020-04-07 11:10:00,9.198106,9.261396, 5.666662,12.786392, 6.419571,12.070656, 7.198903,11.087522, 8.427414,10.697067,2020-04-07 11:10:00
medical,1,2020-04-08 12:50:00,2.948255,2.843623,2.114601,3.758321,2.251626,3.687696,2.251626,3.424150,2.464789,3.082845,2020-04-08 12:50:00
medical,11,2020-04-06 16:05:00,3.301844,3.124048,1.784366,4.578790,2.363052,4.578790,2.432043,4.178946,2.566995,3.475103,2020-04-06 16:05:00
medical,11,2020-04-06 21:35:00,1.575744,1.561492,0.3625465,2.8594870,0.3625465,2.4970077,0.5552896,2.2268582,1.124485,1.979421,2020-04-06 21:35:00
medical,1,2020-04-06 21:45:00,7.508265,6.076453, 3.902545,11.865827, 4.053193,11.062430,4.053193,9.574541,5.400347,8.422806,2020-04-06 21:45:00
medical,1,2020-04-06 15:50:00,3.035284,2.979773,1.880733,4.119681,1.896239,3.823359,2.265925,3.823359,2.565423,3.396165,2020-04-06 15:50:00
medical,11,2020-04-07 15:05:00,6.704383,7.085706, 3.095441,10.397118,3.095441,9.228100,4.251136,9.054960,5.305221,7.755260,2020-04-07 15:05:00
medical,11,2020-04-06 16:10:00,2.836937,2.789239,1.894628,3.666208,1.961636,3.534868,2.207884,3.431084,2.662552,3.268362,2020-04-06 16:10:00
medical,11,2020-04-06 22:00:00,3.596483,3.163134,1.845123,5.779162,1.717828,5.020968,2.400481,5.020968,2.444507,3.763310,2020-04-06 22:00:00
medical,11,2020-04-08 15:00:00,3.992207,4.028745,3.389413,4.806534,3.389413,4.570617,3.495268,4.452164,3.754808,4.243634,2020-04-08 15:00:00
medical,1,2020-04-06 15:55:00,3.021763,2.822687,1.920260,4.999395,1.712916,4.088367,2.004982,3.855632,2.279496,3.245271,2020-04-06 15:55:00
medical,1,2020-04-06 22:00:00,3.605124,3.655762,1.592677,5.810337,1.911490,5.282068,2.086051,4.778909,2.926101,4.354038,2020-04-06 22:00:00
medical,11,2020-04-06 16:15:00,2.728398,2.642971,2.101421,3.795656,2.107220,3.423765,2.205327,3.205364,2.413171,2.964778,2020-04-06 16:15:00
medical,1,2020-04-07 11:30:00,5.232588,4.697507,2.399020,8.476111,2.716660,7.702474,2.888022,6.846982,3.853286,5.948969,2020-04-07 11:30:00
medical,11,2020-04-08 09:15:00,4.012161,4.10173,3.688197,4.262633,3.775035,4.262633,3.815673,4.188145,3.939904,4.142258,2020-04-08 09:15:00
medical,1,2020-04-08 07:40:00,7.644839,7.356661, 4.530199,10.306735, 5.274173,10.306735,5.479024,9.452274,6.729601,8.749766,2020-04-08 07:40:00
