cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,time_end
power,11,2020-04-06 15:10:00,3.348013,3.109901,1.761867,5.134631,1.787936,4.564693,2.211425,4.251613,2.573544,3.642378,2020-04-06 15:10:00
power,11,2020-04-06 19:30:00,5.3674,4.25296, 1.71559,10.71289,1.715590,9.142228,1.715590,7.544484,2.412818,5.375890,2020-04-06 19:30:00
power,11,2020-04-07 13:35:00,2.918155,2.152724,0.3078758,5.6149525,0.6274159,5.0262943,1.007830,4.563792,1.407609,3.227028,2020-04-07 13:35:00
power,11,2020-04-09 04:30:00,6.843239,6.750318,3.542286,9.692172,4.180761,9.085500,4.747745,8.592668,5.704524,7.627059,2020-04-09 04:30:00
power,11,2020-04-06 15:45:00,4.941039,4.832061,2.806846,7.114648,3.412885,6.971800,3.412885,6.227432,3.907371,5.315852,2020-04-06 15:45:00
power,11,2020-04-06 20:20:00,0.6361617,0.08102741,0.009742017,2.427209348,0.009742017,1.535391394,0.009742017,1.041980448,0.01255331,0.37280101,2020-04-06 20:20:00
power,11,2020-04-06 15:55:00,7.146551,6.573781, 4.15810,10.87238, 4.456642,10.110150,4.456642,8.674475,5.406247,7.704734,2020-04-06 15:55:00
power,11,2020-04-08 09:10:00,8.938151,8.898146,8.440342,9.551861,8.491386,9.351983,8.542643,9.220898,8.665742,9.008391,2020-04-08 09:10:00
power,11,2020-04-06 20:50:00,4.546403,4.108177,1.013222,8.263352,1.659865,7.191451,2.107592,6.642164,2.725634,4.950062,2020-04-06 20:50:00
power,11,2020-04-07 14:05:00,7.340026,7.1797, 1.734991,11.178489, 3.349894,10.800475,3.803710,9.768035,5.936360,9.039847,2020-04-07 14:05:00
power,11,2020-04-06 16:00:00,7.528127,6.784896, 4.784026,10.996069,4.784026,9.718876,4.994425,8.751838,6.299959,8.259414,2020-04-06 16:00:00
power,11,2020-04-09 16:40:00,4.910067,4.843753,4.303399,5.732802,4.351084,5.562277,4.351084,5.328033,4.572622,5.114894,2020-04-09 16:40:00
power,11,2020-04-06 16:05:00,4.892018,4.721314,3.517789,6.708281,3.517789,6.114032,3.910239,6.114032,4.498584,5.592952,2020-04-06 16:05:00
power,11,2020-04-09 23:50:00,3.157696,3.069473,1.513918,4.793776,1.551779,4.245533,2.115197,3.962727,2.642363,3.539549,2020-04-09 23:50:00
power,11,2020-04-06 21:35:00,8.862791,8.815002, 3.970238,14.907855, 4.193952,13.243454, 4.193952,11.332389,6.788784,9.915637,2020-04-06 21:35:00
power,11,2020-04-06 16:10:00,0.7835946,0.6787101,0.2524503,1.2917772,0.3197782,1.1533473,0.4061485,1.0344372,0.6035647,0.9267123,2020-04-06 16:10:00
power,11,2020-04-08 15:00:00,9.144519,8.962746, 6.362933,11.906693, 6.934279,11.662755, 7.429751,11.066913,7.711429,9.581976,2020-04-08 15:00:00
power,11,2020-04-07 15:05:00,9.145538,7.732428, 3.046367,15.398728, 4.816887,13.919311, 4.842323,11.486777, 6.748637,10.443630,2020-04-07 15:05:00
power,11,2020-04-06 22:00:00,9.582358,9.443782, 3.969669,14.395784, 4.47176,13.43640, 5.493586,12.434671, 7.976447,11.478624,2020-04-06 22:00:00
power,11,2020-04-06 16:15:00,0.4496798,0.2662725,0.06479171,1.03010138,0.05591893,0.80588075,0.09880884,0.66049626,0.2392094,0.5292938,2020-04-06 16:15:00
power,11,2020-04-06 16:20:00,0.3532259,0.1334167,0.01493252,0.90539457,0.01493252,0.79545906,0.03123155,0.55626281,0.06318115,0.28799802,2020-04-06 16:20:00
power,11,2020-04-06 22:30:00,6.630266,6.085583, 2.071361,11.258138, 2.637683,10.542962,2.637683,8.916014,5.195390,8.185908,2020-04-06 22:30:00
power,11,2020-04-09 04:45:00,5.03186,4.440274,2.833915,7.436967,3.374793,7.057447,3.305947,6.199547,3.758832,5.258330,2020-04-09 04:45:00
power,11,2020-04-08 09:15:00,8.840617,8.807748,8.284661,9.303838,8.430555,9.293107,8.583393,9.293107,8.681100,9.020576,2020-04-08 09:15:00
power,11,2020-04-06 16:25:00,0.6560986,0.5483439,0.1782352,1.2523901,0.2741609,1.0448450,0.2939862,0.9094518,0.3668247,0.6357028,2020-04-06 16:25:00
power,11,2020-04-07 15:35:00,7.052467,6.140621, 2.428479,11.784494, 3.377478,10.854052,3.748407,9.192433,4.930895,7.517976,2020-04-07 15:35:00
power,11,2020-04-06 23:15:00,9.896192,9.542856, 4.717262,15.932779, 4.910796,14.289034, 6.089944,12.701152, 7.795197,10.903377,2020-04-06 23:15:00
power,11,2020-04-06 16:30:00,0.6948298,0.5718818,0.2865786,1.2405363,0.2865786,1.0496399,0.3302068,0.9001035,0.3768994,0.7147388,2020-04-06 16:30:00
power,11,2020-04-06 23:20:00,5.616085,4.790363, 2.530337,10.094842,2.667789,8.667584,2.692348,7.290766,3.748271,5.810336,2020-04-06 23:20:00
power,11,2020-04-06 16:40:00,0.4914992,0.1801553,0.02145542,1.40470784,0.02145542,1.03496846,0.04213077,0.82562760,0.04213077,0.37881693,2020-04-06 16:40:00
power,11,2020-04-06 16:45:00,0.2052167,0.1164923,0.005084226,0.669025438,0.005084226,0.470742021,0.005084226,0.289827696,0.03693131,0.14997818,2020-04-06 16:45:00
power,11,2020-04-07 15:45:00,6.898057,6.607069, 3.358023,11.392060, 3.365801,10.069948,4.294284,9.444889,5.168279,7.458802,2020-04-07 15:45:00
power,11,2020-04-07,9.980937,9.699327, 4.851382,15.447924, 5.946552,15.125128, 6.464969,14.070786, 7.629269,11.292777,2020-04-07
power,11,2020-04-08 15:15:00,9.239312,9.347634, 6.578881,12.662268, 6.578881,11.972890, 6.650635,10.713714, 8.223801,10.134060,2020-04-08 15:15:00
power,11,2020-04-09 16:45:00,5.077494,5.119536,4.191882,6.002977,4.253154,5.758192,4.483205,5.599590,4.497309,5.155872,2020-04-09 16:45:00
power,11,2020-04-06 16:50:00,0.2249196,0.1585466,0.04123868,0.50081629,0.04123868,0.41546449,0.05847901,0.35182769,0.0664975,0.1913545,2020-04-06 16:50:00
power,11,2020-04-07 00:30:00,8.56787,7.325362, 3.686252,13.560831, 4.435406,12.543153, 5.208745,11.444004,5.822146,9.267251,2020-04-07 00:30:00
power,11,2020-04-08 09:20:00,9.03118,9.06427,8.350693,9.588446,8.469588,9.465862,8.600678,9.415247,8.905864,9.320508,2020-04-08 09:20:00
power,11,2020-04-06 16:55:00,0.2780205,0.08874548,0.01499828,0.73014411,0.02435101,0.59024084,0.01499828,0.38611713,0.07634062,0.29502784,2020-04-06 16:55:00
power,11,2020-04-10 00:10:00,3.389327,3.135328,1.695347,4.858609,2.027639,4.596205,2.362480,4.314393,2.846369,3.878710,2020-04-10 00:10:00
power,11,2020-04-07 16:10:00,3.160669,2.394651,1.072594,6.266274,1.072594,5.481332,0.8973587,4.2907984,1.711279,3.283013,2020-04-07 16:10:00
power,11,2020-04-06 17:00:00,0.5954275,0.2430108,0.07274291,1.71965985,0.09249291,1.36873010,0.09249291,0.97389810,0.1083255,0.3932530,2020-04-06 17:00:00
power,11,2020-04-07 00:55:00,11.25295,9.995288, 6.56003,17.14226, 6.825927,15.862627, 6.861069,14.249963, 8.793707,12.633879,2020-04-07 00:55:00
power,11,2020-04-06 17:05:00,0.5429325,0.4188347,0.07239338,1.29404094,0.09667079,0.92396544,0.09833824,0.74999187,0.2969527,0.5878356,2020-04-06 17:05:00
power,11,2020-04-09 04:50:00,4.444579,4.228981,2.489785,6.807903,2.685980,6.065534,3.181345,5.741665,3.350418,4.641920,2020-04-09 04:50:00
power,11,2020-04-07 01:15:00,4.50846,3.627093,1.942471,8.023878,1.942471,6.983189,2.516302,6.179999,3.095014,4.943623,2020-04-07 01:15:00
power,11,2020-04-06 17:10:00,0.4222769,0.2473533,0.07774276,0.92914835,0.07774276,0.76195392,0.07774276,0.57833801,0.1740083,0.4271289,2020-04-06 17:10:00
power,11,2020-04-07 16:25:00,6.217194,5.188164, 2.042903,10.038395,2.442699,8.981828,3.519970,8.691288,4.236241,6.798951,2020-04-07 16:25:00
power,11,2020-04-06 17:15:00,0.4448492,0.1574791,0.03422751,0.99405638,0.05716116,0.88148042,0.07312277,0.77066872,0.07312277,0.41715987,2020-04-06 17:15:00
power,11,2020-04-07 01:25:00,1.600739,0.9291604,0.2104601,3.5329862,0.4337747,3.2692674,0.4337747,2.5589404,0.7432049,1.6333550,2020-04-07 01:25:00
power,11,2020-04-06 17:20:00,0.7132381,0.2305649,0.06509446,1.88066497,0.06509446,1.52409051,0.07525392,1.12687745,0.08544462,0.57862119,2020-04-06 17:20:00
power,11,2020-04-08 09:25:00,9.07279,9.090761,8.482452,9.647073,8.535673,9.559115,8.736178,9.544960,8.778161,9.239564,2020-04-08 09:25:00
power,11,2020-04-08 15:20:00,9.3144,9.20567, 6.373675,12.397948, 7.205353,12.119952, 7.730629,11.326471, 8.315476,10.058844,2020-04-08 15:20:00
power,11,2020-04-07 17:15:00,3.298698,2.377061,0.604932,6.838151,1.087817,5.991147,1.087817,4.863453,1.811254,3.757391,2020-04-07 17:15:00
power,11,2020-04-07 01:30:00,5.554329,4.833098,1.787442,9.771109,1.966738,7.987824,3.259866,7.814381,3.586937,5.852203,2020-04-07 01:30:00
power,11,2020-04-06 17:25:00,0.5662418,0.3722243,0.0619879,1.4354138,0.1050963,1.1962747,0.08478914,0.80783812,0.1465212,0.4934966,2020-04-06 17:25:00
power,11,2020-04-06 17:45:00,0.229492,0.09235748,0.006208162,0.732760193,0.006208162,0.503031320,0.01037749,0.35103682,0.0156424,0.1534534,2020-04-06 17:45:00
power,11,2020-04-09 16:50:00,5.118404,5.131775,4.160425,6.183125,4.196919,5.867200,4.329138,5.631037,4.929470,5.594267,2020-04-09 16:50:00
power,11,2020-04-07 17:20:00,7.458235,6.084717, 3.746146,11.524663, 4.254957,10.783962,4.472611,9.674921,5.439400,7.886934,2020-04-07 17:20:00
power,11,2020-04-07 02:15:00,3.372631,2.641163,0.3854109,6.6747733,0.3854109,6.0046598,1.118990,5.421889,1.710844,3.755553,2020-04-07 02:15:00
power,11,2020-04-06 17:50:00,0.458343,0.2608391,0.07829656,1.14877028,0.05242151,0.91088467,0.07829656,0.72634966,0.07829656,0.36588867,2020-04-06 17:50:00
power,11,2020-04-06 17:55:00,2.809901,2.296645,1.388008,4.669795,1.555184,4.147849,1.847500,3.681596,2.058957,3.004971,2020-04-06 17:55:00
power,11,2020-04-07 02:30:00,3.057649,2.761044,0.422103,5.711413,1.068400,5.274229,1.419999,4.578952,1.940604,3.391494,2020-04-07 02:30:00
power,11,2020-04-06 18:00:00,3.714213,3.144305,1.674275,5.929816,1.943325,5.237760,2.339499,4.968853,2.822622,4.236185,2020-04-06 18:00:00
power,11,2020-04-10 01:00:00,5.366833,5.057663,2.960726,7.709214,2.960726,6.968346,3.611470,6.481321,4.719285,6.156038,2020-04-10 01:00:00
power,11,2020-04-07 17:30:00,5.424844,4.70698,2.452730,9.977027,2.499740,8.073605,2.856179,7.181510,2.856179,5.307386,2020-04-07 17:30:00
power,11,2020-04-08 11:30:00,8.942748,8.95048,8.703182,9.159884,8.738233,9.136774,8.781317,9.105289,8.874291,9.048104,2020-04-08 11:30:00
power,11,2020-04-09 05:15:00,6.403058,5.886946,3.485965,9.529836,4.122354,9.155021,4.360623,7.890307,4.947225,6.715981,2020-04-09 05:15:00
power,11,2020-04-08 15:30:00,8.970226,8.812626, 6.712518,11.939747, 6.881567,11.265829, 6.981747,10.439956,8.044920,9.655924,2020-04-08 15:30:00
power,11,2020-04-07 02:40:00,5.104102,4.372253,1.771017,8.509201,1.771017,7.658093,2.091635,6.904464,3.455577,5.997144,2020-04-07 02:40:00
power,11,2020-04-07 19:25:00,7.472316,5.858731, 2.407095,13.413557, 2.407095,11.671198, 3.689289,10.489597,4.501944,8.046839,2020-04-07 19:25:00
power,11,2020-04-07 02:55:00,5.471886,5.126092,2.290625,9.847284,2.290625,8.335622,2.540815,7.241161,3.743005,6.167605,2020-04-07 02:55:00
power,11,2020-04-07 03:25:00,2.080799,1.560737,0.2888774,4.1108461,0.2888774,3.6060804,0.3826545,3.0606551,0.8261792,2.2058489,2020-04-07 03:25:00
power,11,2020-04-07 20:05:00,4.614783,3.873051, 1.735941,10.236462,1.241639,7.211411,1.735941,6.125404,3.239477,5.420852,2020-04-07 20:05:00
power,11,2020-04-08 11:35:00,8.795601,8.844029,7.884241,9.769021,8.146361,9.769021,8.146361,9.306874,8.412002,8.993450,2020-04-08 11:35:00
power,11,2020-04-07 03:35:00,0.8636005,0.322222,0.1082909,2.7755992,0.1082909,1.9489353,0.124165,1.285826,0.1197885,0.6324360,2020-04-07 03:35:00
power,11,2020-04-09 16:55:00,5.11027,4.981441,4.131807,6.024420,4.230123,5.860133,4.538181,5.803184,4.677271,5.380638,2020-04-09 16:55:00
power,11,2020-04-08 15:35:00,9.268213,9.239681, 6.457666,11.761141, 7.233997,11.689216, 7.663986,11.428407, 8.125824,10.084985,2020-04-08 15:35:00
power,11,2020-04-09 06:00:00,7.912024,6.96054, 5.027093,12.045854, 4.892244,10.495114,5.438160,9.598982,6.702157,8.973272,2020-04-09 06:00:00
power,11,2020-04-07 03:50:00,4.444972,4.064476,1.413058,7.561887,1.669165,6.934204,2.312922,6.351585,3.413735,5.531631,2020-04-07 03:50:00
power,11,2020-04-07 20:10:00,3.011438,2.444624,1.235696,5.151967,1.568263,4.781219,1.598581,3.959236,2.052358,3.271635,2020-04-07 20:10:00
power,11,2020-04-10 01:15:00,5.895883,5.633168,3.547136,8.325892,3.948693,8.100183,4.075954,7.305500,4.687907,6.359536,2020-04-10 01:15:00
power,11,2020-04-07 04:00:00,9.291622,8.734366, 3.897068,14.397983, 4.737933,14.009546, 5.234465,12.617954, 7.308738,11.064311,2020-04-07 04:00:00
power,11,2020-04-08 11:40:00,8.623834,8.468392,7.749366,9.947428,7.808496,9.693454,7.982618,9.469951,8.172314,8.834429,2020-04-08 11:40:00
power,11,2020-04-07 20:40:00,9.10705,9.695449, 4.066809,14.078799, 5.301544,13.707866, 5.886577,12.369076, 7.646623,10.842338,2020-04-07 20:40:00
power,11,2020-04-07 04:05:00,6.731496,5.432096, 3.601216,11.637331, 3.691142,10.148604,4.108317,9.221112,4.717020,7.125424,2020-04-07 04:05:00
power,11,2020-04-07 04:40:00,1.792549,1.290988,0.2209085,3.9298893,0.2209085,3.2723666,0.3879195,2.6274844,0.6260211,1.8066527,2020-04-07 04:40:00
power,11,2020-04-08 15:45:00,9.107864,9.517235, 6.215047,11.919202, 6.904526,11.753438, 6.904526,10.836117,7.809489,9.982777,2020-04-08 15:45:00
power,11,2020-04-07 20:50:00,6.79431,4.931947, 2.585059,11.099278, 3.428209,10.762691,3.428209,8.983261,4.309285,7.654121,2020-04-07 20:50:00
power,11,2020-04-09 17:00:00,5.045762,5.146031,4.149265,5.994643,4.149265,5.641494,4.417531,5.543682,4.744022,5.270563,2020-04-09 17:00:00
power,11,2020-04-07 05:10:00,3.605512,2.710903,0.6555516,7.1986053,0.9890171,6.5363515,0.9890171,5.2565552,1.726087,3.799666,2020-04-07 05:10:00
power,11,2020-04-09 07:00:00,6.999568,6.087086, 3.490295,10.319215,4.070549,9.835558,4.651332,9.362629,5.158497,7.692609,2020-04-09 07:00:00
power,1,2020-04-06 02:00:00,1.909276,0.5982434,0.1627337,4.4479311,0.2654661,3.7189722,0.2654661,2.8851663,0.2654661,1.6939913,2020-04-06 02:00:00
power,1,2020-04-06 02:15:00,7.621345,7.033247, 4.078888,10.696604, 4.551426,10.377080,5.303540,9.975006,6.185754,8.621185,2020-04-06 02:15:00
power,1,2020-04-06 02:20:00,2.597919,0.5021685,0.05423997,6.03288349,0.05423997,5.23380489,0.1384476,4.4659054,0.05423997,2.42309304,2020-04-06 02:20:00
power,1,2020-04-06 02:25:00,6.63418,6.695969,4.628990,9.137011,4.628990,7.829246,5.541189,7.606805,5.973311,7.005062,2020-04-06 02:25:00
power,1,2020-04-06 02:30:00,1.690458,0.03803173,0.0002378341,5.7504097654,0.0002378341,5.3592756678,0.0002378341,4.4670214726,0.0002378341,0.3938065211,2020-04-06 02:30:00
power,1,2020-04-06 03:00:00,2.060453,1.30191,0.2602126,4.6504405,0.3356348,4.0152775,0.3778156,3.3150452,0.5681002,1.9632164,2020-04-06 03:00:00
power,1,2020-04-06 03:05:00,8.889797,7.916544, 4.443991,15.894720, 4.443991,13.905816, 4.76173,12.05695, 6.112954,10.104184,2020-04-06 03:05:00
power,1,2020-04-06 03:50:00,0.425523,0.0400738,0.0009745751,1.6088516613,0.0009745751,1.1614905033,0.0009745751,0.7945609417,0.0009745751,0.1774775111,2020-04-06 03:50:00
power,1,2020-04-06 16:25:00,1.286557,1.207013,0.2518565,2.6358048,0.232356,2.188389,0.4320537,1.9704037,0.6159945,1.3890990,2020-04-06 16:25:00
power,11,2020-04-07 05:35:00,1.698484,0.8070594,0.2241803,4.3481393,0.2241803,3.5022085,0.4712291,2.7268479,0.497720,1.389919,2020-04-07 05:35:00
power,1,2020-04-06 04:15:00,5.447119,4.643966,2.480361,8.613607,2.974203,7.833412,3.264435,7.036303,3.264435,5.290148,2020-04-06 04:15:00
power,11,2020-04-07 21:05:00,3.676567,3.080243,1.140002,6.712053,1.419386,5.720942,1.704145,5.235661,2.639169,3.975952,2020-04-07 21:05:00
power,1,2020-04-06 04:40:00,5.277156,5.294377,3.591934,6.836563,3.957387,6.353854,4.430996,6.202697,4.862745,5.773656,2020-04-06 04:40:00
power,11,2020-04-08 11:45:00,8.82464,8.788671, 7.568007,10.282836,7.568007,9.845600,7.846881,9.771349,8.486537,9.496215,2020-04-08 11:45:00
power,1,2020-04-06 05:20:00,6.755294,5.616543, 3.377716,10.906777,3.734693,9.883445,4.090177,8.658070,4.780496,7.221401,2020-04-06 05:20:00
power,1,2020-04-06 16:30:00,1.198992,1.564487,0.09208358,2.23842380,0.1129767,2.1256757,0.1465423,1.7887785,0.6949243,1.6591536,2020-04-06 16:30:00
power,1,2020-04-07 07:50:00,7.430965,6.437992, 4.201232,11.654844, 4.495602,10.817058,4.495602,9.565143,5.482340,8.017269,2020-04-07 07:50:00
power,1,2020-04-06 06:25:00,4.134295,3.303493,1.252109,7.218766,1.622280,6.742217,1.751172,5.862467,2.212400,4.439532,2020-04-06 06:25:00
power,1,2020-04-06 06:30:00,6.053132,6.039436,4.152965,7.814968,4.714629,7.682968,4.924307,7.110395,5.164442,6.340930,2020-04-06 06:30:00
power,1,2020-04-06 16:35:00,1.535421,1.145459,0.4038542,3.2891504,0.4864401,2.7506553,0.5639561,2.1533005,0.7718776,1.5585162,2020-04-06 16:35:00
power,1,2020-04-06 06:40:00,5.558463,5.178366,4.049119,6.906580,4.393633,6.748476,4.557048,6.452358,4.899080,5.928776,2020-04-06 06:40:00
power,11,2020-04-08 16:00:00,8.691693,7.972529, 5.592703,12.672594, 5.592703,11.545926, 6.081914,10.426703,6.811019,8.987773,2020-04-08 16:00:00
power,11,2020-04-07 05:40:00,0.7911215,0.6981654,0.131916,1.520131,0.131916,1.277275,0.2693008,1.1482973,0.3445880,0.8138984,2020-04-07 05:40:00
power,1,2020-04-06 06:50:00,4.645898,4.252739,3.004585,6.840094,3.083744,6.223749,3.120081,5.725926,3.567053,4.976370,2020-04-06 06:50:00
power,11,2020-04-10 02:00:00,7.705214,7.29879, 4.76968,10.87840, 4.76968,10.14357,5.190503,9.473768,5.971286,8.015603,2020-04-10 02:00:00
power,1,2020-04-08 05:40:00,9.636265,8.669773, 5.338962,15.376786, 5.993588,14.454405, 5.993588,12.426000, 7.320249,10.338965,2020-04-08 05:40:00
power,1,2020-04-06 16:40:00,0.6194592,0.5085005,0.04066086,1.39609147,0.03937781,1.23850666,0.07743039,0.89067993,0.2230117,0.5840243,2020-04-06 16:40:00
power,11,2020-04-07 21:10:00,1.612236,1.372335,0.466121,3.165069,0.466121,2.769908,0.6188772,2.3195368,0.734579,1.609721,2020-04-07 21:10:00
power,1,2020-04-06 07:00:00,5.467492,5.520956,4.424772,6.402690,4.772897,6.345104,4.878460,5.997194,5.288197,5.853783,2020-04-06 07:00:00
power,1,2020-04-06 07:15:00,5.168947,5.145949,3.520392,6.555676,4.162437,6.625921,4.182414,6.090574,4.687884,5.677082,2020-04-06 07:15:00
power,1,2020-04-07 08:25:00,4.616285,4.291501,2.122825,7.393166,2.363661,6.541515,2.363661,5.882356,3.756382,5.698060,2020-04-07 08:25:00
power,1,2020-04-06 16:50:00,0.6000068,0.2825224,0.05285864,1.60738809,0.07470421,1.16515415,0.07470421,0.93510869,0.1225044,0.5424904,2020-04-06 16:50:00
power,1,2020-04-06 07:40:00,4.499927,4.603797,2.565770,6.006033,2.644971,5.550249,3.326385,5.535292,4.400839,5.550249,2020-04-06 07:40:00
power,11,2020-04-07 05:45:00,4.704189,5.004951,1.469051,7.751684,1.415088,6.796025,2.301796,6.418929,3.897835,5.929485,2020-04-07 05:45:00
power,1,2020-04-08 12:30:00,1.173361,1.039772,0.4311563,2.1222913,0.5309928,1.8723422,0.5414181,1.5436005,0.7538565,1.2440173,2020-04-08 12:30:00
power,1,2020-04-06 08:05:00,4.342248,4.673343,2.179486,6.130009,2.872526,6.130009,2.903022,5.448436,3.714317,4.916930,2020-04-06 08:05:00
power,1,2020-04-06 16:55:00,0.5161563,0.3332485,0.04756532,1.26318582,0.06797084,0.99199618,0.07460246,0.72764614,0.07460246,0.41345715,2020-04-06 16:55:00
power,1,2020-04-06 08:20:00,5.278475,4.846844,3.174220,7.120518,3.916537,6.740066,4.020009,6.139150,4.166613,5.237852,2020-04-06 08:20:00
power,1,2020-04-07 08:45:00,3.645623,2.507171,1.234058,6.871618,1.150684,5.977650,1.870715,5.838781,2.103317,4.018079,2020-04-07 08:45:00
power,1,2020-04-06 08:30:00,5.514774,5.031375,3.140487,8.303314,3.266480,7.702402,3.414350,6.968263,4.409572,6.315312,2020-04-06 08:30:00
power,11,2020-04-09 07:05:00,6.296608,6.144221,3.612424,8.797362,3.612424,8.237751,4.548981,8.290664,5.293446,7.175611,2020-04-09 07:05:00
power,11,2020-04-08 11:50:00,9.010375,9.113827, 7.702372,10.369901, 7.769643,10.025720,8.100735,9.798621,8.431774,9.345325,2020-04-08 11:50:00
power,11,2020-04-07 06:40:00,9.279167,7.781126, 3.817419,15.107976, 5.127471,14.108234, 5.510145,12.538523,5.636001,9.429531,2020-04-07 06:40:00
power,11,2020-04-07 22:55:00,4.421947,4.183834,1.300793,7.069533,2.260323,6.668062,2.515131,5.742206,3.445882,4.921851,2020-04-07 22:55:00
power,1,2020-04-06 17:10:00,2.006422,1.868317,0.577951,3.658867,0.8098581,3.3623394,0.8098581,2.8787449,1.154108,2.227172,2020-04-06 17:10:00
power,1,2020-04-06 09:15:00,4.723603,4.850392,2.973838,6.039196,3.429849,5.787163,3.81962,5.51894,4.225994,5.129991,2020-04-06 09:15:00
power,1,2020-04-08 22:30:00,5.505393,5.623569,3.415677,7.918101,3.415677,7.228570,3.493162,6.614080,4.641584,6.263135,2020-04-08 22:30:00
