cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%
shake_intensity,3,2020-04-06 01:00:00,0.5280465,0.4724524,0.11527379,0.98180633,0.1152738,0.8119020,0.2389589,0.7897472,0.3892833,0.6692246,0.11527379,0.15427279,0.19638800,0.23303435,0.24425397,0.27601160,0.28780858,0.30124040,0.33466565,0.35771994,0.37684681,0.39340062,0.39970655,0.41323553,0.42788490,0.43607491,0.45157209,0.46853222,0.47732383,0.49190389,0.50973844,0.52150369,0.52563494,0.54692189,0.57059506,0.58131368,0.59246352,0.60293979,0.62424737,0.63924279,0.66073194,0.67428145,0.70240177,0.72693549,0.76519909,0.78492189,0.80383747,0.87997623,0.96273105,1.02909448,1.29710998
shake_intensity,3,2020-04-06 01:05:00,0.5238679,0.5006088,0.11235598,0.95358741,0.1123560,0.8411355,0.2246206,0.7711477,0.3617434,0.6435472,0.11235598,0.15420073,0.19945330,0.22049457,0.24628843,0.27442887,0.28359621,0.30397401,0.32329915,0.35088291,0.36794730,0.38150388,0.39781835,0.40830031,0.42348081,0.43342889,0.44767890,0.46683125,0.48621166,0.49138861,0.50605013,0.52376078,0.53412148,0.54500942,0.55395917,0.56940519,0.58271764,0.60007298,0.61436534,0.63781364,0.65395825,0.67606431,0.69889942,0.72488258,0.74784007,0.76562398,0.83077952,0.88369307,0.94796692,1.00060200,1.27931658
shake_intensity,3,2020-04-06 01:10:00,0.5261592,0.5364670,0.11485776,0.93552468,0.1148578,0.8021573,0.2240919,0.7651023,0.3899729,0.6563382,0.11485776,0.15006736,0.20003190,0.22345664,0.24634233,0.27121668,0.29070264,0.30661440,0.32504394,0.35831630,0.37348481,0.39380338,0.40913722,0.41892698,0.42428640,0.43472007,0.45278456,0.47124242,0.49364026,0.50872694,0.52067156,0.52434894,0.53071373,0.54322766,0.57507044,0.58473197,0.59370102,0.60957789,0.61582197,0.63176714,0.64350404,0.66021755,0.68083808,0.71621664,0.74559833,0.76392391,0.79504136,0.88963986,0.93256116,1.03836977,1.31400772
shake_intensity,3,2020-04-06 01:15:00,0.5225916,0.5242984,0.10711098,0.92198977,0.1266073,0.8115993,0.1930402,0.7213102,0.3885134,0.6589659,0.10711098,0.16364850,0.19493402,0.22475836,0.25137861,0.26005644,0.29520526,0.31533257,0.32967978,0.34459246,0.36132277,0.39155537,0.39980131,0.41190272,0.42597236,0.43842508,0.45800430,0.47029295,0.48083226,0.49590691,0.51855892,0.52617702,0.53312744,0.54786585,0.56611891,0.57626382,0.59414167,0.60175352,0.62560502,0.63315858,0.65250586,0.66892419,0.68119369,0.71045189,0.72540313,0.77206178,0.80187688,0.86430940,0.90453295,0.99479765,1.37095485
shake_intensity,3,2020-04-06 01:20:00,0.5227175,0.5566357,0.15639513,0.94606175,0.1563951,0.8318227,0.1909251,0.7224041,0.3706461,0.6423812,0.10880356,0.17368458,0.19443182,0.21573177,0.24454036,0.27330399,0.28788947,0.31432869,0.32612896,0.34116889,0.37223132,0.38923028,0.40821945,0.41485905,0.43423140,0.44642143,0.45833382,0.46724640,0.49132907,0.50386996,0.51614583,0.53594023,0.55082533,0.55912184,0.57530144,0.57968594,0.58951495,0.60472808,0.61395304,0.62123068,0.64494467,0.67120025,0.69113486,0.70361798,0.73925934,0.76789377,0.80407685,0.83417660,0.90377149,0.94714081,1.26067591
shake_intensity,3,2020-04-06 01:25:00,0.5210580,0.5236203,0.17803755,0.95683890,0.1780376,0.8322519,0.1928457,0.7313197,0.3877171,0.6563176,0.10934721,0.17758556,0.21125294,0.22940139,0.23845591,0.26465711,0.27863397,0.29158568,0.33397125,0.33961499,0.37106623,0.39453551,0.40434624,0.41371300,0.42998379,0.44820630,0.45759439,0.47218241,0.48972948,0.49860029,0.50675112,0.53174332,0.54363468,0.55100199,0.56873879,0.58819883,0.59568535,0.60537888,0.62196784,0.63078530,0.64893887,0.66338453,0.69877107,0.71578620,0.74132298,0.77545768,0.78579828,0.82024911,0.87856913,0.94953482,1.27315008
shake_intensity,3,2020-04-06 01:30:00,0.5260257,0.5319245,0.11624817,0.87117900,0.1792652,0.8354253,0.2206989,0.7436315,0.3508512,0.6387110,0.11624817,0.17891640,0.19885852,0.22765772,0.25375780,0.26511899,0.29459690,0.30808310,0.32897535,0.35128661,0.37077358,0.38832157,0.40142267,0.41218245,0.42937046,0.45312620,0.46672041,0.48502418,0.49893540,0.50448731,0.51477062,0.52301820,0.54646053,0.55774141,0.57380327,0.58742191,0.59528661,0.60261241,0.61985943,0.64104140,0.66922160,0.67958678,0.69989941,0.71373165,0.73282311,0.76980312,0.78498028,0.82951270,0.86428766,0.97931081,1.40351772
shake_intensity,3,2020-04-06 01:35:00,0.5242842,0.5598940,0.12335885,0.88130501,0.1804176,0.8255326,0.2327400,0.7453561,0.3817773,0.6602150,0.12335885,0.17061260,0.20660953,0.23395065,0.24886125,0.26216972,0.29270111,0.31192045,0.32911461,0.34813414,0.35901909,0.38780613,0.40318195,0.41663318,0.42662786,0.44891009,0.46357236,0.48761845,0.50408462,0.51120347,0.53390587,0.54034922,0.55013216,0.55842256,0.56860986,0.58024289,0.59378021,0.61292999,0.62627604,0.63359679,0.65398245,0.67647628,0.68982186,0.70309608,0.72379430,0.74677905,0.77762495,0.81111093,0.85454338,0.96906182,1.32778544
shake_intensity,3,2020-04-06 01:40:00,0.5241506,0.5624477,0.15464275,0.95375098,0.1546427,0.7866393,0.2484657,0.7564590,0.4155240,0.6815058,0.12019194,0.16759349,0.19205321,0.24050523,0.25536310,0.26801448,0.28906278,0.31133453,0.32814083,0.34708257,0.36458247,0.39091637,0.40538026,0.42848923,0.44067284,0.45063843,0.46629691,0.47964821,0.49308518,0.51738922,0.52618348,0.54341521,0.55411828,0.55993609,0.56604746,0.58326833,0.60018692,0.60851126,0.62078545,0.63141400,0.64751403,0.65842974,0.67537477,0.70821468,0.72631030,0.75426113,0.78280307,0.82495973,0.85189791,0.96995453,1.31761395
shake_intensity,3,2020-04-06 01:45:00,0.5226875,0.5631605,0.12914000,0.89624296,0.1735775,0.8057799,0.2427710,0.7466958,0.4321168,0.6850804,0.12914000,0.17314656,0.19342409,0.23808568,0.25799913,0.27774337,0.31522655,0.33466251,0.34531749,0.35610026,0.36665988,0.38413034,0.40791756,0.43370445,0.44292359,0.45187227,0.46775716,0.47953635,0.50035228,0.50982857,0.51530543,0.53438530,0.54853754,0.56252971,0.57303131,0.58042156,0.59668007,0.60733019,0.62322750,0.63256806,0.63602690,0.65759418,0.66996114,0.68562997,0.70805694,0.74229543,0.76372693,0.79871851,0.84304813,0.95907508,1.39746260
shake_intensity,3,2020-04-06 01:50:00,0.5164509,0.5459845,0.12430710,0.84958028,0.1668713,0.7817312,0.2205977,0.7094810,0.3367922,0.5975060,0.12430710,0.16980956,0.19600410,0.22694178,0.24328856,0.27524556,0.29741592,0.34048862,0.35182028,0.35864166,0.36593333,0.38179949,0.39567180,0.42027211,0.43398759,0.45047114,0.46499875,0.47724512,0.48373434,0.50007287,0.51529031,0.52834336,0.53979543,0.54915165,0.56489104,0.57875786,0.58841927,0.60441396,0.61515589,0.62796763,0.63688896,0.65483672,0.67041209,0.68912630,0.70312612,0.72570510,0.74401882,0.78295261,0.82820523,0.97531480,1.25540020
shake_intensity,3,2020-04-06 01:55:00,0.5127076,0.5519089,0.11250665,0.85652648,0.1955235,0.7835164,0.2350053,0.7143393,0.4294115,0.6828425,0.11250665,0.17324710,0.19841313,0.23083772,0.24722306,0.27095509,0.30136157,0.33025415,0.33844555,0.34880903,0.36829747,0.38669447,0.41096841,0.42093517,0.43541707,0.44754378,0.45570015,0.46579016,0.48526177,0.50035144,0.51580278,0.53099833,0.53788064,0.55051327,0.56314438,0.56888802,0.58135426,0.60880682,0.62077917,0.62740447,0.63828979,0.65666489,0.66893353,0.67559010,0.69616992,0.71003736,0.74031595,0.76594498,0.84972258,0.95975924,1.22790127
shake_intensity,3,2020-04-06 02:00:00,0.5112683,0.5793337,0.13617059,0.88175593,0.1705534,0.7693513,0.2083889,0.6756877,0.4138710,0.6754532,0.11160143,0.17636064,0.21119596,0.24152972,0.25547165,0.27783847,0.29448090,0.31646179,0.32604077,0.34255849,0.36990741,0.38523336,0.39881955,0.40947327,0.41851688,0.43348783,0.44407714,0.46632776,0.48543262,0.49484320,0.50624973,0.52341153,0.53909111,0.54958993,0.56699628,0.57270756,0.58555371,0.60029097,0.61840618,0.62635881,0.64242659,0.65874311,0.66525081,0.67288308,0.68189176,0.70861066,0.76067313,0.77294551,0.84309491,0.91968867,1.21921337
shake_intensity,3,2020-04-06 02:05:00,0.5069653,0.5630979,0.11276043,0.81131516,0.1977231,0.7538106,0.2678193,0.7330478,0.3404152,0.6072123,0.11276043,0.17593714,0.20786389,0.23298567,0.24858591,0.27524302,0.28865509,0.30649777,0.32363181,0.34350233,0.36231716,0.37367060,0.39106933,0.40174863,0.42089323,0.43081319,0.45114397,0.46510091,0.48095152,0.49159310,0.50889407,0.52107188,0.53724727,0.54577998,0.56143798,0.57737977,0.59164708,0.59710132,0.60553980,0.61815345,0.64879804,0.66224174,0.67414976,0.69001406,0.70028012,0.71044861,0.72165767,0.74069761,0.79444136,0.92394876,1.21274953
shake_intensity,3,2020-04-06 02:10:00,0.5010454,0.5245892,0.14089887,0.81966533,0.1808402,0.7536448,0.2457783,0.7070984,0.3931205,0.6587833,0.12289334,0.17336973,0.20698401,0.22513975,0.25158684,0.27237924,0.29067965,0.30861421,0.32524954,0.34209171,0.35935319,0.37031436,0.38880519,0.40525890,0.41830413,0.43491558,0.45150339,0.46851987,0.48567472,0.49355765,0.50657194,0.51650255,0.52534636,0.53286535,0.54290793,0.55295014,0.57721832,0.59591149,0.61126891,0.62316060,0.62975953,0.64807512,0.65434103,0.67349456,0.68848688,0.70423099,0.71860813,0.74940839,0.78842400,0.86157317,1.17540642
shake_intensity,3,2020-04-06 02:15:00,0.4979666,0.5081069,0.15283919,0.83847092,0.1340339,0.7136539,0.2390584,0.6927672,0.4412177,0.6927672,0.13403391,0.17085021,0.20137108,0.23717762,0.25181385,0.27347618,0.29099991,0.31327860,0.32862091,0.34183867,0.35423107,0.37093100,0.38186241,0.39463893,0.41565210,0.43922818,0.45787213,0.47207771,0.47348658,0.48049844,0.49214406,0.50304632,0.51609299,0.53127597,0.54321850,0.55601627,0.56593775,0.58756171,0.59423984,0.60736799,0.63156730,0.64331846,0.65129169,0.66483065,0.68583592,0.69137909,0.71228253,0.77072931,0.81903512,0.85276899,1.14191970
shake_intensity,3,2020-04-06 02:20:00,0.5019430,0.5603014,0.14344517,0.85139620,0.1434452,0.7291000,0.2518391,0.7005301,0.4073074,0.6562743,0.12741662,0.16243733,0.19188374,0.23689305,0.26535856,0.28431330,0.29807124,0.31469304,0.32450906,0.33626829,0.35368755,0.36866975,0.38814180,0.40965928,0.41720524,0.43037674,0.44162204,0.45270315,0.46658538,0.47998726,0.50145922,0.50769840,0.52285125,0.54203119,0.55269794,0.56063465,0.57822397,0.58893728,0.59741195,0.62687114,0.64009341,0.64538592,0.64838694,0.66895618,0.68221972,0.69629742,0.72283264,0.77266557,0.84735769,0.91626616,1.14579501
shake_intensity,3,2020-04-06 02:25:00,0.5047248,0.5729021,0.13849141,0.84136176,0.1625895,0.7541263,0.2691829,0.7294093,0.4229279,0.6720657,0.13849141,0.16339226,0.20345175,0.23579795,0.27097501,0.27990428,0.29999674,0.31653059,0.32933218,0.33593055,0.35242464,0.37232005,0.39016531,0.41634083,0.42626140,0.43656518,0.45514224,0.46300108,0.46995437,0.48826380,0.50948696,0.52128225,0.53639945,0.54430363,0.55719257,0.56682499,0.58568591,0.59306160,0.60940443,0.62177254,0.63309074,0.64555328,0.65962351,0.66927907,0.67798476,0.70516000,0.73099243,0.76627967,0.83569251,0.89598595,1.05329972
shake_intensity,3,2020-04-06 02:30:00,0.5065766,0.5488190,0.13666137,0.83764316,0.1492227,0.7400460,0.2620756,0.7309232,0.4070985,0.6527825,0.12931726,0.17082784,0.20322166,0.22299408,0.26156815,0.29349267,0.30494805,0.31627655,0.33383830,0.34253633,0.36136486,0.39520160,0.40424936,0.41426516,0.42720898,0.43890511,0.45827710,0.47341694,0.48713497,0.50654690,0.51015008,0.52097649,0.53237112,0.54090375,0.54713823,0.57202811,0.58067777,0.59462807,0.60802973,0.61706481,0.62907964,0.64517931,0.65202617,0.66278571,0.67501376,0.70922061,0.72892898,0.79078129,0.83134526,0.92140796,1.04949544
shake_intensity,3,2020-04-06 02:35:00,0.5084178,0.5398685,0.14007466,0.82361591,0.1646749,0.7609875,0.2699449,0.7526960,0.3952153,0.6445557,0.11926594,0.16824928,0.20431497,0.22631485,0.24979577,0.28517676,0.31284288,0.31896406,0.33776474,0.34644275,0.36478111,0.38747696,0.39967650,0.40831614,0.43303841,0.45123960,0.46249819,0.47215735,0.48343619,0.49575013,0.51119007,0.51965855,0.52702474,0.54886714,0.55894839,0.56810308,0.57569628,0.59027799,0.60253175,0.61800513,0.62359671,0.64378217,0.65384430,0.67657678,0.69985100,0.71151557,0.74364032,0.79518054,0.80535596,0.95018130,1.10976328
shake_intensity,3,2020-04-06 02:40:00,0.5052761,0.4848400,0.14097210,0.84595636,0.1947433,0.7961693,0.3115217,0.7965940,0.4505616,0.7011627,0.12988597,0.17289886,0.19615304,0.21753494,0.25846068,0.29225037,0.31319546,0.32084585,0.33998960,0.35111945,0.36249590,0.38705007,0.39811049,0.41975371,0.43178720,0.45066984,0.45876700,0.46447038,0.47106281,0.47844491,0.48817674,0.50139907,0.53077910,0.53940129,0.54907630,0.56088690,0.56945208,0.59063607,0.60337954,0.61678284,0.62996655,0.65463371,0.66355481,0.67570585,0.69077391,0.70392957,0.74359110,0.78190261,0.79865790,0.94162955,1.14120285
shake_intensity,3,2020-04-06 02:45:00,0.5063652,0.4841125,0.14722814,0.83751795,0.1649672,0.7705931,0.2395701,0.7261553,0.3285483,0.5725764,0.13302482,0.17656461,0.19668549,0.22504116,0.26088950,0.28449071,0.31588090,0.33246313,0.34296861,0.35627494,0.36284215,0.38987064,0.40934174,0.42087720,0.43697351,0.44339018,0.45286669,0.46132367,0.46931308,0.48064674,0.49814754,0.50837033,0.51752257,0.53383791,0.54853544,0.56076759,0.56613148,0.58063549,0.59320709,0.60682181,0.63357111,0.64931882,0.65886551,0.67347418,0.69343680,0.71987099,0.75003043,0.79398869,0.82248964,0.88952010,1.15769975
shake_intensity,3,2020-04-06 02:50:00,0.5129677,0.4635661,0.15442315,0.88958728,0.1916219,0.8260473,0.2752628,0.7434191,0.4212283,0.6647477,0.12204659,0.18494370,0.20570940,0.23178181,0.27868133,0.28854524,0.31238083,0.32825041,0.33863104,0.35569147,0.38364790,0.39775091,0.42019599,0.42878866,0.43520709,0.44457511,0.45141640,0.45927486,0.46813028,0.47636873,0.49576276,0.50240429,0.52471140,0.53245479,0.54498863,0.56591869,0.58199658,0.59680627,0.61432694,0.62663086,0.63881336,0.64701684,0.66311360,0.68375635,0.71308361,0.72933290,0.75253919,0.82370345,0.85871353,0.92117210,1.15381798
shake_intensity,3,2020-04-06 02:55:00,0.5127943,0.4812641,0.11900323,0.85589924,0.1628554,0.7987725,0.2279768,0.7226543,0.4087246,0.6499800,0.11900323,0.18799341,0.20495940,0.23558675,0.26751643,0.29667432,0.30987267,0.32962667,0.34866532,0.36389569,0.38050359,0.39774534,0.41537087,0.41927292,0.43414567,0.44741412,0.46234696,0.47451782,0.47699155,0.48389211,0.49552490,0.51166319,0.52277101,0.52634526,0.54815090,0.56481438,0.57754341,0.58286019,0.60528557,0.61993843,0.63770680,0.64376829,0.66896229,0.68511339,0.70462890,0.73005157,0.75960311,0.82374308,0.85144407,0.92399300,1.10519998
shake_intensity,3,2020-04-06 03:00:00,0.5138780,0.4837757,0.17852183,0.91454163,0.1560487,0.7902838,0.2795842,0.7455898,0.3683073,0.5969786,0.11667274,0.17195920,0.20568942,0.24030530,0.28012935,0.30085303,0.32234478,0.33948856,0.35814061,0.37594929,0.38884857,0.40222144,0.41185297,0.42258886,0.42934462,0.44273049,0.45594405,0.47042076,0.47726657,0.48875531,0.50877549,0.51400293,0.52254184,0.53108570,0.54267878,0.55318374,0.57038827,0.58095745,0.58805840,0.61473540,0.64326996,0.65855229,0.67659361,0.68594755,0.71628342,0.73015151,0.74640518,0.80687025,0.87007484,0.90527712,1.18665766
shake_intensity,3,2020-04-06 03:05:00,0.5146881,0.4672127,0.12056899,0.84512083,0.1609534,0.7806323,0.2947555,0.7436119,0.3594659,0.5938725,0.12056899,0.16691312,0.20234277,0.25065989,0.29263175,0.31689568,0.32556329,0.35059719,0.36378253,0.37281165,0.39208512,0.40556528,0.42214017,0.42837167,0.43692397,0.44903990,0.45701156,0.46622984,0.47930250,0.49128564,0.49488821,0.50733832,0.52525206,0.53831693,0.54605365,0.55962251,0.57000079,0.59119445,0.60126377,0.62499452,0.63742821,0.64855211,0.66507882,0.68397116,0.70005833,0.71796018,0.73898564,0.78111248,0.83393313,0.95426703,1.16142455
shake_intensity,3,2020-04-06 03:10:00,0.5197081,0.5144390,0.12239310,0.87519659,0.1855875,0.7936590,0.3143885,0.7780579,0.3980537,0.6322349,0.11613161,0.17109817,0.20898642,0.23556526,0.28705799,0.31588066,0.33133154,0.34749011,0.36524617,0.37572996,0.39449259,0.39946459,0.41170797,0.42936383,0.43699007,0.44851525,0.46179074,0.47203379,0.48423924,0.49903635,0.51061846,0.52381659,0.53014305,0.54973677,0.56382298,0.56837030,0.58085956,0.59578333,0.60122546,0.62183565,0.62988257,0.64229442,0.66464297,0.68333235,0.71027762,0.74118817,0.76828710,0.79106429,0.87243321,0.92660688,1.13544820
shake_intensity,3,2020-04-06 03:15:00,0.5251750,0.5006851,0.12582839,0.86537063,0.1733733,0.7955224,0.3077471,0.7840256,0.3318143,0.5729531,0.11508432,0.17302727,0.21426557,0.25136098,0.29530566,0.31512736,0.33194099,0.34370257,0.37014831,0.38202641,0.38815248,0.40548007,0.41759200,0.43797563,0.44972517,0.45768885,0.47054743,0.48110533,0.49263211,0.50032280,0.51241291,0.52654538,0.53695063,0.54881208,0.55582538,0.56374925,0.57332535,0.59285660,0.61829045,0.63045197,0.64590275,0.66881975,0.69542193,0.71232560,0.72429262,0.74571790,0.77136611,0.79299926,0.86153543,0.92370948,1.10697252
shake_intensity,3,2020-04-06 03:20:00,0.5274239,0.4994709,0.14655631,0.88400047,0.1543018,0.7893450,0.3129557,0.7893450,0.3894922,0.6301510,0.11596194,0.16471923,0.20322196,0.25771227,0.29159920,0.31814680,0.33630799,0.34724562,0.36547206,0.37903807,0.39568231,0.41025752,0.42847940,0.43467153,0.44581441,0.45627024,0.47030712,0.48108161,0.49706406,0.50435812,0.51133049,0.52544021,0.54190313,0.54775842,0.55663647,0.57312162,0.58634964,0.60208018,0.61239651,0.62405691,0.64967922,0.66480569,0.67381457,0.68099038,0.73440007,0.75091067,0.76700602,0.80899190,0.85774630,0.96772690,1.31197698
shake_intensity,3,2020-04-06 03:25:00,0.5272813,0.4835269,0.10832679,0.84137327,0.1361742,0.7635291,0.3041505,0.7557071,0.4408634,0.6808978,0.10832679,0.17603066,0.20648644,0.24652636,0.29945890,0.31534805,0.33317650,0.34083771,0.37114407,0.39896408,0.40873326,0.41860157,0.43823687,0.44458432,0.45326212,0.46021135,0.47369333,0.48355259,0.49002660,0.50056972,0.51320388,0.52437069,0.52984259,0.54613748,0.56159688,0.58286898,0.59010422,0.60790676,0.62198431,0.64523642,0.65534494,0.66976889,0.67800712,0.70014062,0.71178180,0.72206361,0.75455613,0.81279644,0.83477179,0.95611293,1.32379964
