location,cat,time,rating,count
3,buildings,2020-04-08 08:50:00,5,259
3,shake_intensity,2020-04-08 08:40:00,6,259
3,power,2020-04-08 08:45:00,8,258
3,roads_and_bridges,2020-04-08 08:55:00,6,258
3,shake_intensity,2020-04-08 08:50:00,6,257
3,power,2020-04-08 08:50:00,8,254
3,shake_intensity,2020-04-08 08:55:00,6,254
3,roads_and_bridges,2020-04-08 08:45:00,6,253
3,buildings,2020-04-08 08:55:00,5,252
3,sewer_and_water,2020-04-08 08:45:00,6,251
3,sewer_and_water,2020-04-08 08:55:00,6,251
8,power,2020-04-10 02:30:00,10,251
3,sewer_and_water,2020-04-08 08:50:00,6,249
3,medical,2020-04-08 08:50:00,7,248
3,sewer_and_water,2020-04-08 08:40:00,6,248
3,shake_intensity,2020-04-08 08:45:00,6,248
3,medical,2020-04-08 09:00:00,7,245
11,shake_intensity,2020-04-08 11:30:00,3,242
3,power,2020-04-08 09:00:00,8,241
3,roads_and_bridges,2020-04-08 08:50:00,6,241
3,roads_and_bridges,2020-04-08 09:05:00,6,240
3,shake_intensity,2020-04-08 09:00:00,6,233
9,buildings,2020-04-08 23:45:00,6,232
3,sewer_and_water,2020-04-08 09:00:00,6,230
9,sewer_and_water,2020-04-08 23:45:00,7,230
3,buildings,2020-04-08 08:45:00,5,228
3,medical,2020-04-08 09:05:00,7,227
3,power,2020-04-08 09:05:00,8,227
3,buildings,2020-04-08 09:05:00,5,225
3,roads_and_bridges,2020-04-08 09:00:00,6,224
3,buildings,2020-04-08 09:00:00,5,223
9,roads_and_bridges,2020-04-08 23:45:00,7,223
8,shake_intensity,2020-04-10 02:30:00,2,222
9,medical,2020-04-08 23:45:00,5,222
3,sewer_and_water,2020-04-08 09:05:00,6,216
9,power,2020-04-08 23:45:00,7,216
3,medical,2020-04-08 09:10:00,7,215
3,roads_and_bridges,2020-04-08 09:10:00,6,214
3,buildings,2020-04-08 09:10:00,5,211
3,sewer_and_water,2020-04-08 09:10:00,6,210
3,shake_intensity,2020-04-08 09:05:00,6,208
3,power,2020-04-08 09:10:00,8,201
3,shake_intensity,2020-04-08 09:10:00,6,201
3,medical,2020-04-08 09:15:00,7,197
3,roads_and_bridges,2020-04-08 09:15:00,6,184
3,shake_intensity,2020-04-08 09:15:00,6,182
3,buildings,2020-04-08 09:15:00,5,180
3,power,2020-04-08 09:15:00,8,175
3,sewer_and_water,2020-04-08 09:15:00,6,175
9,shake_intensity,2020-04-08 23:45:00,0,162
14,roads_and_bridges,2020-04-08 08:40:00,7,142
3,buildings,2020-04-08 08:45:00,6,137
3,power,2020-04-09 15:00:00,10,137
8,shake_intensity,2020-04-08 12:05:00,2,136
3,sewer_and_water,2020-04-08 08:40:00,7,135
8,shake_intensity,2020-04-08 10:15:00,2,135
3,sewer_and_water,2020-04-09 15:00:00,10,133
3,roads_and_bridges,2020-04-09 15:00:00,10,132
3,medical,2020-04-08 08:35:00,7,130
14,shake_intensity,2020-04-08 08:40:00,4,129
3,buildings,2020-04-08 08:40:00,6,128
8,roads_and_bridges,2020-04-08 10:25:00,7,128
8,roads_and_bridges,2020-04-09 09:15:00,6,127
3,sewer_and_water,2020-04-08 08:45:00,5,126
3,shake_intensity,2020-04-08 08:40:00,7,125
8,buildings,2020-04-09 09:15:00,4,125
8,shake_intensity,2020-04-08 10:20:00,2,125
8,shake_intensity,2020-04-08 12:10:00,2,125
14,power,2020-04-08 08:40:00,7,125
11,roads_and_bridges,2020-04-08 11:30:00,6,124
3,roads_and_bridges,2020-04-08 08:45:00,5,123
8,shake_intensity,2020-04-08 10:25:00,2,123
11,power,2020-04-08 11:30:00,10,123
3,power,2020-04-08 08:40:00,7,122
8,shake_intensity,2020-04-09 09:15:00,0,122
14,buildings,2020-04-08 08:40:00,5,122
14,roads_and_bridges,2020-04-08 09:00:00,7,122
8,power,2020-04-09 09:15:00,6,121
3,sewer_and_water,2020-04-08 08:55:00,7,120
3,shake_intensity,2020-04-08 08:45:00,7,119
3,buildings,2020-04-08 08:45:00,4,118
3,medical,2020-04-08 08:40:00,6,118
8,sewer_and_water,2020-04-09 09:15:00,6,118
11,medical,2020-04-08 11:30:00,3,118
11,shake_intensity,2020-04-08 11:30:00,2,118
3,power,2020-04-08 08:45:00,7,117
3,roads_and_bridges,2020-04-08 08:35:00,6,117
8,power,2020-04-08 10:25:00,7,117
8,shake_intensity,2020-04-08 10:35:00,2,117
10,shake_intensity,2020-04-09 04:40:00,0,117
3,sewer_and_water,2020-04-08 08:35:00,6,116
3,shake_intensity,2020-04-08 08:55:00,5,116
3,shake_intensity,2020-04-08 09:05:00,5,116
8,buildings,2020-04-08 10:15:00,5,116
8,roads_and_bridges,2020-04-08 10:30:00,7,116
11,sewer_and_water,2020-04-08 11:30:00,5,116
3,shake_intensity,2020-04-08 08:45:00,5,115
14,sewer_and_water,2020-04-08 08:40:00,6,115
3,buildings,2020-04-08 08:55:00,4,114
3,power,2020-04-08 08:40:00,9,114
3,roads_and_bridges,2020-04-08 08:50:00,5,114
3,sewer_and_water,2020-04-08 09:05:00,7,114
8,sewer_and_water,2020-04-08 10:30:00,7,114
8,shake_intensity,2020-04-08 10:30:00,2,114
11,buildings,2020-04-08 11:30:00,6,114
3,roads_and_bridges,2020-04-08 08:40:00,7,113
3,shake_intensity,2020-04-08 08:35:00,6,113
8,power,2020-04-08 10:20:00,7,113
3,power,2020-04-08 08:55:00,9,112
11,medical,2020-04-08 11:30:00,5,112
14,roads_and_bridges,2020-04-08 08:45:00,7,112
14,roads_and_bridges,2020-04-08 08:50:00,7,112
14,sewer_and_water,2020-04-08 08:45:00,6,112
3,medical,2020-04-09 15:00:00,7,111
3,roads_and_bridges,2020-04-08 08:55:00,5,111
3,shake_intensity,2020-04-08 09:10:00,7,111
11,shake_intensity,2020-04-08 11:30:00,4,111
14,sewer_and_water,2020-04-08 09:05:00,6,111
3,medical,2020-04-08 08:45:00,6,110
3,power,2020-04-08 09:05:00,9,110
8,shake_intensity,2020-04-08 10:40:00,2,110
14,buildings,2020-04-08 08:50:00,5,110
3,buildings,2020-04-08 08:35:00,5,109
3,medical,2020-04-08 08:50:00,8,109
8,shake_intensity,2020-04-08 09:20:00,2,109
11,power,2020-04-08 11:30:00,8,109
3,buildings,2020-04-08 08:40:00,4,108
3,roads_and_bridges,2020-04-08 08:45:00,7,108
8,buildings,2020-04-08 09:20:00,5,108
14,roads_and_bridges,2020-04-08 08:55:00,7,108
14,shake_intensity,2020-04-08 08:50:00,4,108
14,shake_intensity,2020-04-08 09:05:00,4,108
3,buildings,2020-04-08 08:55:00,6,107
3,medical,2020-04-08 08:40:00,8,107
3,medical,2020-04-08 08:45:00,8,107
3,power,2020-04-08 08:45:00,9,107
3,shake_intensity,2020-04-08 08:40:00,5,107
11,sewer_and_water,2020-04-08 11:30:00,7,107
14,buildings,2020-04-08 09:15:00,5,107
3,power,2020-04-08 08:50:00,7,106
3,sewer_and_water,2020-04-08 08:50:00,7,106
8,buildings,2020-04-08 10:20:00,5,106
8,buildings,2020-04-08 10:30:00,5,106
14,power,2020-04-08 09:00:00,7,106
3,medical,2020-04-08 09:05:00,8,105
3,power,2020-04-08 08:35:00,8,105
3,roads_and_bridges,2020-04-08 08:50:00,7,105
3,sewer_and_water,2020-04-08 08:40:00,5,105
8,buildings,2020-04-08 12:10:00,7,105
8,power,2020-04-08 10:30:00,7,105
14,shake_intensity,2020-04-08 09:00:00,4,105
3,buildings,2020-04-08 08:50:00,6,104
3,buildings,2020-04-08 09:05:00,6,104
3,medical,2020-04-08 08:55:00,8,104
3,power,2020-04-08 09:10:00,7,104
3,sewer_and_water,2020-04-08 09:15:00,7,104
3,shake_intensity,2020-04-08 08:50:00,7,104
8,buildings,2020-04-08 10:25:00,5,104
8,sewer_and_water,2020-04-08 09:30:00,7,104
11,buildings,2020-04-08 11:30:00,4,104
3,sewer_and_water,2020-04-08 09:00:00,5,103
8,sewer_and_water,2020-04-08 09:20:00,7,103
11,roads_and_bridges,2020-04-08 11:30:00,4,103
14,buildings,2020-04-08 08:55:00,5,103
14,power,2020-04-08 09:05:00,7,103
3,buildings,2020-04-08 09:00:00,6,102
8,sewer_and_water,2020-04-08 12:10:00,9,102
14,buildings,2020-04-08 09:00:00,5,102
14,shake_intensity,2020-04-08 09:10:00,4,102
3,medical,2020-04-08 08:50:00,6,101
3,sewer_and_water,2020-04-08 08:50:00,5,101
3,shake_intensity,2020-04-08 08:55:00,7,101
3,shake_intensity,2020-04-08 09:00:00,7,101
8,buildings,2020-04-08 10:35:00,5,101
8,sewer_and_water,2020-04-08 10:25:00,8,101
3,roads_and_bridges,2020-04-08 09:00:00,7,100
3,roads_and_bridges,2020-04-08 09:15:00,7,100
3,shake_intensity,2020-04-08 08:50:00,5,100
8,roads_and_bridges,2020-04-08 10:35:00,7,100
14,buildings,2020-04-08 08:45:00,5,100
14,buildings,2020-04-08 09:10:00,5,100
3,sewer_and_water,2020-04-08 08:45:00,7,99
8,sewer_and_water,2020-04-08 10:20:00,7,99
8,shake_intensity,2020-04-08 10:05:00,2,99
8,shake_intensity,2020-04-08 10:45:00,2,99
14,roads_and_bridges,2020-04-08 09:05:00,7,99
3,power,2020-04-08 09:15:00,9,98
3,roads_and_bridges,2020-04-08 08:55:00,7,98
8,power,2020-04-08 12:10:00,9,98
8,sewer_and_water,2020-04-08 09:05:00,7,98
8,sewer_and_water,2020-04-08 10:35:00,7,98
14,shake_intensity,2020-04-08 08:45:00,4,98
3,buildings,2020-04-08 09:00:00,4,97
3,buildings,2020-04-08 09:15:00,6,97
8,power,2020-04-08 10:15:00,7,97
8,power,2020-04-08 10:35:00,7,97
8,power,2020-04-08 12:05:00,9,97
8,roads_and_bridges,2020-04-08 10:20:00,7,97
14,power,2020-04-08 08:45:00,7,97
14,power,2020-04-08 08:55:00,7,97
14,sewer_and_water,2020-04-08 09:10:00,6,97
14,shake_intensity,2020-04-08 08:55:00,4,97
3,buildings,2020-04-08 08:50:00,4,96
3,buildings,2020-04-09 15:00:00,7,96
8,buildings,2020-04-08 12:05:00,7,96
8,power,2020-04-08 09:30:00,7,96
3,buildings,2020-04-08 09:10:00,4,95
3,sewer_and_water,2020-04-08 09:10:00,7,95
3,shake_intensity,2020-04-08 09:05:00,7,95
8,buildings,2020-04-08 09:50:00,5,95
8,power,2020-04-08 10:45:00,7,95
8,roads_and_bridges,2020-04-08 09:05:00,7,95
8,roads_and_bridges,2020-04-08 09:45:00,7,95
8,roads_and_bridges,2020-04-08 12:10:00,9,95
14,buildings,2020-04-08 09:05:00,5,95
14,power,2020-04-08 08:50:00,7,95
14,sewer_and_water,2020-04-08 08:50:00,6,95
3,medical,2020-04-08 08:55:00,6,94
3,medical,2020-04-08 09:10:00,8,94
8,buildings,2020-04-08 09:30:00,5,94
8,sewer_and_water,2020-04-08 10:25:00,7,94
14,roads_and_bridges,2020-04-08 09:10:00,7,94
3,power,2020-04-08 08:55:00,7,93
3,roads_and_bridges,2020-04-08 09:05:00,5,93
3,sewer_and_water,2020-04-08 08:55:00,5,93
8,power,2020-04-08 09:05:00,7,93
8,power,2020-04-08 09:20:00,7,93
8,sewer_and_water,2020-04-08 10:15:00,8,93
8,shake_intensity,2020-04-08 10:10:00,2,93
14,power,2020-04-08 09:10:00,7,93
3,power,2020-04-08 08:50:00,9,92
3,roads_and_bridges,2020-04-08 09:00:00,5,92
3,roads_and_bridges,2020-04-08 09:05:00,7,92
8,power,2020-04-08 10:05:00,7,92
8,roads_and_bridges,2020-04-08 09:20:00,7,92
8,roads_and_bridges,2020-04-08 12:05:00,9,92
8,shake_intensity,2020-04-08 09:15:00,2,92
14,sewer_and_water,2020-04-08 09:00:00,6,92
3,buildings,2020-04-08 09:05:00,4,91
3,power,2020-04-08 09:00:00,7,91
3,roads_and_bridges,2020-04-08 08:40:00,5,91
3,roads_and_bridges,2020-04-08 09:10:00,5,91
8,buildings,2020-04-08 10:05:00,5,91
8,roads_and_bridges,2020-04-08 09:15:00,7,91
8,roads_and_bridges,2020-04-08 09:50:00,7,91
8,sewer_and_water,2020-04-08 12:05:00,9,91
9,medical,2020-04-08 08:40:00,5,91
14,shake_intensity,2020-04-08 09:15:00,4,91
3,medical,2020-04-08 09:00:00,6,90
3,power,2020-04-08 09:00:00,9,90
3,power,2020-04-08 09:15:00,7,90
3,sewer_and_water,2020-04-08 09:05:00,5,90
8,buildings,2020-04-08 11:00:00,5,90
8,roads_and_bridges,2020-04-08 09:30:00,7,90
3,buildings,2020-04-08 09:10:00,6,89
3,roads_and_bridges,2020-04-08 09:10:00,7,89
3,sewer_and_water,2020-04-08 09:10:00,5,89
3,shake_intensity,2020-04-08 09:00:00,5,89
3,shake_intensity,2020-04-09 15:00:00,5,89
8,buildings,2020-04-08 10:45:00,5,89
8,power,2020-04-08 10:40:00,7,89
8,sewer_and_water,2020-04-08 10:05:00,7,89
8,shake_intensity,2020-04-08 11:00:00,2,89
14,roads_and_bridges,2020-04-08 09:15:00,7,89
14,sewer_and_water,2020-04-08 08:55:00,6,89
3,medical,2020-04-08 09:00:00,8,88
3,medical,2020-04-08 09:05:00,6,88
3,sewer_and_water,2020-04-08 09:00:00,7,88
8,roads_and_bridges,2020-04-08 09:35:00,7,88
8,sewer_and_water,2020-04-08 10:30:00,8,88
8,shake_intensity,2020-04-08 09:30:00,2,88
8,buildings,2020-04-08 09:40:00,5,87
8,power,2020-04-08 10:25:00,8,87
8,sewer_and_water,2020-04-08 10:15:00,7,87
8,sewer_and_water,2020-04-08 10:35:00,8,87
8,shake_intensity,2020-04-08 09:10:00,2,87
9,power,2020-04-08 08:40:00,7,87
8,buildings,2020-04-08 09:05:00,5,86
8,buildings,2020-04-08 10:25:00,6,86
8,power,2020-04-08 09:55:00,7,86
8,roads_and_bridges,2020-04-08 10:10:00,7,86
8,sewer_and_water,2020-04-08 09:00:00,7,86
8,sewer_and_water,2020-04-08 10:20:00,8,86
8,sewer_and_water,2020-04-08 10:45:00,7,86
3,power,2020-04-08 09:05:00,7,85
3,shake_intensity,2020-04-08 09:10:00,5,85
8,buildings,2020-04-08 09:15:00,5,85
8,buildings,2020-04-08 09:45:00,5,85
8,power,2020-04-08 09:50:00,7,85
8,roads_and_bridges,2020-04-08 10:15:00,8,85
8,roads_and_bridges,2020-04-08 12:05:00,8,85
8,sewer_and_water,2020-04-08 09:35:00,7,85
8,shake_intensity,2020-04-08 10:50:00,2,85
3,buildings,2020-04-08 09:15:00,4,84
3,medical,2020-04-08 09:10:00,6,84
3,shake_intensity,2020-04-08 09:15:00,7,84
8,buildings,2020-04-08 10:40:00,5,84
8,roads_and_bridges,2020-04-08 10:35:00,8,84
8,roads_and_bridges,2020-04-08 11:05:00,7,84
8,shake_intensity,2020-04-08 09:45:00,2,84
9,medical,2020-04-09 16:15:00,5,84
9,sewer_and_water,2020-04-08 08:40:00,7,84
14,power,2020-04-08 09:20:00,7,84
3,medical,2020-04-08 09:15:00,6,83
3,sewer_and_water,2020-04-08 09:15:00,5,83
8,buildings,2020-04-08 10:35:00,6,83
8,buildings,2020-04-08 10:40:00,6,83
8,power,2020-04-08 09:35:00,7,83
8,power,2020-04-08 09:45:00,7,83
8,power,2020-04-08 10:10:00,7,83
8,roads_and_bridges,2020-04-08 09:00:00,7,83
8,sewer_and_water,2020-04-08 11:00:00,7,83
14,buildings,2020-04-08 09:30:00,5,83
3,power,2020-04-08 09:10:00,9,82
8,buildings,2020-04-08 09:10:00,5,82
8,buildings,2020-04-08 09:55:00,5,82
8,buildings,2020-04-08 11:05:00,5,82
8,power,2020-04-08 10:20:00,8,82
8,sewer_and_water,2020-04-08 09:15:00,7,82
8,sewer_and_water,2020-04-08 10:40:00,8,82
9,buildings,2020-04-08 23:45:00,5,82
9,power,2020-04-09 16:15:00,3,82
14,sewer_and_water,2020-04-08 09:15:00,6,82
14,sewer_and_water,2020-04-08 09:20:00,6,82
3,shake_intensity,2020-04-08 09:15:00,5,81
8,buildings,2020-04-08 10:10:00,5,81
8,buildings,2020-04-08 10:30:00,6,81
8,power,2020-04-08 09:10:00,7,81
8,roads_and_bridges,2020-04-08 10:05:00,7,81
8,roads_and_bridges,2020-04-08 11:00:00,7,81
8,sewer_and_water,2020-04-08 09:50:00,7,81
8,shake_intensity,2020-04-08 09:50:00,2,81
9,power,2020-04-08 23:45:00,6,81
14,roads_and_bridges,2020-04-08 09:20:00,7,81
14,sewer_and_water,2020-04-08 09:25:00,6,81
18,sewer_and_water,2020-04-08 08:45:00,3,81
8,roads_and_bridges,2020-04-08 10:25:00,8,80
8,roads_and_bridges,2020-04-09 17:05:00,10,80
8,sewer_and_water,2020-04-08 10:40:00,7,80
9,buildings,2020-04-08 08:40:00,6,80
14,power,2020-04-08 09:15:00,7,80
14,shake_intensity,2020-04-08 09:25:00,4,80
3,medical,2020-04-08 09:15:00,8,79
8,power,2020-04-08 09:15:00,7,79
8,power,2020-04-08 12:05:00,8,79
8,roads_and_bridges,2020-04-08 09:40:00,7,79
8,roads_and_bridges,2020-04-08 10:30:00,8,79
8,shake_intensity,2020-04-08 09:00:00,2,79
9,power,2020-04-09 16:05:00,3,79
9,sewer_and_water,2020-04-08 23:45:00,6,79
18,buildings,2020-04-08 08:50:00,5,79
18,power,2020-04-08 09:10:00,7,79
3,power,2020-04-10 12:00:00,8,78
8,roads_and_bridges,2020-04-08 10:15:00,7,78
8,sewer_and_water,2020-04-08 10:10:00,7,78
8,sewer_and_water,2020-04-08 10:50:00,7,78
8,shake_intensity,2020-04-08 09:35:00,2,78
8,shake_intensity,2020-04-08 09:40:00,2,78
8,shake_intensity,2020-04-08 11:15:00,2,78
9,roads_and_bridges,2020-04-09 16:05:00,6,78
9,sewer_and_water,2020-04-08 08:45:00,7,78
9,shake_intensity,2020-04-09 16:15:00,1,78
14,roads_and_bridges,2020-04-08 09:25:00,7,78
14,shake_intensity,2020-04-08 09:20:00,4,78
18,power,2020-04-08 08:50:00,7,78
18,roads_and_bridges,2020-04-08 08:45:00,4,78
3,roads_and_bridges,2020-04-08 09:15:00,5,77
8,buildings,2020-04-08 08:50:00,5,77
8,roads_and_bridges,2020-04-08 09:10:00,7,77
8,sewer_and_water,2020-04-08 09:45:00,7,77
8,shake_intensity,2020-04-08 09:05:00,2,77
9,buildings,2020-04-09 16:05:00,6,77
18,sewer_and_water,2020-04-08 08:40:00,3,77
8,power,2020-04-08 10:30:00,8,76
8,power,2020-04-08 10:35:00,8,76
8,power,2020-04-08 11:05:00,7,76
8,roads_and_bridges,2020-04-08 10:10:00,8,76
8,roads_and_bridges,2020-04-08 10:45:00,8,76
8,sewer_and_water,2020-04-08 09:10:00,7,76
8,shake_intensity,2020-04-08 11:05:00,2,76
8,shake_intensity,2020-04-08 11:25:00,2,76
9,shake_intensity,2020-04-08 08:40:00,1,76
14,buildings,2020-04-08 09:20:00,5,76
14,shake_intensity,2020-04-08 09:30:00,4,76
18,sewer_and_water,2020-04-08 09:10:00,3,76
8,buildings,2020-04-08 09:35:00,5,75
8,buildings,2020-04-08 10:50:00,5,75
8,roads_and_bridges,2020-04-08 08:50:00,7,75
8,roads_and_bridges,2020-04-08 10:40:00,7,75
8,roads_and_bridges,2020-04-08 10:45:00,7,75
8,roads_and_bridges,2020-04-08 10:50:00,7,75
8,roads_and_bridges,2020-04-09 17:25:00,10,75
8,sewer_and_water,2020-04-08 09:25:00,7,75
8,sewer_and_water,2020-04-08 09:40:00,7,75
9,buildings,2020-04-09 16:20:00,6,75
9,medical,2020-04-08 23:45:00,4,75
9,roads_and_bridges,2020-04-08 08:40:00,7,75
9,roads_and_bridges,2020-04-09 16:15:00,6,75
8,buildings,2020-04-08 10:55:00,6,74
8,power,2020-04-08 10:10:00,8,74
8,power,2020-04-08 11:15:00,7,74
8,roads_and_bridges,2020-04-08 09:25:00,7,74
8,roads_and_bridges,2020-04-08 09:55:00,7,74
8,sewer_and_water,2020-04-08 11:20:00,7,74
8,sewer_and_water,2020-04-08 12:05:00,8,74
9,power,2020-04-08 09:10:00,7,74
14,buildings,2020-04-08 09:25:00,5,74
18,buildings,2020-04-08 08:40:00,5,74
3,buildings,2020-04-10 12:00:00,5,73
8,buildings,2020-04-08 09:25:00,5,73
8,power,2020-04-08 09:40:00,7,73
8,power,2020-04-08 10:50:00,7,73
8,power,2020-04-08 11:00:00,7,73
8,roads_and_bridges,2020-04-08 10:40:00,8,73
8,roads_and_bridges,2020-04-08 10:50:00,8,73
8,sewer_and_water,2020-04-08 09:55:00,7,73
8,sewer_and_water,2020-04-08 10:50:00,8,73
8,shake_intensity,2020-04-08 08:55:00,2,73
8,shake_intensity,2020-04-08 10:55:00,2,73
9,roads_and_bridges,2020-04-08 08:45:00,7,73
9,sewer_and_water,2020-04-09 16:10:00,9,73
8,buildings,2020-04-08 09:00:00,5,72
8,power,2020-04-08 10:55:00,7,72
8,roads_and_bridges,2020-04-08 10:20:00,8,72
8,sewer_and_water,2020-04-08 10:00:00,7,72
8,shake_intensity,2020-04-08 11:20:00,2,72
14,sewer_and_water,2020-04-08 09:30:00,6,72
18,roads_and_bridges,2020-04-08 09:10:00,4,72
18,sewer_and_water,2020-04-08 09:00:00,3,72
18,shake_intensity,2020-04-08 08:55:00,4,72
2,sewer_and_water,2020-04-08 09:15:00,3,71
2,sewer_and_water,2020-04-08 09:25:00,3,71
8,power,2020-04-08 08:50:00,7,71
8,power,2020-04-08 09:25:00,7,71
8,power,2020-04-08 10:00:00,7,71
8,power,2020-04-08 10:15:00,8,71
8,roads_and_bridges,2020-04-08 08:55:00,7,71
8,roads_and_bridges,2020-04-08 10:55:00,7,71
8,roads_and_bridges,2020-04-09 16:55:00,10,71
8,roads_and_bridges,2020-04-09 17:00:00,10,71
