loc,cat,dateHour,maxMAP,maxCIR
4,shake_intensity,2020-04-09 20:00:00,4.98,2.94
4,shake_intensity,2020-04-09 21:00:00,5.09,3.75
4,shake_intensity,2020-04-09 22:00:00,4.88,4.21
4,shake_intensity,2020-04-09 23:00:00,4.34,2.51
4,shake_intensity,2020-04-10 00:00:00,4.56,3.48
4,shake_intensity,2020-04-10 03:00:00,2.11,2.98
4,shake_intensity,2020-04-10 15:00:00,0.85,1.16
4,shake_intensity,2020-04-10 18:00:00,0.67,1.52
4,shake_intensity,2020-04-10 23:00:00,0.52,1.42
5,shake_intensity,2020-04-06 14:00:00,0.89,0.9
5,shake_intensity,2020-04-06 15:00:00,0.74,0.79
5,shake_intensity,2020-04-06 16:00:00,0.55,0.59
5,shake_intensity,2020-04-06 17:00:00,0.47,0.39
5,shake_intensity,2020-04-06 18:00:00,0.4,0.28
5,shake_intensity,2020-04-06 19:00:00,0.44,0.25
5,shake_intensity,2020-04-06 20:00:00,0.43,0.36
5,shake_intensity,2020-04-06 21:00:00,0.43,0.25
5,shake_intensity,2020-04-06 22:00:00,0.4,0.23
5,shake_intensity,2020-04-07 00:00:00,0.43,0.24
5,shake_intensity,2020-04-07 01:00:00,0.41,0.2
5,shake_intensity,2020-04-07 03:00:00,0.43,0.29
5,shake_intensity,2020-04-07 05:00:00,0.4,0.21
5,shake_intensity,2020-04-07 07:00:00,0.4,0.22
5,shake_intensity,2020-04-07 08:00:00,0.37,0.28
5,shake_intensity,2020-04-07 09:00:00,0.43,0.35
5,shake_intensity,2020-04-07 13:00:00,0.4,0.21
5,shake_intensity,2020-04-07 15:00:00,0.45,0.41
5,shake_intensity,2020-04-07 17:00:00,0.41,0.22
5,shake_intensity,2020-04-07 20:00:00,0.43,0.28
5,shake_intensity,2020-04-07 23:00:00,0.44,0.29
5,shake_intensity,2020-04-08 00:00:00,0.4,0.31
5,shake_intensity,2020-04-08 01:00:00,0.4,0.24
5,shake_intensity,2020-04-08 04:00:00,0.4,0.26
5,shake_intensity,2020-04-08 05:00:00,0.43,0.27
5,shake_intensity,2020-04-08 06:00:00,0.38,0.26
5,shake_intensity,2020-04-08 08:00:00,0.94,0.4
5,shake_intensity,2020-04-08 09:00:00,1,0.36
5,shake_intensity,2020-04-08 10:00:00,0.96,0.26
5,shake_intensity,2020-04-08 11:00:00,0.83,0.32
5,shake_intensity,2020-04-08 12:00:00,0.79,0.38
5,shake_intensity,2020-04-08 13:00:00,0.78,0.34
5,shake_intensity,2020-04-08 14:00:00,0.72,0.49
5,shake_intensity,2020-04-08 15:00:00,0.66,0.41
5,shake_intensity,2020-04-08 16:00:00,0.71,0.48
5,shake_intensity,2020-04-08 17:00:00,0.6,0.43
5,shake_intensity,2020-04-08 19:00:00,0.64,0.45
5,shake_intensity,2020-04-08 20:00:00,0.51,0.63
5,shake_intensity,2020-04-09 01:00:00,0.58,0.69
5,shake_intensity,2020-04-09 05:00:00,0.62,0.67
5,shake_intensity,2020-04-09 11:00:00,0.56,0.89
5,shake_intensity,2020-04-09 14:00:00,0.61,0.69
5,shake_intensity,2020-04-09 15:00:00,0.51,0.76
5,shake_intensity,2020-04-09 16:00:00,0.39,0.24
5,shake_intensity,2020-04-09 17:00:00,0.39,0.23
5,shake_intensity,2020-04-09 18:00:00,0.33,0.25
5,shake_intensity,2020-04-09 19:00:00,0.3,0.26
5,shake_intensity,2020-04-09 20:00:00,0.31,0.27
5,shake_intensity,2020-04-09 21:00:00,0.28,0.3
5,shake_intensity,2020-04-09 22:00:00,0.3,0.31
5,shake_intensity,2020-04-10 00:00:00,0.31,0.28
5,shake_intensity,2020-04-10 01:00:00,0.29,0.4
5,shake_intensity,2020-04-10 02:00:00,0.33,0.35
5,shake_intensity,2020-04-10 03:00:00,0.36,0.34
5,shake_intensity,2020-04-10 05:00:00,0.32,0.38
5,shake_intensity,2020-04-10 07:00:00,0.37,0.49
5,shake_intensity,2020-04-10 08:00:00,0.38,0.61
5,shake_intensity,2020-04-10 09:00:00,0.32,0.47
5,shake_intensity,2020-04-10 10:00:00,0.37,0.53
5,shake_intensity,2020-04-10 11:00:00,0.39,0.39
5,shake_intensity,2020-04-10 12:00:00,0.32,0.46
5,shake_intensity,2020-04-10 15:00:00,0.37,0.48
5,shake_intensity,2020-04-10 16:00:00,0.35,0.36
5,shake_intensity,2020-04-10 20:00:00,0.39,0.38
5,shake_intensity,2020-04-10 21:00:00,0.32,0.57
5,shake_intensity,2020-04-10 22:00:00,0.37,0.55
5,shake_intensity,2020-04-10 23:00:00,0.34,0.41
6,shake_intensity,2020-04-06 02:00:00,1,0.94
6,shake_intensity,2020-04-06 03:00:00,0.8,1.12
6,shake_intensity,2020-04-06 04:00:00,0.66,1.34
6,shake_intensity,2020-04-06 05:00:00,0.84,1.13
6,shake_intensity,2020-04-06 06:00:00,0.83,0.83
6,shake_intensity,2020-04-06 07:00:00,0.72,0.83
6,shake_intensity,2020-04-06 08:00:00,0.65,0.72
6,shake_intensity,2020-04-06 09:00:00,0.69,0.53
6,shake_intensity,2020-04-06 11:00:00,0.71,0.56
6,shake_intensity,2020-04-06 12:00:00,0.76,0.67
6,shake_intensity,2020-04-06 13:00:00,0.71,0.56
6,shake_intensity,2020-04-06 14:00:00,0.69,0.54
6,shake_intensity,2020-04-06 15:00:00,0.71,0.51
6,shake_intensity,2020-04-06 16:00:00,0.53,0.32
6,shake_intensity,2020-04-06 17:00:00,0.34,0.26
6,shake_intensity,2020-04-06 18:00:00,0.37,0.27
6,shake_intensity,2020-04-06 19:00:00,0.32,0.21
6,shake_intensity,2020-04-06 20:00:00,0.34,0.15
6,shake_intensity,2020-04-06 21:00:00,0.31,0.21
6,shake_intensity,2020-04-06 22:00:00,0.33,0.32
6,shake_intensity,2020-04-07 00:00:00,0.35,0.33
6,shake_intensity,2020-04-07 01:00:00,0.3,0.36
6,shake_intensity,2020-04-07 02:00:00,0.32,0.1
6,shake_intensity,2020-04-07 03:00:00,0.3,0.39
6,shake_intensity,2020-04-07 04:00:00,0.25,0.38
6,shake_intensity,2020-04-07 07:00:00,0.31,0.14
6,shake_intensity,2020-04-07 08:00:00,0.29,0.38
6,shake_intensity,2020-04-07 09:00:00,0.35,0.32
6,shake_intensity,2020-04-07 11:00:00,0.34,0.25
6,shake_intensity,2020-04-07 12:00:00,0.36,0.28
6,shake_intensity,2020-04-07 13:00:00,0.42,0.61
6,shake_intensity,2020-04-07 14:00:00,0.47,0.76
6,shake_intensity,2020-04-07 15:00:00,0.37,0.15
6,shake_intensity,2020-04-07 16:00:00,0.4,0.64
6,shake_intensity,2020-04-07 17:00:00,0.44,0.27
6,shake_intensity,2020-04-07 19:00:00,0.41,0.49
6,shake_intensity,2020-04-07 20:00:00,0.45,0.49
6,shake_intensity,2020-04-07 23:00:00,0.42,0.32
6,shake_intensity,2020-04-08 00:00:00,0.44,0.36
6,shake_intensity,2020-04-08 02:00:00,0.39,0.22
6,shake_intensity,2020-04-08 03:00:00,0.57,0.54
6,shake_intensity,2020-04-08 05:00:00,0.41,0.3
6,shake_intensity,2020-04-08 06:00:00,0.46,0.44
6,shake_intensity,2020-04-08 08:00:00,2.01,1.27
6,shake_intensity,2020-04-08 09:00:00,2.26,0.62
6,shake_intensity,2020-04-08 10:00:00,2.04,0.68
6,shake_intensity,2020-04-08 11:00:00,1.25,0.6
6,shake_intensity,2020-04-08 12:00:00,1.16,0.68
6,shake_intensity,2020-04-08 13:00:00,1.11,0.66
6,shake_intensity,2020-04-08 14:00:00,1.07,0.92
6,shake_intensity,2020-04-08 15:00:00,1.27,1.12
6,shake_intensity,2020-04-08 16:00:00,1.08,0.99
6,shake_intensity,2020-04-08 17:00:00,1.05,1.15
6,shake_intensity,2020-04-08 18:00:00,0.77,1.14
6,shake_intensity,2020-04-08 19:00:00,0.65,0.96
6,shake_intensity,2020-04-08 20:00:00,0.68,1.07
6,shake_intensity,2020-04-08 21:00:00,0.69,0.84
6,shake_intensity,2020-04-08 22:00:00,0.49,0.73
6,shake_intensity,2020-04-08 23:00:00,0.48,0.74
6,shake_intensity,2020-04-09 00:00:00,0.45,0.82
6,shake_intensity,2020-04-09 01:00:00,0.4,1.02
6,shake_intensity,2020-04-09 02:00:00,0.55,0.87
6,shake_intensity,2020-04-09 03:00:00,0.54,1.1
6,shake_intensity,2020-04-09 05:00:00,0.55,1.06
6,shake_intensity,2020-04-09 06:00:00,0.6,1.12
6,shake_intensity,2020-04-09 08:00:00,0.55,0.91
6,shake_intensity,2020-04-09 09:00:00,0.58,0.84
6,shake_intensity,2020-04-09 10:00:00,0.52,0.87
6,shake_intensity,2020-04-09 11:00:00,0.37,0.81
6,shake_intensity,2020-04-09 12:00:00,0.66,0.98
6,shake_intensity,2020-04-09 13:00:00,0.53,0.88
6,shake_intensity,2020-04-09 14:00:00,0.53,0.94
6,shake_intensity,2020-04-09 15:00:00,1.1,0.8
6,shake_intensity,2020-04-09 16:00:00,1,0.43
6,shake_intensity,2020-04-09 17:00:00,1.03,0.53
6,shake_intensity,2020-04-09 18:00:00,1.02,0.66
6,shake_intensity,2020-04-09 19:00:00,1,0.78
6,shake_intensity,2020-04-09 20:00:00,0.89,0.89
6,shake_intensity,2020-04-09 21:00:00,0.72,0.9
6,shake_intensity,2020-04-09 22:00:00,0.59,0.84
6,shake_intensity,2020-04-09 23:00:00,0.68,0.85
6,shake_intensity,2020-04-10 00:00:00,0.68,1.1
6,shake_intensity,2020-04-10 03:00:00,0.66,1.08
6,shake_intensity,2020-04-10 04:00:00,0.4,0.62
6,shake_intensity,2020-04-10 05:00:00,0.44,0.71
6,shake_intensity,2020-04-10 06:00:00,0.41,0.82
6,shake_intensity,2020-04-10 07:00:00,0.45,0.81
6,shake_intensity,2020-04-10 08:00:00,0.45,0.74
6,shake_intensity,2020-04-10 10:00:00,0.44,1.06
6,shake_intensity,2020-04-10 11:00:00,0.51,0.71
6,shake_intensity,2020-04-10 12:00:00,0.43,0.71
6,shake_intensity,2020-04-10 13:00:00,0.48,0.88
6,shake_intensity,2020-04-10 14:00:00,0.49,0.62
6,shake_intensity,2020-04-10 15:00:00,0.41,0.56
6,shake_intensity,2020-04-10 16:00:00,0.57,0.85
6,shake_intensity,2020-04-10 18:00:00,0.57,1.15
6,shake_intensity,2020-04-10 19:00:00,0.55,1.01
6,shake_intensity,2020-04-10 20:00:00,0.58,0.91
6,shake_intensity,2020-04-10 21:00:00,0.55,0.98
6,shake_intensity,2020-04-10 22:00:00,0.5,0.86
6,shake_intensity,2020-04-10 23:00:00,0.56,0.9
7,shake_intensity,2020-04-08 08:00:00,5.02,3.24
7,shake_intensity,2020-04-08 09:00:00,5.04,1.91
7,shake_intensity,2020-04-08 10:00:00,5.08,1.32
7,shake_intensity,2020-04-08 11:00:00,4.88,1.77
7,shake_intensity,2020-04-08 12:00:00,4.81,1.55
7,shake_intensity,2020-04-08 13:00:00,4.56,1.73
7,shake_intensity,2020-04-08 15:00:00,4.57,1.91
7,shake_intensity,2020-04-08 16:00:00,4.78,1.62
7,shake_intensity,2020-04-08 17:00:00,3.81,2.49
7,shake_intensity,2020-04-09 15:00:00,4.05,4.09
7,shake_intensity,2020-04-09 16:00:00,4.31,2.83
7,shake_intensity,2020-04-09 17:00:00,4.34,2.58
7,shake_intensity,2020-04-09 18:00:00,4.18,2.12
7,shake_intensity,2020-04-10 19:00:00,2.58,3.38
8,shake_intensity,2020-04-06 14:00:00,0.55,0.48
8,shake_intensity,2020-04-06 15:00:00,0.44,0.31
8,shake_intensity,2020-04-06 16:00:00,0.39,0.26
8,shake_intensity,2020-04-06 17:00:00,0.31,0.18
8,shake_intensity,2020-04-06 18:00:00,0.28,0.23
8,shake_intensity,2020-04-06 19:00:00,0.28,0.15
8,shake_intensity,2020-04-06 20:00:00,0.28,0.12
8,shake_intensity,2020-04-06 21:00:00,0.26,0.24
8,shake_intensity,2020-04-06 22:00:00,0.28,0.35
8,shake_intensity,2020-04-06 23:00:00,0.24,0.14
8,shake_intensity,2020-04-07 00:00:00,0.29,0.14
8,shake_intensity,2020-04-07 01:00:00,0.28,0.1
8,shake_intensity,2020-04-07 02:00:00,0.28,0.12
8,shake_intensity,2020-04-07 03:00:00,0.26,0.15
8,shake_intensity,2020-04-07 04:00:00,0.28,0.19
8,shake_intensity,2020-04-07 05:00:00,0.26,0.11
8,shake_intensity,2020-04-07 07:00:00,0.27,0.14
