time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
2020-04-07 14:15:00,3.0,7.0,2.0,10.0,0.0,,1
2020-04-09 08:05:00,5.0,3.0,1.0,7.0,10.0,,1
2020-04-06 15:50:00,8.0,6.0,6.0,4.0,9.0,,1
2020-04-09 14:00:00,4.0,9.0,3.0,8.0,2.0,,1
2020-04-07 10:45:00,10.0,3.0,0.0,3.0,9.0,,1
2020-04-06 22:00:00,1.0,7.0,3.0,3.0,3.0,,1
2020-04-08 22:25:00,7.0,1.0,9.0,1.0,6.0,,1
2020-04-06 02:25:00,8.0,10.0,5.0,7.0,4.0,,1
2020-04-10 03:30:00,1.0,3.0,1.0,5.0,7.0,,1
2020-04-06 00:35:00,2.0,10.0,3.0,5.0,5.0,,1
2020-04-09 09:20:00,1.0,7.0,7.0,7.0,5.0,,1
2020-04-07 08:25:00,1.0,8.0,1.0,10.0,3.0,,1
2020-04-09 16:15:00,7.0,10.0,1.0,7.0,8.0,,1
2020-04-10 19:30:00,5.0,8.0,7.0,3.0,10.0,,1
2020-04-07 05:50:00,10.0,4.0,9.0,10.0,7.0,,1
2020-04-08 21:10:00,0.0,5.0,4.0,2.0,10.0,,1
2020-04-08 23:05:00,4.0,3.0,2.0,1.0,1.0,,1
2020-04-08 20:40:00,1.0,6.0,10.0,10.0,10.0,,1
2020-04-07 02:45:00,1.0,9.0,0.0,2.0,7.0,,1
2020-04-10 18:20:00,6.0,6.0,10.0,10.0,5.0,,1
2020-04-08 05:40:00,6.0,10.0,3.0,9.0,10.0,,1
2020-04-10 05:35:00,0.0,2.0,2.0,5.0,4.0,,1
2020-04-09 11:55:00,2.0,9.0,4.0,8.0,10.0,0.0,1
2020-04-07 11:40:00,3.0,3.0,0.0,8.0,0.0,,1
2020-04-10 01:40:00,7.0,5.0,0.0,8.0,5.0,,1
2020-04-07 23:35:00,9.0,7.0,10.0,2.0,10.0,1.0,1
2020-04-10 09:45:00,2.0,10.0,9.0,2.0,10.0,0.0,1
2020-04-08 21:45:00,10.0,9.0,10.0,10.0,10.0,,1
2020-04-10 09:50:00,4.0,10.0,3.0,10.0,7.0,,1
2020-04-09 11:05:00,9.0,0.0,8.0,10.0,10.0,,1
2020-04-09 15:00:00,0.0,10.0,3.0,8.0,8.0,,1
2020-04-08 12:10:00,6.0,7.0,0.0,4.0,10.0,,1
2020-04-10 18:45:00,9.0,10.0,4.0,1.0,1.0,,1
2020-04-09 05:15:00,2.0,1.0,4.0,1.0,6.0,,1
2020-04-08 02:50:00,4.0,2.0,0.0,10.0,10.0,,1
2020-04-09 00:45:00,7.0,5.0,2.0,0.0,10.0,,1
2020-04-06 02:20:00,3.0,0.0,10.0,10.0,6.0,,1
2020-04-07 12:10:00,0.0,5.0,5.0,10.0,9.0,,1
2020-04-09 07:15:00,5.0,8.0,5.0,2.0,0.0,,1
2020-04-07 10:50:00,4.0,9.0,8.0,10.0,2.0,1.0,1
2020-04-09 02:10:00,0.0,8.0,2.0,1.0,8.0,,1
2020-04-08 03:25:00,2.0,2.0,7.0,7.0,6.0,,1
2020-04-06 16:15:00,3.0,10.0,10.0,0.0,6.0,,1
2020-04-07 11:50:00,1.0,5.0,3.0,10.0,10.0,,1
2020-04-08 20:25:00,7.0,3.0,6.0,2.0,10.0,,1
2020-04-08 22:55:00,10.0,1.0,1.0,9.0,3.0,,1
2020-04-08 20:55:00,1.0,7.0,0.0,10.0,4.0,,1
2020-04-09 06:25:00,3.0,3.0,2.0,3.0,4.0,,1
2020-04-09 06:15:00,10.0,10.0,2.0,4.0,4.0,1.0,1
2020-04-08 03:45:00,4.0,8.0,5.0,9.0,1.0,,1
2020-04-10 11:35:00,10.0,5.0,5.0,10.0,4.0,,1
2020-04-07 20:05:00,1.0,10.0,1.0,10.0,10.0,,1
2020-04-08 04:20:00,7.0,5.0,10.0,3.0,3.0,0.0,1
2020-04-10 11:00:00,4.0,1.0,2.0,0.0,8.0,,1
2020-04-10 00:45:00,0.0,10.0,10.0,0.0,10.0,,1
2020-04-09 12:30:00,10.0,9.0,8.0,6.0,10.0,,1
2020-04-06 12:00:00,2.0,7.0,7.0,4.0,9.0,,1
2020-04-10 14:20:00,10.0,10.0,3.0,3.0,2.0,,1
2020-04-09 13:45:00,7.0,10.0,7.0,3.0,1.0,,1
2020-04-10 23:50:00,4.0,2.0,3.0,1.0,7.0,,1
2020-04-06 17:55:00,0.0,1.0,1.0,0.0,8.0,1.0,1
2020-04-10 08:10:00,2.0,0.0,0.0,7.0,3.0,,1
2020-04-06 19:30:00,6.0,1.0,1.0,8.0,3.0,,1
2020-04-09 01:50:00,9.0,0.0,0.0,10.0,9.0,,1
2020-04-06 14:50:00,2.0,1.0,8.0,6.0,0.0,,1
2020-04-10 05:45:00,4.0,1.0,8.0,10.0,7.0,,1
2020-04-10 00:55:00,9.0,6.0,10.0,2.0,7.0,,1
2020-04-08 20:20:00,9.0,8.0,5.0,8.0,5.0,,1
2020-04-08 00:50:00,5.0,8.0,3.0,8.0,3.0,,1
2020-04-06 08:20:00,4.0,10.0,10.0,9.0,10.0,,1
2020-04-09 11:40:00,10.0,3.0,10.0,6.0,7.0,,1
2020-04-08 06:25:00,4.0,2.0,3.0,4.0,8.0,,1
2020-04-09 14:40:00,9.0,0.0,1.0,1.0,5.0,,1
2020-04-10 08:00:00,10.0,7.0,0.0,8.0,5.0,,1
2020-04-10 21:05:00,8.0,4.0,6.0,5.0,1.0,,1
2020-04-10 06:40:00,1.0,6.0,1.0,4.0,7.0,,1
2020-04-06 01:25:00,5.0,0.0,6.0,3.0,6.0,1.0,1
2020-04-07 19:10:00,7.0,5.0,9.0,10.0,1.0,,1
2020-04-09 15:35:00,0.0,3.0,5.0,5.0,8.0,,1
2020-04-06 20:35:00,10.0,3.0,10.0,7.0,10.0,,1
2020-04-08 14:30:00,1.0,9.0,7.0,6.0,1.0,,1
2020-04-06 06:30:00,10.0,10.0,0.0,10.0,2.0,0.0,1
2020-04-07 00:00:00,3.0,4.0,10.0,10.0,0.0,0.0,1
2020-04-06 02:15:00,9.0,9.0,1.0,6.0,2.0,,1
2020-04-09 23:15:00,2.0,0.0,4.0,9.0,10.0,,1
2020-04-07 02:50:00,8.0,6.0,9.0,3.0,10.0,,1
2020-04-07 17:25:00,2.0,5.0,5.0,3.0,4.0,1.0,1
2020-04-10 15:20:00,4.0,3.0,1.0,2.0,4.0,,1
2020-04-09 12:30:00,8.0,0.0,6.0,7.0,8.0,,1
2020-04-06 03:50:00,2.0,0.0,10.0,3.0,4.0,,1
2020-04-06 19:45:00,9.0,1.0,5.0,9.0,7.0,,1
2020-04-09 02:35:00,8.0,2.0,4.0,9.0,5.0,1.0,1
2020-04-08 21:15:00,7.0,0.0,4.0,5.0,2.0,,1
2020-04-07 04:35:00,10.0,10.0,4.0,9.0,3.0,,1
2020-04-10 16:05:00,10.0,10.0,7.0,8.0,0.0,,1
2020-04-09 01:40:00,8.0,2.0,2.0,3.0,7.0,,1
2020-04-08 16:15:00,2.0,2.0,2.0,10.0,9.0,,1
2020-04-08 22:45:00,3.0,9.0,6.0,10.0,10.0,,1
2020-04-09 15:35:00,3.0,6.0,5.0,8.0,6.0,,1
2020-04-07 13:25:00,6.0,7.0,10.0,5.0,9.0,,1
2020-04-07 23:45:00,0.0,10.0,10.0,10.0,8.0,,1
2020-04-07 01:10:00,10.0,8.0,10.0,9.0,1.0,,1
2020-04-06 22:20:00,3.0,9.0,10.0,0.0,10.0,,1
2020-04-10 17:20:00,6.0,10.0,3.0,7.0,7.0,,1
2020-04-09 16:45:00,10.0,8.0,0.0,0.0,6.0,,1
2020-04-08 10:50:00,3.0,2.0,8.0,1.0,8.0,,1
2020-04-07 03:15:00,9.0,4.0,8.0,6.0,4.0,,1
2020-04-07 06:30:00,6.0,7.0,1.0,6.0,3.0,1.0,1
2020-04-06 07:00:00,3.0,7.0,8.0,10.0,5.0,,1
2020-04-08 04:10:00,2.0,10.0,7.0,10.0,10.0,0.0,1
2020-04-07 13:25:00,2.0,5.0,5.0,4.0,2.0,0.0,1
2020-04-09 11:35:00,2.0,10.0,7.0,10.0,0.0,,1
2020-04-07 21:20:00,6.0,7.0,9.0,5.0,1.0,,1
2020-04-06 21:35:00,4.0,10.0,4.0,7.0,4.0,,1
2020-04-06 03:00:00,10.0,2.0,0.0,10.0,10.0,,1
2020-04-06 08:05:00,6.0,4.0,7.0,10.0,0.0,,1
2020-04-09 09:30:00,0.0,1.0,2.0,6.0,10.0,,1
2020-04-08 06:25:00,4.0,1.0,3.0,0.0,5.0,,1
2020-04-08 16:25:00,9.0,1.0,9.0,1.0,8.0,,1
2020-04-10 11:35:00,2.0,7.0,5.0,10.0,3.0,,1
2020-04-10 22:50:00,1.0,9.0,4.0,10.0,9.0,,1
2020-04-07 02:00:00,6.0,0.0,0.0,10.0,1.0,,1
2020-04-09 07:35:00,1.0,9.0,10.0,6.0,5.0,1.0,1
2020-04-07 07:35:00,7.0,10.0,10.0,6.0,10.0,,1
2020-04-06 02:30:00,5.0,0.0,4.0,4.0,10.0,,1
2020-04-09 19:00:00,6.0,2.0,5.0,2.0,10.0,,1
2020-04-07 14:25:00,1.0,1.0,10.0,2.0,9.0,,1
2020-04-07 22:00:00,10.0,4.0,8.0,10.0,0.0,,1
2020-04-08 22:35:00,6.0,6.0,1.0,4.0,8.0,,1
2020-04-10 03:45:00,6.0,0.0,4.0,10.0,10.0,,1
2020-04-09 03:30:00,6.0,6.0,8.0,4.0,1.0,,1
2020-04-10 08:45:00,6.0,6.0,0.0,3.0,6.0,1.0,1
2020-04-07 08:50:00,10.0,10.0,1.0,1.0,9.0,,1
2020-04-09 23:45:00,2.0,2.0,1.0,0.0,7.0,,1
2020-04-06 22:15:00,5.0,8.0,8.0,6.0,10.0,,1
2020-04-10 18:20:00,2.0,6.0,9.0,6.0,1.0,,1
2020-04-09 10:30:00,2.0,6.0,4.0,0.0,4.0,,1
2020-04-07 01:50:00,3.0,5.0,9.0,9.0,10.0,,1
2020-04-10 17:40:00,2.0,2.0,0.0,8.0,9.0,,1
2020-04-09 15:40:00,9.0,5.0,3.0,9.0,8.0,,1
2020-04-07 06:30:00,3.0,0.0,0.0,5.0,10.0,,1
2020-04-07 01:35:00,8.0,10.0,7.0,2.0,10.0,,1
2020-04-08 14:10:00,5.0,3.0,0.0,9.0,6.0,1.0,1
2020-04-06 03:05:00,4.0,9.0,8.0,8.0,7.0,,1
2020-04-07 00:55:00,5.0,9.0,10.0,4.0,5.0,0.0,1
2020-04-08 03:00:00,10.0,7.0,1.0,4.0,7.0,,1
2020-04-07 20:55:00,1.0,10.0,2.0,0.0,8.0,,1
2020-04-08 07:40:00,10.0,10.0,8.0,10.0,10.0,,1
2020-04-07 09:20:00,5.0,0.0,5.0,10.0,10.0,,1
2020-04-08 22:25:00,8.0,10.0,8.0,2.0,10.0,,1
2020-04-10 07:40:00,2.0,4.0,2.0,5.0,5.0,,1
2020-04-06 14:05:00,9.0,1.0,1.0,7.0,1.0,,1
2020-04-08 14:05:00,9.0,3.0,3.0,7.0,4.0,,1
2020-04-06 15:50:00,5.0,5.0,5.0,1.0,7.0,,1
2020-04-09 14:00:00,6.0,7.0,0.0,3.0,8.0,,1
2020-04-07 23:30:00,4.0,6.0,2.0,2.0,7.0,,1
2020-04-08 19:50:00,0.0,10.0,5.0,0.0,7.0,,1
2020-04-06 22:00:00,8.0,10.0,8.0,3.0,9.0,1.0,1
2020-04-06 17:25:00,10.0,2.0,6.0,2.0,9.0,,1
2020-04-08 10:35:00,5.0,7.0,2.0,2.0,0.0,,1
2020-04-07 18:40:00,5.0,3.0,7.0,10.0,6.0,0.0,1
2020-04-10 16:50:00,5.0,4.0,7.0,2.0,3.0,1.0,1
2020-04-09 19:50:00,10.0,9.0,1.0,3.0,7.0,,1
2020-04-09 17:50:00,1.0,7.0,10.0,5.0,2.0,,1
2020-04-10 12:25:00,0.0,0.0,8.0,10.0,6.0,1.0,1
2020-04-06 10:00:00,0.0,0.0,4.0,1.0,3.0,,1
2020-04-08 18:15:00,0.0,1.0,9.0,7.0,5.0,,1
2020-04-08 22:10:00,0.0,8.0,10.0,10.0,8.0,,1
2020-04-10 19:25:00,10.0,3.0,3.0,5.0,9.0,,1
2020-04-07 11:05:00,0.0,5.0,3.0,10.0,5.0,,1
2020-04-07 04:55:00,10.0,10.0,2.0,3.0,10.0,,1
2020-04-06 12:00:00,7.0,0.0,9.0,10.0,0.0,,1
2020-04-06 02:00:00,6.0,1.0,0.0,10.0,10.0,,1
2020-04-10 15:35:00,3.0,10.0,10.0,9.0,6.0,,1
2020-04-09 08:25:00,5.0,1.0,4.0,10.0,9.0,,1
2020-04-09 22:15:00,4.0,3.0,6.0,3.0,10.0,,1
2020-04-07 09:50:00,3.0,7.0,4.0,10.0,1.0,,1
2020-04-08 22:20:00,4.0,9.0,3.0,0.0,4.0,,1
2020-04-06 07:40:00,5.0,3.0,2.0,6.0,10.0,,1
2020-04-08 10:15:00,10.0,7.0,3.0,3.0,7.0,,1
2020-04-10 21:20:00,1.0,0.0,1.0,6.0,5.0,,1
2020-04-10 09:10:00,3.0,2.0,1.0,10.0,2.0,,1
2020-04-07 16:35:00,6.0,4.0,2.0,9.0,10.0,0.0,1
2020-04-10 19:25:00,7.0,10.0,10.0,5.0,6.0,,1
2020-04-07 03:50:00,4.0,4.0,7.0,1.0,4.0,1.0,1
2020-04-10 17:55:00,0.0,6.0,2.0,9.0,10.0,,1
2020-04-10 17:00:00,0.0,0.0,7.0,3.0,7.0,,1
2020-04-09 23:55:00,7.0,1.0,0.0,10.0,3.0,,1
2020-04-09 03:40:00,10.0,7.0,1.0,3.0,6.0,,1
2020-04-10 08:55:00,3.0,6.0,8.0,9.0,10.0,,1
2020-04-07 11:10:00,3.0,5.0,0.0,10.0,10.0,,1
2020-04-10 05:50:00,0.0,5.0,10.0,7.0,7.0,,1
2020-04-09 02:10:00,0.0,7.0,5.0,8.0,10.0,,1
2020-04-06 01:35:00,9.0,10.0,2.0,4.0,0.0,,1
2020-04-07 17:40:00,4.0,3.0,8.0,7.0,6.0,,1
2020-04-06 17:45:00,4.0,10.0,0.0,10.0,4.0,,1
2020-04-10 21:50:00,5.0,6.0,4.0,8.0,2.0,,1
2020-04-08 09:25:00,8.0,8.0,0.0,9.0,10.0,,1
2020-04-08 11:40:00,8.0,8.0,3.0,4.0,3.0,1.0,1
2020-04-09 04:45:00,0.0,2.0,8.0,1.0,2.0,1.0,1
2020-04-07 20:15:00,1.0,10.0,1.0,5.0,10.0,,1
2020-04-06 16:25:00,5.0,1.0,10.0,10.0,0.0,,1
2020-04-10 02:40:00,9.0,0.0,10.0,0.0,9.0,,1
2020-04-06 22:45:00,9.0,8.0,6.0,3.0,5.0,,1
2020-04-08 13:20:00,6.0,10.0,4.0,6.0,8.0,,1
2020-04-07 02:55:00,1.0,7.0,6.0,3.0,1.0,,1
2020-04-06 11:45:00,4.0,7.0,10.0,0.0,0.0,,1
2020-04-10 07:30:00,0.0,0.0,9.0,3.0,9.0,,1
2020-04-10 20:45:00,4.0,4.0,10.0,10.0,10.0,,1
2020-04-10 19:20:00,7.0,10.0,10.0,6.0,5.0,,1
2020-04-10 12:45:00,7.0,10.0,6.0,9.0,10.0,,1
2020-04-09 20:55:00,10.0,8.0,10.0,5.0,10.0,,1
2020-04-07 16:00:00,7.0,0.0,4.0,10.0,9.0,,1
2020-04-06 09:45:00,6.0,4.0,7.0,1.0,10.0,,1
2020-04-08 00:50:00,2.0,5.0,2.0,7.0,10.0,,1
2020-04-07 03:50:00,6.0,7.0,9.0,10.0,2.0,,1
2020-04-06 15:55:00,0.0,2.0,8.0,3.0,1.0,,1
2020-04-06 06:25:00,10.0,4.0,0.0,4.0,10.0,1.0,1
2020-04-09 15:05:00,2.0,9.0,8.0,10.0,10.0,,1
2020-04-06 01:20:00,10.0,7.0,6.0,7.0,3.0,,1
2020-04-09 20:30:00,7.0,5.0,2.0,0.0,0.0,,1
2020-04-06 17:40:00,7.0,0.0,6.0,3.0,10.0,,1
2020-04-06 09:35:00,10.0,4.0,10.0,5.0,6.0,,1
2020-04-06 10:45:00,2.0,9.0,9.0,6.0,0.0,,1
2020-04-09 08:40:00,6.0,4.0,5.0,10.0,7.0,,1
2020-04-07 05:25:00,1.0,0.0,3.0,10.0,9.0,0.0,1
2020-04-08 02:30:00,3.0,2.0,7.0,6.0,3.0,,1
2020-04-08 18:55:00,7.0,5.0,10.0,7.0,10.0,,1
2020-04-10 07:15:00,10.0,5.0,8.0,4.0,8.0,,1
2020-04-09 15:15:00,0.0,3.0,3.0,10.0,4.0,,1
2020-04-07 08:25:00,5.0,0.0,8.0,7.0,4.0,,1
2020-04-06 15:45:00,4.0,0.0,8.0,2.0,5.0,,1
2020-04-06 06:40:00,5.0,1.0,9.0,0.0,1.0,,1
2020-04-07 12:10:00,5.0,9.0,9.0,1.0,6.0,,1
2020-04-07 07:25:00,3.0,9.0,4.0,6.0,8.0,1.0,1
2020-04-08 06:45:00,10.0,2.0,10.0,5.0,6.0,1.0,1
2020-04-09 10:00:00,8.0,1.0,10.0,9.0,10.0,1.0,1
2020-04-09 11:30:00,0.0,0.0,4.0,4.0,1.0,0.0,1
2020-04-07 10:00:00,1.0,1.0,1.0,8.0,4.0,1.0,1
2020-04-07 21:35:00,5.0,6.0,0.0,7.0,4.0,,1
2020-04-06 21:45:00,4.0,3.0,7.0,8.0,10.0,0.0,1
2020-04-09 22:40:00,1.0,4.0,6.0,6.0,9.0,,1
2020-04-06 06:50:00,5.0,3.0,2.0,1.0,8.0,,1
2020-04-09 11:40:00,0.0,6.0,1.0,4.0,6.0,,1
2020-04-09 21:25:00,6.0,4.0,0.0,10.0,2.0,,1
2020-04-09 21:15:00,8.0,2.0,6.0,8.0,3.0,,1
2020-04-07 07:10:00,8.0,3.0,10.0,5.0,8.0,,1
2020-04-07 20:50:00,6.0,6.0,1.0,1.0,0.0,,1
2020-04-08 22:30:00,3.0,3.0,6.0,6.0,5.0,,1
2020-04-07 08:45:00,4.0,3.0,7.0,10.0,8.0,1.0,1
2020-04-07 20:30:00,4.0,8.0,1.0,2.0,7.0,,1
2020-04-06 23:40:00,10.0,1.0,5.0,10.0,5.0,,1
2020-04-08 07:10:00,10.0,3.0,2.0,10.0,6.0,,1
2020-04-06 05:20:00,10.0,10.0,0.0,7.0,5.0,0.0,1
2020-04-10 00:00:00,3.0,3.0,2.0,10.0,7.0,,1
2020-04-06 09:15:00,6.0,1.0,6.0,10.0,10.0,,1
2020-04-08 14:15:00,5.0,5.0,6.0,5.0,10.0,,1
2020-04-07 12:50:00,10.0,3.0,3.0,7.0,4.0,1.0,1
2020-04-08 21:20:00,9.0,6.0,5.0,9.0,10.0,1.0,1
2020-04-10 19:10:00,8.0,10.0,4.0,6.0,10.0,,1
2020-04-09 05:30:00,1.0,4.0,7.0,6.0,2.0,1.0,1
2020-04-06 04:15:00,3.0,8.0,3.0,3.0,6.0,,1
2020-04-08 03:40:00,8.0,5.0,10.0,9.0,6.0,,1
2020-04-08 13:10:00,10.0,7.0,2.0,9.0,8.0,,1
2020-04-08 16:20:00,10.0,10.0,6.0,10.0,1.0,0.0,1
2020-04-09 09:45:00,1.0,10.0,9.0,3.0,0.0,,1
2020-04-07 09:20:00,5.0,1.0,1.0,4.0,5.0,,1
2020-04-06 15:30:00,8.0,10.0,10.0,4.0,0.0,,1
2020-04-07 23:05:00,0.0,8.0,5.0,1.0,10.0,,1
2020-04-10 18:45:00,3.0,2.0,1.0,3.0,1.0,,1
2020-04-06 22:25:00,7.0,0.0,9.0,9.0,4.0,,1
2020-04-10 12:30:00,1.0,0.0,3.0,5.0,10.0,,1
2020-04-08 17:15:00,7.0,4.0,1.0,1.0,1.0,,1
2020-04-08 06:50:00,8.0,2.0,10.0,9.0,9.0,,1
2020-04-10 09:50:00,0.0,10.0,0.0,7.0,0.0,,1
2020-04-08 07:00:00,7.0,1.0,7.0,5.0,3.0,,1
2020-04-09 14:55:00,5.0,10.0,3.0,4.0,9.0,,1
2020-04-07 23:55:00,10.0,2.0,9.0,10.0,3.0,1.0,1
2020-04-10 12:30:00,9.0,2.0,6.0,2.0,10.0,,1
2020-04-09 10:50:00,9.0,3.0,4.0,0.0,0.0,,1
2020-04-09 11:55:00,6.0,4.0,4.0,8.0,8.0,,1
2020-04-07 15:20:00,8.0,10.0,3.0,7.0,2.0,,1
2020-04-09 18:50:00,7.0,7.0,5.0,1.0,5.0,,1
2020-04-09 04:20:00,5.0,5.0,4.0,1.0,4.0,,1
2020-04-07 04:50:00,9.0,1.0,4.0,1.0,2.0,,1
2020-04-06 19:15:00,1.0,10.0,9.0,9.0,4.0,,1
2020-04-09 23:35:00,0.0,3.0,0.0,7.0,2.0,,1
2020-04-10 19:05:00,0.0,1.0,0.0,4.0,0.0,,1
2020-04-08 07:00:00,10.0,0.0,9.0,8.0,1.0,,1
2020-04-08 22:55:00,5.0,1.0,5.0,6.0,5.0,,1
2020-04-10 06:55:00,6.0,4.0,0.0,1.0,10.0,,1
