cat,loc,time,mean,MAP,hdi95.lower,hdi95.upper,hdi90.lower,hdi90.upper,hdi80.lower,hdi80.upper,hdi50.lower,hdi50.upper,q.0%,q.2.5%,q.5%,q.7.5%,q.10%,q.12.5%,q.15%,q.17.5%,q.20%,q.22.5%,q.25%,q.27.5%,q.30%,q.32.5%,q.35%,q.37.5%,q.40%,q.42.5%,q.45%,q.47.5%,q.50%,q.52.5%,q.55%,q.57.5%,q.60%,q.62.5%,q.65%,q.67.5%,q.70%,q.72.5%,q.75%,q.77.5%,q.80%,q.82.5%,q.85%,q.87.5%,q.90%,q.92.5%,q.95%,q.97.5%,q.100%,time_end
shake_intensity,1,2020-04-09 16:15:00,0.228132,0.2213235,0.1287681,0.3217755,0.1503726,0.3096572,0.1657916,0.2828209,0.2033005,0.2657683,0.1081156,0.1310585,0.1516293,0.1639581,0.1717055,0.1756923,0.1798067,0.1861531,0.1885567,0.1917270,0.1943615,0.1986923,0.2027152,0.2063511,0.2090456,0.2114538,0.2147074,0.2179535,0.2215661,0.2235010,0.2251508,0.2286978,0.2324849,0.2348353,0.2385058,0.2402233,0.2452083,0.2489029,0.2561211,0.2576068,0.2599972,0.2624184,0.2652296,0.2684964,0.2772309,0.2815526,0.2908527,0.3017320,0.3097314,0.3238509,0.3581212,2020-04-09 16:15:00
shake_intensity,1,2020-04-09 16:20:00,0.2148204,0.1900909,0.1381940,0.3211892,0.1364400,0.2957666,0.1463216,0.2696042,0.1608017,0.2196157,0.1187624,0.1383205,0.1472762,0.1519599,0.1597095,0.1631260,0.1648055,0.1672147,0.1724002,0.1743862,0.1765067,0.1793143,0.1819448,0.1850333,0.1892817,0.1918511,0.1946401,0.1972490,0.2005206,0.2017481,0.2029688,0.2054718,0.2090094,0.2116925,0.2187910,0.2240809,0.2315927,0.2328730,0.2357783,0.2418999,0.2449891,0.2463602,0.2583817,0.2671070,0.2723909,0.2821974,0.2908281,0.3004756,0.3177700,0.3212036,0.3594726,2020-04-09 16:20:00
shake_intensity,1,2020-04-09 16:25:00,0.2520143,0.2781838,0.1460648,0.3422487,0.1707372,0.3422487,0.1823735,0.3113756,0.2281782,0.2962492,0.1065361,0.1508068,0.1607984,0.1734344,0.1844270,0.1877926,0.1957906,0.2004512,0.2045241,0.2081442,0.2147901,0.2187833,0.2261093,0.2292971,0.2321454,0.2368960,0.2423720,0.2437045,0.2456492,0.2493081,0.2527660,0.2575542,0.2632640,0.2693995,0.2705859,0.2749359,0.2771219,0.2799830,0.2824930,0.2859053,0.2891531,0.2919405,0.2948839,0.2994930,0.3039261,0.3084309,0.3148794,0.3259016,0.3332857,0.3451357,0.3810495,2020-04-09 16:25:00
shake_intensity,1,2020-04-06 11:15:00,0.9972423,0.8523003,0.4566857,1.7275296,0.4566857,1.4158479,0.5650046,1.3741948,0.6748374,1.0968470,0.4566857,0.4912765,0.5191751,0.5526161,0.5780173,0.6029487,0.6369605,0.6656602,0.6896533,0.7050256,0.7311766,0.7667149,0.7794047,0.8033542,0.8092144,0.8385366,0.8460707,0.8622278,0.9036788,0.9200507,0.9366310,0.9470798,0.9853312,1.0031295,1.0266978,1.0464355,1.0599031,1.0926241,1.1178526,1.1542629,1.2111638,1.2588604,1.2781378,1.3188044,1.3460443,1.3689984,1.3966940,1.4803066,1.7243870,1.8067323,2.4468400,2020-04-06 11:15:00
shake_intensity,1,2020-04-06 18:05:00,0.5413357,0.4961778,0.3454617,0.7994835,0.3525486,0.7250172,0.4033444,0.7075856,0.4398577,0.6017580,0.2821393,0.3451732,0.3716625,0.3824252,0.3939504,0.4103524,0.4176557,0.4253205,0.4338184,0.4425264,0.4497989,0.4578411,0.4681181,0.4725429,0.4839247,0.4923847,0.5014019,0.5096705,0.5130424,0.5203308,0.5260875,0.5375701,0.5493085,0.5612245,0.5701990,0.5748823,0.5836632,0.5911658,0.5966453,0.6080208,0.6192376,0.6300822,0.6387032,0.6712709,0.6856785,0.6949123,0.7024363,0.7135204,0.7469823,0.7993223,0.8334813,2020-04-06 18:05:00
shake_intensity,1,2020-04-06 11:30:00,0.9979716,0.8977536,0.5506476,1.5516205,0.5775601,1.4359882,0.5896794,1.2994593,0.7272197,1.0796228,0.3985500,0.5642237,0.5930221,0.6244574,0.6526283,0.6658262,0.6893802,0.7300195,0.7576404,0.7711343,0.7858209,0.7983530,0.8176538,0.8328715,0.8623619,0.8705361,0.8969598,0.9231463,0.9268997,0.9407686,0.9560101,0.9832872,1.0052964,1.0329682,1.0500518,1.0612367,1.0750836,1.0879911,1.1264754,1.1501503,1.1853118,1.2169040,1.2577120,1.2784753,1.3210041,1.3438493,1.4057111,1.4285421,1.4707385,1.5764768,2.1100305,2020-04-06 11:30:00
shake_intensity,1,2020-04-09 16:30:00,0.272691,0.2613677,0.1720553,0.3853769,0.1873194,0.3674407,0.2009567,0.3470325,0.2224448,0.2951130,0.1608696,0.1794826,0.1889826,0.2005926,0.2047945,0.2077691,0.2114994,0.2136730,0.2204994,0.2249752,0.2288069,0.2343821,0.2365806,0.2401068,0.2451219,0.2488457,0.2522282,0.2563732,0.2588048,0.2606172,0.2648679,0.2697876,0.2729791,0.2783678,0.2797610,0.2826398,0.2856741,0.2896829,0.2942242,0.2986320,0.3072097,0.3174921,0.3224453,0.3314169,0.3410503,0.3448921,0.3525747,0.3629578,0.3803620,0.4121595,0.4534428,2020-04-09 16:30:00
shake_intensity,1,2020-04-06 14:15:00,1.139608,0.9963985,0.4547674,1.9556201,0.498867,1.724131,0.6729748,1.5284068,0.8254384,1.2340113,0.3849480,0.5067744,0.5699139,0.6873374,0.7249214,0.7619495,0.7774384,0.8100298,0.8351098,0.8492714,0.8684290,0.8924714,0.9176399,0.9351201,0.9620882,0.9850588,0.9889998,1.0103011,1.0295915,1.0426226,1.0596830,1.0933799,1.1025251,1.1238657,1.1499311,1.1825122,1.2067991,1.2195929,1.2621506,1.3023833,1.3351562,1.3679611,1.4246238,1.4553721,1.5096736,1.5820641,1.6264589,1.7267784,1.8563335,2.0711734,2.8978990,2020-04-06 14:15:00
shake_intensity,1,2020-04-06 19:05:00,0.5378168,0.5631053,0.3676225,0.7167505,0.3833545,0.7045190,0.3694523,0.6199517,0.4886197,0.6132345,0.3444416,0.3694066,0.3830490,0.3866554,0.4005786,0.4129533,0.4339256,0.4409159,0.4500335,0.4564083,0.4631314,0.4689225,0.4844928,0.4948498,0.4999162,0.5064634,0.5121941,0.5170005,0.5254929,0.5297518,0.5370366,0.5487025,0.5532593,0.5586193,0.5624499,0.5721069,0.5802637,0.5834439,0.5908283,0.5983787,0.6018282,0.6058506,0.6103251,0.6198903,0.6444319,0.6679431,0.6793992,0.6946534,0.7027092,0.7169014,0.7624330,2020-04-06 19:05:00
shake_intensity,1,2020-04-06 14:35:00,0.9087813,0.7968692,0.2424822,1.4228308,0.4516939,1.4228308,0.4988533,1.2355089,0.7128122,1.0697330,0.2424822,0.3243204,0.4491836,0.5171112,0.5411517,0.5795802,0.6174936,0.6420164,0.6692905,0.6910848,0.7162149,0.7317159,0.7496323,0.7615199,0.7755705,0.7884543,0.7992984,0.8152362,0.8303415,0.8416100,0.8681064,0.8954683,0.9135503,0.9351758,0.9526519,0.9635545,0.9849718,1.0137626,1.0302687,1.0582149,1.0764564,1.1089938,1.1228406,1.1768329,1.2108572,1.2527879,1.2947832,1.3531466,1.4162658,1.7092923,2.0684150,2020-04-06 14:35:00
shake_intensity,1,2020-04-06 19:45:00,0.5844725,0.5786698,0.4063804,0.7658693,0.4524223,0.7569037,0.4723065,0.7103350,0.4760026,0.6169420,0.3187380,0.4061049,0.4344931,0.4533065,0.4650901,0.4762679,0.4844243,0.4884471,0.4930921,0.4971280,0.5091693,0.5214522,0.5273062,0.5356282,0.5405330,0.5492426,0.5592695,0.5652268,0.5710935,0.5759324,0.5838968,0.5881174,0.5946264,0.6058937,0.6133838,0.6182623,0.6261370,0.6309823,0.6413105,0.6531708,0.6619640,0.6656899,0.6750111,0.6823180,0.6877131,0.6921471,0.7047467,0.7246791,0.7362981,0.7571279,0.8576518,2020-04-06 19:45:00
shake_intensity,1,2020-04-08 08:15:00,0.5056263,0.507311,0.3380607,0.6816194,0.3413156,0.6375892,0.3693703,0.6116661,0.4116880,0.5411912,0.3147602,0.3431404,0.3536163,0.3696865,0.3833652,0.3941396,0.4043169,0.4145483,0.4222095,0.4266224,0.4375505,0.4458225,0.4531445,0.4586610,0.4647178,0.4677786,0.4744997,0.4816087,0.4896161,0.4999457,0.5063266,0.5128365,0.5156808,0.5200367,0.5239474,0.5287036,0.5377373,0.5445013,0.5525461,0.5628361,0.5707936,0.5774377,0.5842546,0.6005570,0.6066922,0.6177084,0.6328090,0.6390215,0.6531505,0.7004215,0.7709611,2020-04-08 08:15:00
shake_intensity,1,2020-04-06 14:45:00,0.9495374,0.9294864,0.4579159,1.5557902,0.4702509,1.4219726,0.5390723,1.3108607,0.5371329,0.9529514,0.3622695,0.4827989,0.5280185,0.5480889,0.5724214,0.5894413,0.6176538,0.6464359,0.6617245,0.6787398,0.6972142,0.7264415,0.7616765,0.7823323,0.8075317,0.8264823,0.8595251,0.8757916,0.8978325,0.9124826,0.9349569,0.9405650,0.9477728,0.9805054,0.9983935,1.0095954,1.0374244,1.0631006,1.0868490,1.1180286,1.1412709,1.1690393,1.1956122,1.2574421,1.3022290,1.3217302,1.3654028,1.4528345,1.4938760,1.5963805,1.7646102,2020-04-06 14:45:00
shake_intensity,1,2020-04-08 10:50:00,0.9011335,0.8938686,0.8157769,1.0193908,0.8157769,0.9868226,0.8332975,0.9636718,0.8443049,0.9145800,0.7574554,0.8155700,0.8219382,0.8288512,0.8347767,0.8384830,0.8446501,0.8485372,0.8513758,0.8580636,0.8635665,0.8672836,0.8736298,0.8761471,0.8792960,0.8834668,0.8863756,0.8891887,0.8920388,0.8949638,0.8961988,0.8994864,0.9027289,0.9061674,0.9084282,0.9129404,0.9152531,0.9231286,0.9254447,0.9294784,0.9365396,0.9433521,0.9487960,0.9509937,0.9550670,0.9612278,0.9658998,0.9831844,0.9936528,1.0180951,1.1174208,2020-04-08 10:50:00
shake_intensity,1,2020-04-06 14:50:00,0.8084351,0.6745542,0.3510983,1.3496768,0.3786721,1.2206160,0.4704392,1.1116248,0.5246572,0.8209548,0.2781946,0.3869315,0.4458929,0.4835576,0.5209478,0.5324879,0.5424782,0.5607773,0.5757770,0.5999777,0.6216226,0.6341771,0.6412766,0.6540699,0.6666343,0.6769320,0.6905678,0.6988928,0.7083821,0.7278568,0.7399072,0.7593825,0.7886075,0.7994407,0.8142264,0.8379346,0.8475260,0.8805585,0.9190124,0.9396920,0.9855325,1.0231307,1.0537837,1.0865282,1.1041509,1.1358578,1.1937581,1.2231923,1.3236028,1.4553747,1.7271377,2020-04-06 14:50:00
shake_intensity,1,2020-04-08 13:10:00,0.7981698,0.8232951,0.6948651,0.9145161,0.7170001,0.8986549,0.7198758,0.8643696,0.7590879,0.8380379,0.6553610,0.6826616,0.7087954,0.7183477,0.7252053,0.7301448,0.7337850,0.7415753,0.7461339,0.7496519,0.7572852,0.7592595,0.7623701,0.7669135,0.7740021,0.7813837,0.7853784,0.7866449,0.7912701,0.7956723,0.7991321,0.8041528,0.8086304,0.8125581,0.8178221,0.8215786,0.8243795,0.8283066,0.8319325,0.8351762,0.8375666,0.8433919,0.8469447,0.8503180,0.8580041,0.8625801,0.8700642,0.8770921,0.8921496,0.8990408,0.9601499,2020-04-08 13:10:00
shake_intensity,1,2020-04-06 20:45:00,0.4605496,0.4171517,0.2270816,0.7047100,0.2545519,0.6755157,0.2702973,0.5782938,0.3272793,0.4621282,0.1829340,0.2541208,0.2739730,0.2970512,0.3264589,0.3334267,0.3473133,0.3522162,0.3622351,0.3690076,0.3773041,0.3875289,0.3920861,0.3992049,0.4077312,0.4131945,0.4177746,0.4221657,0.4285522,0.4318487,0.4363019,0.4443534,0.4481304,0.4517402,0.4613145,0.4820435,0.4953513,0.5040105,0.5115916,0.5247513,0.5317661,0.5402754,0.5541675,0.5667927,0.5788915,0.6118321,0.6460876,0.6749727,0.6934623,0.7339120,0.8785327,2020-04-06 20:45:00
shake_intensity,1,2020-04-06 15:10:00,0.8112883,0.6780712,0.4147095,1.2392639,0.4510602,1.1776496,0.4982376,1.0333394,0.5824132,0.8709736,0.4147095,0.4509322,0.4949178,0.5222713,0.5340391,0.5691055,0.5873559,0.5962684,0.6099130,0.6271250,0.6465519,0.6543677,0.6675636,0.6720664,0.6828732,0.6977293,0.7079607,0.7341129,0.7601281,0.7682287,0.7783296,0.7910755,0.8098508,0.8213334,0.8516072,0.8696793,0.8850115,0.9135645,0.9310662,0.9439376,0.9578752,0.9831236,0.9973812,1.0115956,1.0318071,1.0858717,1.1495290,1.1770575,1.2375980,1.2851376,1.6642550,2020-04-06 15:10:00
shake_intensity,1,2020-04-09 05:30:00,0.763815,0.7909566,0.412065,1.111713,0.485528,1.034902,0.5136111,0.9378247,0.6219747,0.8288249,0.3901295,0.4762460,0.5167980,0.5340292,0.5576201,0.5741159,0.5926270,0.6010451,0.6095375,0.6244846,0.6304960,0.6494414,0.6559462,0.6653264,0.6740841,0.6858948,0.6986981,0.7115769,0.7214962,0.7503247,0.7634061,0.7731199,0.7838029,0.7896814,0.7940068,0.8014614,0.8106893,0.8170832,0.8234336,0.8304413,0.8511527,0.8675119,0.8805029,0.9297492,0.9390051,0.9726972,0.9906861,1.0284459,1.0896019,1.1984900,1.3187253,2020-04-09 05:30:00
shake_intensity,1,2020-04-06 21:45:00,0.5423648,0.5703395,0.3608309,0.7176113,0.4110023,0.7150352,0.4269367,0.6456766,0.4800692,0.5916164,0.3320718,0.3673009,0.4024445,0.4177322,0.4286243,0.4379827,0.4466789,0.4528442,0.4683517,0.4746633,0.4818703,0.4892345,0.4936592,0.4964793,0.5066172,0.5109477,0.5171144,0.5229628,0.5300445,0.5368557,0.5412144,0.5484765,0.5562468,0.5612733,0.5658137,0.5714555,0.5784025,0.5823328,0.5864242,0.5890478,0.5934668,0.6006790,0.6081232,0.6160495,0.6290300,0.6410427,0.6643782,0.6820321,0.7114921,0.7326836,0.7970759,2020-04-06 21:45:00
shake_intensity,1,2020-04-06 15:40:00,0.8193747,0.7149079,0.4617059,1.3256767,0.4864411,1.2169045,0.5146996,1.0667813,0.5586658,0.8191577,0.3999919,0.4862772,0.5299760,0.5385819,0.5584156,0.5686879,0.5767530,0.5921222,0.6065475,0.6125905,0.6319594,0.6525849,0.6734173,0.6878749,0.6959665,0.7088229,0.7174189,0.7250153,0.7428065,0.7576610,0.7715679,0.7830155,0.8030672,0.8141202,0.8184044,0.8344801,0.8459662,0.8714136,0.9089283,0.9449845,0.9585537,0.9709811,1.0097955,1.0375195,1.0693981,1.1147872,1.1844807,1.2163031,1.2843535,1.4092855,1.6851477,2020-04-06 15:40:00
shake_intensity,1,2020-04-09 16:45:00,0.2026127,0.1905906,0.1336829,0.2971699,0.1401493,0.2688769,0.1421060,0.2453252,0.1671694,0.2214932,0.1171463,0.1400828,0.1420632,0.1454545,0.1493925,0.1521128,0.1578588,0.1597475,0.1664967,0.1695634,0.1700655,0.1742245,0.1758720,0.1773723,0.1797105,0.1826500,0.1857710,0.1892571,0.1933802,0.1962767,0.1994028,0.2005532,0.2040181,0.2053521,0.2074041,0.2100298,0.2129506,0.2180693,0.2205230,0.2264511,0.2296754,0.2361649,0.2404395,0.2436326,0.2453084,0.2543612,0.2605135,0.2670165,0.2843273,0.3030005,0.3298652,2020-04-09 16:45:00
shake_intensity,1,2020-04-08 08:35:00,0.4884935,0.4719799,0.2694804,0.6838297,0.3337343,0.6662451,0.3688149,0.6210644,0.3688149,0.5032984,0.2694804,0.3073619,0.3379863,0.3472893,0.3694007,0.3735262,0.3767132,0.3837484,0.3866454,0.3975017,0.4043794,0.4157877,0.4250521,0.4362548,0.4479814,0.4515530,0.4558208,0.4602979,0.4652155,0.4680043,0.4721641,0.4840471,0.4892218,0.4944522,0.5037583,0.5106619,0.5229362,0.5256884,0.5313088,0.5386796,0.5522067,0.5655347,0.5727605,0.5891767,0.5999048,0.6119613,0.6218521,0.6470983,0.6718874,0.7281678,0.9824621,2020-04-08 08:35:00
shake_intensity,1,2020-04-06 16:00:00,0.7260478,0.6803698,0.3628483,1.1151175,0.4386601,1.0291056,0.4663621,0.9113736,0.5205899,0.7441833,0.3628483,0.4380093,0.4556079,0.4828762,0.5135920,0.5235956,0.5470817,0.5530014,0.5584259,0.5744992,0.5915148,0.6060610,0.6177724,0.6285906,0.6440000,0.6525515,0.6559776,0.6707420,0.6851104,0.6919231,0.7025430,0.7098539,0.7158322,0.7348313,0.7400890,0.7628312,0.7749237,0.7899819,0.8007935,0.8058406,0.8274901,0.8459815,0.8673935,0.8984967,0.9047554,0.9430409,0.9769231,1.0127635,1.1023965,1.1824778,1.3667912,2020-04-06 16:00:00
shake_intensity,1,2020-04-06 22:00:00,0.5252445,0.5023345,0.3330718,0.7130896,0.3461980,0.6708066,0.4087855,0.6609407,0.4479814,0.5811709,0.3041680,0.3461747,0.3619553,0.3914258,0.4084755,0.4158681,0.4258507,0.4361272,0.4415529,0.4485339,0.4550280,0.4596334,0.4651501,0.4752342,0.4836284,0.4886526,0.4965265,0.5002483,0.5053477,0.5131972,0.5217924,0.5277080,0.5375781,0.5411124,0.5466509,0.5565743,0.5663550,0.5703589,0.5757692,0.5819867,0.5891333,0.5949840,0.6075713,0.6141366,0.6249023,0.6420271,0.6591821,0.6702232,0.6917143,0.7289963,0.7962090,2020-04-06 22:00:00
shake_intensity,1,2020-04-09 16:35:00,0.2419035,0.2316028,0.1594879,0.3364009,0.1672569,0.3227638,0.1714786,0.2957007,0.2076871,0.2753191,0.1464703,0.1602538,0.1691291,0.1732553,0.1772777,0.1831542,0.1861656,0.1916977,0.1954880,0.2003762,0.2072765,0.2110025,0.2129156,0.2156222,0.2200045,0.2227424,0.2252591,0.2313538,0.2325186,0.2346034,0.2368862,0.2401784,0.2459258,0.2517669,0.2530245,0.2551278,0.2583258,0.2635017,0.2676136,0.2733101,0.2752903,0.2808297,0.2852657,0.2899557,0.2935974,0.2985457,0.3097178,0.3175038,0.3307951,0.3364230,0.3916465,2020-04-09 16:35:00
shake_intensity,1,2020-04-06 16:05:00,0.6839615,0.6716358,0.4374087,1.0177445,0.4310126,0.9295661,0.4699427,0.8646778,0.6133658,0.8050119,0.3531401,0.4308110,0.4563165,0.4697742,0.4852602,0.4919195,0.5072230,0.5280662,0.5412618,0.5518671,0.5735622,0.5931611,0.6136261,0.6205018,0.6293633,0.6370803,0.6438302,0.6539582,0.6623686,0.6687991,0.6733409,0.6807804,0.6858009,0.6929185,0.7072244,0.7139448,0.7236940,0.7408452,0.7517661,0.7587572,0.7801985,0.7883005,0.8056251,0.8226762,0.8515199,0.8644448,0.8890010,0.9228723,0.9847969,1.0083971,1.1890998,2020-04-06 16:05:00
shake_intensity,1,2020-04-08 10:55:00,0.8856292,0.9030341,0.7658213,1.0136992,0.7658213,0.9773109,0.8040129,0.9649221,0.8437579,0.9217673,0.7143604,0.7657293,0.7735641,0.7880084,0.8042054,0.8118241,0.8150920,0.8234781,0.8323766,0.8383805,0.8446910,0.8509599,0.8534990,0.8583115,0.8621388,0.8696327,0.8724040,0.8769009,0.8801635,0.8844372,0.8908044,0.8940866,0.8980495,0.9020308,0.9041922,0.9077904,0.9098938,0.9140832,0.9164913,0.9206806,0.9244152,0.9313156,0.9343299,0.9420342,0.9460592,0.9584962,0.9651426,0.9763982,0.9908532,1.0130993,1.0558527,2020-04-08 10:55:00
shake_intensity,1,2020-04-07,0.4934103,0.4768528,0.3211773,0.6823876,0.3304106,0.6546384,0.3500318,0.6159320,0.4523263,0.5881854,0.2543815,0.2968180,0.3323282,0.3475749,0.3561061,0.3730679,0.3817949,0.3951254,0.4082540,0.4151812,0.4196872,0.4298708,0.4352549,0.4523431,0.4576476,0.4630491,0.4653408,0.4701528,0.4781263,0.4832256,0.4888481,0.4958058,0.5039062,0.5108696,0.5176917,0.5249719,0.5378650,0.5480999,0.5564212,0.5612813,0.5654448,0.5733928,0.5774598,0.5888247,0.6076749,0.6139244,0.6263415,0.6390042,0.6549520,0.6748064,0.7672620,2020-04-07
