cat,loc,time,mcmc.1,mcmc.2,mcmc.3,mcmc.4,mcmc.5,mcmc.6,mcmc.7,mcmc.8,mcmc.9,mcmc.10,mcmc.11,mcmc.12,mcmc.13,mcmc.14,mcmc.15,mcmc.16,mcmc.17,mcmc.18,mcmc.19,mcmc.20,mcmc.21,mcmc.22,mcmc.23,mcmc.24,mcmc.25,mcmc.26,mcmc.27,mcmc.28,mcmc.29,mcmc.30,mcmc.31,mcmc.32,mcmc.33,mcmc.34,mcmc.35,mcmc.36,mcmc.37,mcmc.38,mcmc.39,mcmc.40,mcmc.41,mcmc.42,mcmc.43,mcmc.44,mcmc.45,mcmc.46,mcmc.47,mcmc.48,mcmc.49,mcmc.50,mcmc.51,mcmc.52,mcmc.53,mcmc.54,mcmc.55,mcmc.56,mcmc.57,mcmc.58,mcmc.59,mcmc.60,mcmc.61,mcmc.62,mcmc.63,mcmc.64,mcmc.65,mcmc.66,mcmc.67,mcmc.68,mcmc.69,mcmc.70,mcmc.71,mcmc.72,mcmc.73,mcmc.74,mcmc.75,mcmc.76,mcmc.77,mcmc.78,mcmc.79,mcmc.80,mcmc.81,mcmc.82,mcmc.83,mcmc.84,mcmc.85,mcmc.86,mcmc.87,mcmc.88,mcmc.89,mcmc.90,mcmc.91,mcmc.92,mcmc.93,mcmc.94,mcmc.95,mcmc.96,mcmc.97,mcmc.98,mcmc.99,mcmc.100,mcmc.101,mcmc.102,mcmc.103,mcmc.104,mcmc.105,mcmc.106,mcmc.107,mcmc.108,mcmc.109,mcmc.110,mcmc.111,mcmc.112,mcmc.113,mcmc.114,mcmc.115,mcmc.116,mcmc.117,mcmc.118,mcmc.119,mcmc.120,mcmc.121,mcmc.122,mcmc.123,mcmc.124,mcmc.125,mcmc.126,mcmc.127,mcmc.128,mcmc.129,mcmc.130,mcmc.131,mcmc.132,mcmc.133,mcmc.134,mcmc.135,mcmc.136,mcmc.137,mcmc.138,mcmc.139,mcmc.140,mcmc.141,mcmc.142,mcmc.143,mcmc.144,mcmc.145,mcmc.146,mcmc.147,mcmc.148,mcmc.149,mcmc.150,mcmc.151,mcmc.152,mcmc.153,mcmc.154,mcmc.155,mcmc.156,mcmc.157,mcmc.158,mcmc.159,mcmc.160,mcmc.161,mcmc.162,mcmc.163,mcmc.164,mcmc.165,mcmc.166,mcmc.167,mcmc.168,mcmc.169,mcmc.170,mcmc.171,mcmc.172,mcmc.173,mcmc.174,mcmc.175,mcmc.176,mcmc.177,mcmc.178,mcmc.179,mcmc.180,mcmc.181,mcmc.182,mcmc.183,mcmc.184,mcmc.185,mcmc.186,mcmc.187,mcmc.188,mcmc.189,mcmc.190,mcmc.191,mcmc.192,mcmc.193,mcmc.194,mcmc.195,mcmc.196,mcmc.197,mcmc.198,mcmc.199,mcmc.200,time_end
shake_intensity,1,2020-04-08 16:05:00,0.9789519,0.7804859,0.8220282,0.8179226,0.9359067,0.7124392,0.8328984,0.8118200,0.7159894,0.6935947,0.7395882,0.6674646,0.6483414,0.6585237,0.6155178,0.6075984,0.5832508,0.6917989,0.6232161,0.6222318,0.6213921,0.7208366,0.8067752,0.7110318,0.7283747,0.6582978,0.6322438,0.6128260,0.7829987,0.7607746,0.7418852,0.6567818,0.7258416,0.7185163,0.7168256,0.7437468,0.6581848,0.6943270,0.8291726,0.8376333,0.7498298,0.6326003,0.7092061,0.7172149,0.7060408,0.7350547,0.6385647,0.7492720,0.6938399,0.7438556,0.6236254,0.6094579,0.6350237,0.7509471,0.5550204,0.6588657,0.6472203,0.5743365,0.5518581,0.5566638,0.5182493,0.6010383,0.6248974,0.5559343,0.5550706,0.7502236,0.5597431,0.6703678,0.6067809,0.5596552,0.6037906,0.5610649,0.5459231,0.7062628,0.6269717,0.5487578,0.4381975,0.4371349,0.5520877,0.4863171,0.5570247,0.5824160,0.6393528,0.6207563,0.8401370,0.6952799,0.9387649,0.7989676,0.6571296,0.7300704,0.7126711,0.6018603,0.5141663,0.6884737,0.6131476,0.6964317,0.5787785,0.5629148,0.5534778,0.5935223,0.6825381,0.7767049,0.5574469,0.4884479,0.6278467,0.7158595,0.6526932,0.6141552,0.5459396,0.6777947,0.6327594,0.7476826,0.6145246,0.4413493,0.6696030,0.6453609,0.6953122,0.7614595,0.6296211,0.6556780,0.7466979,0.8677442,0.8305267,0.9273616,0.7266591,0.6065785,0.5709340,0.5255674,0.6507071,0.5696617,0.4930266,0.3948484,0.5529377,0.7268625,0.8014281,0.3713090,0.5936811,0.7451975,0.6135539,0.6120968,1.0062118,0.8138095,0.9533504,0.8419430,0.7235695,0.7151689,0.5596567,0.5163951,0.3129392,0.4349013,0.4408936,0.3219222,0.4538650,0.5243811,0.4860289,0.7722337,0.5332683,0.6348891,0.5874300,0.4592595,0.3693152,0.5275678,0.4470032,0.4216866,0.5315903,0.3581961,0.4222613,0.5052313,0.5505507,0.4581135,0.5261653,0.5621567,0.4652196,0.5356176,0.4418310,0.3251447,0.4065411,0.4171162,0.5225293,0.5875732,0.6083815,0.5291687,0.5316242,0.7666365,0.7161130,0.9771174,0.4515282,0.7096847,0.6690228,0.4431197,0.5974329,0.8704440,0.9491109,0.6766560,0.6744554,0.7528968,0.6486844,0.8609986,1.0330028,0.8296711,2020-04-08 16:05:00
shake_intensity,1,2020-04-08 10:20:00,0.9312223,0.9206526,0.8896950,0.8817315,0.9306381,0.9003011,0.9858688,1.0042186,0.9588324,0.9547304,0.9607110,1.0235205,0.9546228,1.0686398,1.0351026,1.0222442,0.9145482,0.8600954,0.9961332,1.0058115,0.9299618,0.9114541,0.8977181,0.8957839,0.8961198,0.9234335,0.9082951,0.8492866,0.8537054,0.9068490,0.8652921,0.8969625,0.8670641,0.8541176,0.8824972,0.8898025,0.8887620,0.8981577,0.9350742,0.9426260,0.9410104,0.9993289,0.9602787,0.9353241,0.9518015,0.9890094,0.9085718,0.9375195,0.9044956,0.9731254,0.9380832,0.8559263,0.8323101,0.8595074,0.8010609,0.8715667,0.8389049,0.8958195,0.8833073,0.8759413,0.8427065,0.7745173,0.8428584,0.9013675,1.0252322,0.8915737,0.9885951,0.9379858,0.9434705,1.0211625,0.9770409,0.9868575,1.1334887,1.0058706,0.9096849,0.9198372,0.9865532,0.9927540,0.9958914,0.9150335,0.9391743,1.0340760,1.0976421,1.1435162,1.0568318,1.1408574,1.0074533,1.0394991,1.0197424,1.0406672,0.9346744,0.9865401,1.0381031,1.0121282,0.9543288,0.9809935,0.8118162,0.8224916,0.9034246,0.9140288,0.8593054,0.8812179,0.8221780,0.8821467,0.9996127,1.0465275,1.1260471,1.0246933,1.0601835,0.9293419,0.9422963,0.9781578,0.9323461,0.8828151,0.8536638,0.9292484,1.1552063,1.1141964,1.0646554,1.1052539,0.9755860,0.9733327,1.1009930,0.9731329,0.9467708,0.9594947,0.9264815,0.9784555,1.0592920,0.9812307,0.9592980,1.0028262,1.0777704,1.0347005,1.0651336,1.1082947,1.0345811,1.0183993,0.9559415,1.0130628,1.0299592,1.0146765,1.0332301,0.9326745,0.9916235,1.0145495,1.0093570,0.9079029,0.8515757,0.8558519,0.8845908,0.8554394,0.9031097,0.9815736,1.0054646,1.1554445,0.9956043,1.0215835,1.0711965,1.0443755,1.0192061,1.0027332,1.0421494,0.8986847,1.0054672,1.1410257,1.0883303,1.1411501,1.0088589,0.9022206,0.8975857,1.0091623,1.1174446,1.0484706,1.0830463,1.0841030,1.1102572,1.0495407,1.0198276,1.0149718,1.0038993,0.9727940,0.9228945,1.0923855,0.9673094,1.0513752,1.1108005,1.1403436,1.1221055,1.1195776,1.0642269,1.0674027,1.1013263,1.0473292,1.0971964,1.1345961,0.9379760,1.1907369,1.1766057,1.0411502,2020-04-08 10:20:00
shake_intensity,1,2020-04-09 18:15:00,0.3474133,0.2939592,0.2649723,0.3028713,0.3021449,0.3222838,0.3063784,0.2839169,0.2731700,0.2769033,0.2580158,0.2941522,0.3124323,0.3049524,0.2976485,0.3643528,0.3358969,0.3698499,0.3044113,0.2740044,0.2482673,0.2650765,0.2808585,0.2393844,0.2442620,0.2532189,0.2729764,0.2714251,0.2724959,0.2526279,0.2526396,0.2485104,0.2430443,0.2905765,0.2396556,0.2408362,0.2293464,0.2060638,0.2055944,0.1957390,0.2276960,0.2776817,0.2537300,0.3084520,0.2179962,0.2837060,0.2425862,0.2043971,0.2713467,0.2275973,0.2040997,0.1913849,0.1732735,0.2252203,0.2243138,0.2003843,0.1983317,0.1988387,0.1739733,0.1665635,0.1513037,0.2250978,0.1939219,0.2321877,0.2021697,0.2298432,0.2079156,0.1765695,0.2236524,0.2526349,0.2110006,0.1611004,0.2295626,0.2078369,0.2229894,0.2236282,0.1967495,0.1708263,0.2089566,0.2172062,0.1923944,0.2180879,0.1538910,0.2068786,0.1794048,0.1596754,0.1739839,0.1769149,0.1654806,0.1741718,0.1912632,0.2043039,0.2274172,0.1708728,0.1917217,0.1694481,0.1975895,0.1790771,0.2091102,0.2389487,0.2323107,0.2136514,0.2329245,0.2134838,0.1727353,0.2918874,0.2053872,0.2455818,0.3333667,0.2932950,0.3232256,0.2479559,0.2938123,0.2360709,0.2362254,0.2546084,0.2168572,0.2096084,0.2854810,0.2662531,0.2015037,0.2293023,0.2048112,0.1415684,0.1367774,0.2070272,0.1818240,0.2258221,0.1605381,0.1692424,0.1516782,0.1616211,0.1238316,0.1629435,0.1662195,0.1461018,0.1863950,0.1628586,0.1749584,0.1972137,0.2292692,0.2103874,0.2241734,0.2127191,0.2288645,0.2591597,0.2883304,0.2231214,0.2206575,0.2074391,0.1835625,0.2464967,0.2508594,0.2248229,0.1836989,0.1798576,0.2207919,0.2401264,0.2683893,0.2795847,0.1808384,0.1240175,0.1301664,0.1439688,0.1780782,0.1720719,0.2287066,0.1804774,0.2073889,0.1914884,0.1565028,0.1376169,0.1590093,0.1599785,0.1422057,0.1996650,0.1783866,0.1481165,0.1884899,0.2004692,0.1687519,0.1735048,0.1628542,0.1285214,0.1629695,0.1530563,0.2170971,0.2646958,0.1611751,0.1694029,0.2375373,0.1604284,0.1858280,0.2391579,0.1824675,0.1648375,0.1911264,0.1486013,0.1629513,0.1621531,2020-04-09 18:15:00
shake_intensity,1,2020-04-09 15:35:00,0.4953134,0.4166709,0.4150077,0.3656624,0.3958645,0.3905229,0.4034509,0.3641519,0.3688309,0.3300865,0.3659487,0.4320773,0.4054342,0.4219020,0.4169116,0.3922480,0.3596973,0.3722454,0.3710398,0.3395980,0.3249998,0.3403329,0.2897877,0.3375827,0.3073010,0.3975966,0.3587080,0.3542120,0.3656601,0.3816515,0.3758163,0.3396286,0.3400893,0.3335518,0.4205803,0.3888028,0.4040304,0.4275967,0.4698240,0.4818657,0.4343556,0.4166814,0.3653606,0.3655838,0.2810008,0.3312675,0.3320291,0.3280086,0.2924186,0.3472468,0.3569108,0.3056423,0.2726493,0.2487942,0.2420105,0.2528984,0.2782589,0.2391268,0.2773190,0.2444984,0.2452945,0.2865069,0.2637919,0.2990074,0.2868695,0.2526009,0.2728659,0.2398652,0.2662434,0.2804477,0.3394214,0.3424988,0.3613494,0.3769381,0.3651646,0.4844571,0.4318266,0.3824349,0.4033901,0.4169781,0.4064316,0.4004558,0.3736025,0.3754167,0.3537484,0.3768323,0.3773236,0.3568471,0.4124696,0.4887534,0.4866699,0.4858914,0.4060399,0.4302407,0.4423889,0.4014245,0.4127777,0.4285734,0.4231201,0.4625001,0.3970314,0.3701474,0.4497162,0.4976193,0.4616199,0.4103725,0.3979917,0.3503689,0.3436612,0.3503708,0.2862141,0.3027799,0.3262197,0.2755080,0.3158088,0.2695996,0.2636481,0.2785469,0.2656755,0.2744814,0.2877909,0.2871682,0.3198805,0.3191415,0.3286690,0.3314971,0.3887996,0.3986374,0.3859207,0.3194418,0.3678099,0.4100130,0.4010428,0.3471535,0.2907739,0.3195132,0.3029049,0.2983040,0.3019450,0.3541620,0.3022622,0.2791260,0.3070297,0.3128195,0.3208320,0.2462041,0.3376092,0.3021011,0.2919887,0.3325590,0.2798301,0.2915821,0.2599500,0.2772289,0.2702842,0.3009382,0.2628363,0.2347652,0.2236598,0.2572178,0.2576185,0.2371665,0.2025452,0.2128774,0.1911440,0.1833217,0.2123006,0.2786460,0.3009556,0.2365875,0.2109068,0.1988752,0.2357306,0.2466339,0.1957646,0.2197945,0.2554675,0.2114510,0.2274335,0.2441211,0.3289124,0.2681519,0.3130959,0.3383515,0.3951800,0.4790344,0.4145506,0.3401139,0.4133706,0.3750790,0.3765721,0.4078153,0.3635842,0.3889114,0.4253984,0.3668438,0.4102487,0.3689461,0.3698294,0.3282897,2020-04-09 15:35:00
shake_intensity,1,2020-04-08 12:35:00,0.7730050,0.9042592,0.8764453,0.7273692,0.8073236,0.7537309,0.7954641,0.8953452,0.9612950,0.9566774,0.9325509,0.9954280,0.9250944,0.8211378,0.8283691,0.9485830,0.8789260,0.8620184,0.7825273,0.9520792,0.9155268,0.9334735,1.1223649,0.9829242,0.9896134,0.9760736,0.9536354,0.9947412,1.0205093,0.7809893,0.8560452,0.9550586,0.8436501,0.8652297,0.8651620,0.9269596,0.8681067,0.8379515,0.8193911,0.8572165,0.8447592,0.8802357,0.9687227,0.9320687,0.9501071,0.9707162,0.8726055,0.9513075,0.9445787,0.8997570,0.8501804,0.6975388,0.8794949,0.8673258,0.8369787,0.7670724,0.8715388,0.7885392,0.7469579,0.8080741,0.8485697,0.7392546,0.8653163,0.8183073,0.7393473,0.7048056,0.7738519,0.6809445,0.8087184,0.8608095,0.8807909,0.8105658,0.8037800,0.8740303,0.9532508,0.9198538,0.8179835,0.9598263,0.9069819,0.8725883,0.8931370,0.8251095,0.8751578,0.7648827,0.8378014,0.8377025,0.8268179,0.8856160,0.8060349,0.8784232,0.9016332,0.8373692,0.9020728,0.7572406,0.8865745,0.8126034,0.8224575,0.8968698,0.7632768,0.8229497,1.0368992,1.0214665,1.0162584,0.8790625,0.9668839,0.8269038,0.9396907,0.8839932,0.7333450,0.8546367,0.8445229,0.8479365,0.8551392,0.8405020,0.9391796,0.8752208,0.8091224,0.8960090,0.9825372,0.8941905,1.1495523,0.8631944,0.8113501,0.7695404,0.7882282,0.7009313,0.8149643,0.8182537,0.9381017,0.7909049,0.7365035,0.7748419,0.7861399,0.8183191,0.7725831,0.6842115,0.7556156,0.7365279,0.8970961,0.7634673,0.8514689,0.7987752,0.8301420,0.7468879,0.7165224,0.7181956,0.8213937,0.7359119,0.6076564,0.5802876,0.6720008,0.7639177,0.7744960,0.8956753,0.9279908,1.0168371,1.0140532,0.9110395,1.0474813,0.8940354,0.9691789,0.9484235,0.6292879,0.7126108,0.7741699,0.7921032,0.7083574,0.7811062,0.7767032,0.7778589,0.7169266,0.7002980,0.9235420,0.7993429,0.7781027,0.7942304,0.7481971,0.8574514,0.8121145,0.8063614,0.8728466,0.7595367,0.6547330,0.6513722,0.8545371,0.9956798,0.9274895,1.1618198,0.8570281,0.7706508,0.6188648,0.7406089,0.8232678,0.7952583,0.6886079,0.8820273,0.7853048,0.7401099,0.7046042,0.6369916,2020-04-08 12:35:00
shake_intensity,1,2020-04-08 16:15:00,0.9188270,0.8574574,0.7599202,0.6859114,0.8341368,0.6370902,0.6730453,0.7183387,0.6808211,0.7327521,0.7109131,0.7590579,0.6403813,0.7361263,0.7155043,0.7308300,0.6981327,0.6817831,0.6971988,0.7058659,0.7149705,0.7559457,0.6777162,0.6944036,0.6564324,0.5824707,0.7553806,0.6988625,0.7993130,0.7040046,0.7666529,0.8123963,0.8177465,0.6859956,0.7682961,0.8997978,0.8490953,0.8260050,0.7720739,0.8004618,0.8507651,0.8920829,0.8371257,0.7675400,0.7557978,0.8461903,0.7041295,0.7627507,0.8707284,0.7316512,0.7641524,0.6906269,0.6503121,0.7794857,0.7181736,0.6573367,0.7246890,0.8219751,0.7305541,0.6705514,0.6990103,0.8208679,0.6890763,0.7898225,0.6900577,0.7579585,0.7211860,0.8274294,0.9002952,0.8747154,0.7905322,1.1236088,0.8561117,0.6404300,0.7397983,0.6766382,0.7026882,0.6826937,0.9744911,1.0210126,0.7993104,0.7246922,0.9924375,0.9373072,0.8201968,0.8722371,0.7325938,0.7590150,0.7733309,0.8729616,0.8507874,0.8881973,0.7262168,0.7922597,0.7317336,0.8217045,0.8092966,0.7446312,0.7636047,0.8076182,0.7261468,0.8472308,0.8112564,0.6983268,0.7099434,0.8459955,0.7886885,0.7985025,0.7511959,0.8952952,0.8205064,0.7286708,0.8746385,0.7820308,0.7296286,0.6506551,0.7116065,0.7179365,0.7111353,0.6989362,0.6485931,0.6286096,0.7483770,0.7295734,0.7305770,0.8723807,0.7807299,0.8220027,0.9124578,0.8705084,0.7834988,0.7239969,0.7760382,1.0106291,0.8668695,0.8042127,0.7942695,0.7051607,0.8165517,0.9298549,0.8213490,0.6841514,0.7459210,0.8024110,0.8658611,0.7141931,0.7204712,0.7329858,0.7021933,0.7186827,0.7835885,0.6456408,0.6756156,0.6658762,0.5867238,0.6605158,0.7274478,0.7322184,0.6715405,0.5914975,0.5086388,0.6430464,0.6470691,0.6829505,0.6014441,0.7365803,0.5988580,0.5752073,0.7695670,0.8263975,0.7295191,0.8146197,0.7261310,0.5676499,0.7250962,0.7711965,0.8354614,0.7601877,0.6769261,0.9482603,0.7585185,0.7939249,0.6479774,0.8165028,0.6721174,0.8829922,0.8042472,0.8208192,0.6727893,0.6229014,0.5974714,0.7330126,0.7270366,0.6560726,0.6749103,0.5966497,0.6118820,0.5778181,0.4784308,0.5485149,2020-04-08 16:15:00
shake_intensity,1,2020-04-08 10:25:00,1.0298773,1.0224874,0.9919280,0.9353479,0.9423952,0.9541934,0.9034397,0.8305396,0.8649484,0.9016852,0.8845791,0.9847983,0.9578367,1.0073663,0.9976993,0.9701245,0.8986029,0.9284464,0.9696671,0.9447656,0.9543418,0.9307883,0.9667284,0.9541142,0.9734831,0.9913825,0.9400284,0.9233331,0.9367013,0.8995344,0.9129637,0.8231175,0.8108614,0.8697933,0.9352423,0.9254314,0.9729650,1.0468629,1.0040614,0.9735421,0.9273323,0.9317832,1.0613810,1.0330553,1.0254244,0.9598443,0.8861053,0.8993760,0.9533111,0.9530112,0.9526199,0.9086256,0.8942924,0.9205568,0.9673620,1.0345831,1.0345244,1.0885455,1.0446478,1.0546400,1.0200949,1.0192635,0.9246556,0.9634158,0.9773265,0.9844306,0.9516245,0.9900999,1.0168699,1.0185436,0.9342088,0.9786694,0.8567842,0.8888705,0.9787145,1.0202945,0.9907766,0.9107436,0.9278814,0.8886460,0.8478533,0.8393545,0.8439239,0.8461125,0.8345393,0.7770130,0.7974326,0.8703076,0.8897480,0.8648978,0.8741009,0.8720201,0.8894474,0.8878236,0.8947979,0.9239159,0.8736738,0.9952073,0.9868757,0.9925363,0.9917349,1.0816461,1.1019663,1.1089128,1.2265015,1.1533568,1.0430885,1.1192387,1.1018426,1.0840842,1.0729528,1.0156176,0.9408796,0.8744842,0.9145524,0.9798246,0.8886459,0.8868689,0.9576777,0.9548583,0.9362984,0.9056112,0.8833676,0.8172084,0.8137896,0.8236403,0.7890598,0.8771885,0.8915822,0.9249600,0.9928443,0.8936049,0.8948781,0.9159579,0.8972238,0.9549417,0.9290813,0.9209741,0.8956544,0.8941628,0.9550017,0.9211151,0.9348692,0.9996642,0.9506634,0.9448257,0.8590952,0.8869660,0.8774308,0.7869303,0.9134964,0.9562688,0.8743509,0.9207431,1.0089870,0.9103599,0.9067282,0.9997045,1.0088850,0.9741589,0.9133882,0.8796063,0.9739293,1.0408395,1.0656949,1.0471034,0.9750291,1.0437717,0.9717442,0.9646281,0.9998794,1.0747948,1.1191481,1.1223784,1.0427193,1.0028171,0.9991887,1.0436931,0.9580756,0.8971091,0.9668832,0.8813259,0.8663721,0.8681459,0.8813790,1.0862236,1.0550327,1.0248186,0.9199386,0.8624662,0.8616729,0.9663687,0.8560976,0.8419397,0.9014081,0.9192286,0.8869274,0.8627261,1.0127383,0.9160361,2020-04-08 10:25:00
shake_intensity,1,2020-04-08 12:40:00,0.9435053,0.8246022,0.8330177,0.8607405,0.8834382,0.8961931,0.8974910,0.9342958,0.8414771,0.9543095,0.8813827,0.8991225,0.9113379,0.8542057,0.8830629,0.9016610,0.9713450,0.9426919,0.8371272,0.8758818,0.9378023,1.0216778,0.9183373,0.9206443,0.9191787,0.9093166,0.8975485,0.8827078,0.8654624,0.8024104,0.8124478,0.8323204,0.8614579,0.7965347,0.8286747,0.8125937,0.8345093,0.8525286,0.7446915,0.8063155,0.7802486,0.8577387,0.8186943,0.8348070,0.8329672,0.8744426,0.8365098,0.8453543,0.8888623,0.7962915,0.8165602,0.8244105,0.8747629,0.8809321,0.9328694,0.9308053,0.8365535,0.8986283,0.8639744,0.8836421,0.8901883,0.9863152,0.8692890,0.8919373,0.9640736,1.0047217,0.9292094,0.9649237,0.9300830,0.9243812,0.9019501,0.9097151,0.8758743,0.8773095,0.9190065,0.8754257,0.9023312,0.8719318,0.9121211,0.9049921,0.9091885,0.9131000,1.0317615,0.9732762,0.9589029,0.9148568,0.9107570,0.9062815,0.9455702,0.9063261,0.8914824,0.8809391,0.8870321,0.9687230,0.9076249,0.9281765,0.7970566,0.8271807,0.8217140,0.8636886,0.8482350,0.8085301,0.8102579,0.7627097,0.7464487,0.7616998,0.8142993,0.7945425,0.7935682,0.8264264,0.9293475,0.9561416,0.9146165,0.8529945,0.9036274,0.8974238,0.9194102,0.8773021,0.9197175,0.8329826,0.8704236,0.8145565,0.8086976,0.8135637,0.8557334,0.9324456,0.8768273,0.8902465,0.8715866,0.8997340,0.8721561,0.9039992,0.8829847,0.9427469,0.8770612,0.9125004,0.9164071,0.8738493,0.9064126,0.8395196,0.9016053,0.8806796,0.9428312,0.9058414,0.9155194,0.9549574,0.9605841,0.9668720,0.8798243,0.9097008,0.8973878,0.8155773,0.8637771,0.8278484,0.8207263,0.8141425,0.7999991,0.8176596,0.8845933,0.8008650,0.7707622,0.7970747,0.7758759,0.8266094,0.8151481,0.8763453,0.8529709,0.8510699,0.8358169,0.7998954,0.8448861,0.8956832,0.8583104,0.8784791,0.8357138,0.8265973,0.8249482,0.8260808,0.8439460,0.8233358,0.9212061,0.9293540,0.9339167,0.9993679,1.0205320,0.9697937,0.9220362,0.8529903,0.9311589,0.8997928,0.9258237,0.8547078,0.8362311,0.8696618,0.9159176,0.8807152,0.8678820,0.8488350,0.8563740,0.9579835,2020-04-08 12:40:00
shake_intensity,1,2020-04-08 10:30:00,0.9508284,0.9502860,0.8857672,0.9086022,0.9457963,0.9224614,0.8932233,0.8707983,0.9241272,1.0259040,0.9260688,0.9854394,0.8863413,0.9132860,0.8622033,0.8980470,0.8103295,0.8577469,0.8881830,0.8665162,0.9157088,0.9028926,0.8831418,0.8831532,0.8465849,0.9019930,0.9343386,0.9662114,0.9516553,1.0100544,1.0441924,0.9664672,0.9277035,0.8791643,0.8730416,0.8688781,0.8960653,0.9470015,0.9300311,0.9303571,0.9242821,0.9401077,0.9255673,0.9139398,0.8852170,0.9424193,0.9856596,0.9660744,0.8943590,0.8768558,0.8651822,0.8458373,0.8412977,0.8210578,0.8060727,0.8703508,0.8268053,0.8592687,0.8852847,0.9367117,0.9654372,1.0192001,0.9562489,0.9256798,0.9340310,0.9215786,0.9016562,0.8965478,0.9393488,0.8583176,0.8545963,0.8805404,0.8979668,0.9582903,0.9372627,0.8532926,0.8913209,0.9083462,0.9593876,0.9572443,0.9268660,0.9278859,0.9980974,0.9517097,0.9668026,0.9352435,0.8819039,0.9080077,0.8324727,0.7894942,0.8714372,0.8629430,0.8682471,0.9268905,0.8525207,0.8698980,0.8719642,0.9688601,0.9763330,0.9694751,0.9514713,0.9201851,1.0008499,1.0552093,0.9795930,0.9671849,0.9532337,0.9277337,1.0056271,0.9620360,0.9611006,0.9833082,0.9747217,0.9217655,0.9828047,0.9469483,0.9951272,0.9369995,0.8662330,0.9146985,0.9037979,1.0083042,1.0220567,1.0372949,0.9395526,0.9735179,0.9653985,0.9153537,0.9584347,0.9378318,0.9298844,0.9316056,0.9105621,0.9444005,0.9231962,0.9277794,0.9577646,1.0145013,0.9707029,0.9692213,0.9857852,0.9289610,0.9556923,0.9424340,0.9733417,0.9588308,0.9376478,1.0208008,0.9924192,0.9484304,0.9372147,0.9856653,0.9407107,0.9355616,0.9930282,0.9884461,0.8924326,0.8586699,0.8848365,0.9154998,0.8616076,0.8391487,0.9587675,0.9501467,0.9880653,0.9501337,0.9511131,1.0324043,1.0180792,0.9054840,0.9295763,0.8838795,0.9000915,0.9331185,0.9242155,0.9264343,0.8821240,0.8234403,0.9131947,0.9240770,0.9373711,1.0083814,0.9771017,1.0230313,0.9527007,0.9292850,0.8619933,0.8648350,0.9028197,1.0059578,1.0003020,1.0198411,1.0088440,0.9561711,0.8872211,0.8464317,0.9668482,0.9262922,0.8474512,0.8960159,2020-04-08 10:30:00
shake_intensity,1,2020-04-08 16:20:00,0.8521573,0.8601499,0.8318271,0.7051526,0.7409883,0.7717154,0.7735607,0.7703923,0.7929478,0.6795844,0.7267326,0.8126991,0.7221203,0.7669193,0.7994718,0.7486128,0.8028363,0.7861395,0.7959181,0.8640516,0.7625219,0.7412569,0.7685626,0.8513291,0.8167725,0.8568468,0.8365260,0.8894501,0.7889556,0.8571700,0.7655829,0.8107736,0.7896384,0.7413232,0.7917261,0.7755892,0.7677331,0.9058406,0.7655259,0.7982658,0.9100174,0.8263792,0.7923605,0.8278007,0.8796668,0.8009578,0.7990352,0.7739704,0.6845549,0.7885554,0.6653837,0.7611368,0.8219718,0.7762443,0.7049531,0.8381988,0.7707190,0.6982902,0.7166408,0.7043034,0.7364537,0.7115218,0.7267663,0.7426009,0.7016705,0.7599199,0.7361772,0.8793825,0.8198295,0.8510727,0.7716185,0.7776742,0.8030224,0.7655536,0.7410987,0.8213869,0.7778753,0.7397747,0.7094371,0.8520891,0.7907992,0.8013960,0.7927870,0.7956375,0.8083477,0.8058027,0.8036209,0.7610753,0.7567606,0.7273025,0.7993537,0.7777105,0.8910696,0.7795472,0.8188415,0.8461819,0.8644589,0.7633893,0.7669588,0.7878178,0.8375577,0.7697487,0.7737387,0.8643386,0.8595648,0.8039444,0.7765198,0.7983227,0.8713803,0.8444124,0.7487127,0.8377088,0.8162248,0.8658686,0.7934531,0.8512328,0.8661648,0.7570640,0.8010331,0.8563217,0.8365140,0.8187126,0.8483472,0.8030086,0.7916296,0.9241198,0.8509655,0.7704158,0.8018373,0.7649295,0.7961689,0.7781493,0.8544403,0.7878226,0.7808375,0.7727851,0.8860375,0.8932607,0.8619101,0.9055709,0.8493666,0.7703943,0.8378198,0.7644064,0.7547989,0.8125194,0.7936190,0.8544476,0.7851251,0.8264239,0.8415637,0.7772568,0.8439818,0.8160440,0.8441382,0.7837364,0.7990176,0.7356864,0.7426740,0.7427079,0.7083895,0.8600623,0.7896344,0.7892359,0.7295576,0.8172083,0.7164214,0.7535530,0.7474668,0.6861128,0.7761841,0.8258796,0.8203140,0.8460521,0.7116717,0.7782832,0.8004222,0.6873962,0.7324661,0.7243979,0.8027293,0.8054711,0.6654279,0.6708816,0.6700610,0.6581930,0.7083639,0.7039187,0.7020382,0.7473731,0.7047383,0.7214412,0.6543655,0.8127599,0.7443035,0.6838882,0.7072362,0.7409882,0.6615659,0.6291215,2020-04-08 16:20:00
